U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
2,33003,3,0,0,1,1,33003,37240,9,37249
2,33003,5,0,0,1,1,33003,117344,25,117369
2,33003,9,0,0,1,1,33003,359366,9,359375
2,33003,125,0,0,1,1,33003,129696,625,130321
2,33003,2187,0,0,1,1,33003,63112,6561,69673
2,33003,3703,0,0,1,1,33003,24704,25921,50625
2,33003,6125,0,0,1,1,33003,6624,30625,37249
2,33003,12915,0,0,1,1,33003,24334,12915,37249
2,33003,13225,0,0,1,1,33003,74498,13225,87723
2,33003,15309,0,0,1,1,33003,13448,45927,59375
2,33003,15625,0,0,1,1,33003,128,109375,109503
2,33003,24125,0,0,1,1,33003,257094,24125,281219
2,33005,1,0,0,4,1,33005,40624,1,40625
2,33031,7,0,0,1,1,33031,111488,49,111537
2,33031,81,0,0,1,1,33031,1288408,243,1288651
2,33031,2523,0,0,1,1,33031,41272,7569,48841
2,33031,5427,0,0,1,1,33031,47432,16281,63713
2,33031,22627,0,0,1,1,33031,14848,203643,218491
2,33031,23409,0,0,1,1,33031,90112,304317,394429
2,33033,24057,0,0,1,1,33033,13720,72171,85891
2,33075,9,0,0,4,1,33075,60016,9,60025
2,33075,10125,0,0,1,1,33075,42592,50625,93217
2,33075,15625,0,0,1,1,33075,58806,15625,74431
2,33075,24057,0,0,1,1,33075,18818,24057,42875
2,33087,7,0,0,1,1,33087,34432,49,34481
2,33097,529,0,0,1,1,33097,30208,4761,34969
2,33115,1,0,0,1,1,33115,33614,1,33615
2,33115,1,0,0,2,1,33115,137780,1,137781
2,33115,7203,0,0,1,1,33115,12616,21609,34225
2,33115,9213,0,0,1,1,33115,128,64491,64619
2,33115,9375,0,0,1,1,33115,52022,9375,61397
2,33135,19683,0,0,1,1,33135,5408,98415,103823
2,33153,6859,0,0,1,1,33153,39366,6859,46225
2,33153,10449,0,0,1,1,33153,131584,94041,225625
2,33163,7653,0,0,1,1,33163,17576,22959,40535
2,33187,343,0,0,1,1,33187,35594,343,35937
2,33187,1369,0,0,1,1,33187,33614,1369,34983
2,33187,1369,0,0,1,1,33187,57344,17797,75141
2,33187,5603,0,0,1,1,33187,30118,5603,35721
2,33187,22869,0,0,1,1,33187,4232,68607,72839
2,33187,28561,0,0,1,1,33187,73926,28561,102487
2,33205,243,0,0,1,1,33205,104882,243,105125
2,33213,81,0,0,1,1,33213,42632,243,42875
2,33213,6561,0,0,1,1,33213,35672,19683,55355
2,33215,625,0,0,1,1,33215,40474,625,41099
2,33229,1,0,0,4,1,33229,41552,1,41553
2,33229,27,0,0,1,1,33229,52136,81,52217
2,33229,6627,0,0,1,1,33229,97768,19881,117649
2,33229,14241,0,0,1,1,33229,10648,42723,53371
2,33229,16807,0,0,1,1,33229,12672,117649,130321
2,33267,2197,0,0,1,1,33267,59534,2197,61731
2,33283,1,0,0,1,1,33283,33614,1,33615
2,33283,1,0,0,2,1,33283,137780,1,137781
2,33283,26311,0,0,1,1,33283,23814,26311,50125
2,33318,18,0,0,4,1,33318,262144,81,262225
2,33319,1,0,0,1,1,33319,322102,1,322103
2,33319,1,0,0,4,1,33319,54288,1,54289
2,33319,19683,0,0,1,1,33319,34606,19683,54289
2,33325,25,0,0,2,1,33325,50176,125,50301
2,33325,9245,0,0,1,1,33325,864,46225,47089
2,33325,10125,0,0,1,1,33325,12152,30375,42527
2,33325,15625,0,0,1,1,33325,128,109375,109503
2,33325,16399,0,0,1,1,33325,101250,16399,117649
2,33325,16807,0,0,1,1,33325,61318,16807,78125
2,33397,31213,0,0,1,1,33397,269378,31213,300591
2,33403,33403,0,0,2,1,33403,19652,33403,53055
2,33423,3125,0,0,1,1,33423,416502,3125,419627
2,33465,15625,0,0,1,1,33465,21856,78125,99981
2,33465,15625,0,0,1,1,33465,128,109375,109503
2,33493,3509,0,0,1,1,33493,39366,3509,42875
2,33493,24389,0,0,1,1,33493,1152,170723,171875
2,33493,33493,0,0,1,1,33493,61250,33493,94743
2,33495,1,0,0,1,1,33495,36162,1,36163
2,33495,1,0,0,4,1,33495,117648,1,117649
2,33495,1,0,0,4,1,33495,390224,1,390225
2,33495,1,0,0,8,1,33495,53504,1,53505
2,33495,3,0,0,2,1,33495,366016,9,366025
2,33495,5,0,0,1,1,33495,606816,25,606841
2,33495,81,0,0,1,1,33495,964894,81,964975
2,33495,343,0,0,1,1,33495,133760,2401,136161
2,33495,625,0,0,1,1,33495,681472,5625,687097
2,33495,841,0,0,1,1,33495,71442,841,72283
2,33495,841,0,0,1,1,33495,110080,7569,117649
2,33495,1575,0,0,1,1,33495,46208,11025,57233
2,33495,1805,0,0,1,1,33495,26912,9025,35937
2,33495,1849,0,0,1,1,33495,36750,1849,38599
2,33495,1849,0,0,1,1,33495,61250,1849,63099
2,33495,1849,0,0,1,1,33495,96026,1849,97875
2,33495,2375,0,0,1,1,33495,41624,7125,48749
2,33495,2375,0,0,1,1,33495,38048,11875,49923
2,33495,3249,0,0,1,1,33495,117128,9747,126875
2,33495,3509,0,0,1,1,33495,39366,3509,42875
2,33495,3773,0,0,1,1,33495,111456,18865,130321
2,33495,3857,0,0,1,1,33495,43000,11571,54571
2,33495,3993,0,0,1,1,33495,33640,11979,45619
2,33495,5103,0,0,1,1,33495,104960,45927,150887
2,33495,5375,0,0,1,1,33495,29106,5375,34481
2,33495,5887,0,0,1,1,33495,387200,41209,428409
2,33495,6561,0,0,1,1,33495,29602,6561,36163
2,33495,6561,0,0,1,1,33495,156250,6561,162811
2,33495,6561,0,0,1,1,33495,1463000,19683,1482683
2,33495,6859,0,0,1,1,33495,39366,6859,46225
2,33495,6875,0,0,1,1,33495,11552,34375,45927
2,33495,7175,0,0,1,1,33495,288,35875,36163
2,33495,7203,0,0,1,1,33495,3200,50421,53621
2,33495,8127,0,0,1,1,33495,18560,56889,75449
2,33495,8323,0,0,1,1,33495,53750,8323,62073
2,33495,8505,0,0,1,1,33495,10648,25515,36163
2,33495,9947,0,0,1,1,33495,40678,9947,50625
2,33495,10535,0,0,1,1,33495,225504,52675,278179
2,33495,11319,0,0,1,1,33495,14792,33957,48749
2,33495,11907,0,0,1,1,33495,94600,35721,130321
2,33495,12375,0,0,1,1,33495,17632,61875,79507
2,33495,13079,0,0,1,1,33495,14112,65395,79507
2,33495,14801,0,0,1,1,33495,14336,162811,177147
2,33495,15309,0,0,1,1,33495,13448,45927,59375
2,33495,15309,0,0,1,1,33495,281048,45927,326975
2,33495,15609,0,0,1,1,33495,361000,46827,407827
2,33495,15625,0,0,1,1,33495,650848,78125,728973
2,33495,16605,0,0,1,1,33495,16856,49815,66671
2,33495,16605,0,0,1,1,33495,74008,49815,123823
2,33495,16807,0,0,1,1,33495,12672,117649,130321
2,33495,18491,0,0,1,1,33495,566048,92455,658503
2,33495,21025,0,0,1,1,33495,58482,21025,79507
2,33495,22059,0,0,1,1,33495,2744,66177,68921
2,33495,22099,0,0,1,1,33495,99846,22099,121945
2,33495,24389,0,0,1,1,33495,38786,24389,63175
2,33495,24389,0,0,1,1,33495,1152,170723,171875
2,33495,24389,0,0,1,1,33495,55296,268279,323575
2,33495,26875,0,0,1,1,33495,90774,26875,117649
2,33495,26999,0,0,1,1,33495,27520,188993,216513
2,33495,31407,0,0,1,1,33495,2744,94221,96965
2,33495,32319,0,0,1,1,33495,8,96957,96965
2,33495,33275,0,0,1,1,33495,195112,99825,294937
2,33553,27,0,0,1,1,33553,1592744,81,1592825
2,33565,9179,0,0,1,1,33565,32,45895,45927
2,33565,13527,0,0,1,1,33565,17536,94689,112225
2,33603,1,0,0,1,1,33603,64000,9,64009
2,33603,1,0,0,1,1,33603,71874,1,71875
2,33603,6655,0,0,1,1,33603,69984,33275,103259
2,33603,11201,0,0,2,1,33603,66924,11201,78125
2,33603,19683,0,0,1,1,33603,5408,98415,103823
2,33633,10201,0,0,1,1,33633,38750,10201,48951
2,33633,16807,0,0,1,1,33633,18750,16807,35557
2,33633,24025,0,0,1,1,33633,18144,120125,138269
2,33649,16807,0,0,1,1,33649,12672,117649,130321
2,33670,10,0,0,2,1,33670,37856,25,37881
2,33670,20,0,0,4,1,33670,37856,25,37881
2,33693,1,0,0,1,1,33693,64000,9,64009
2,33693,1,0,0,1,1,33693,71874,1,71875
2,33703,33703,0,0,2,1,33703,20972,33703,54675
2,33705,5103,0,0,1,1,33705,45550,5103,50653
2,33733,3125,0,0,1,1,33733,25376,15625,41001
2,33733,8281,0,0,1,1,33733,10368,57967,68335
2,33733,13667,0,0,1,1,33733,3456,95669,99125
2,33733,18723,0,0,1,1,33733,134456,56169,190625
2,33733,28561,0,0,1,1,33733,88576,257049,345625
2,33735,28561,0,0,1,1,33735,48114,28561,76675
2,33745,6561,0,0,1,1,33745,33614,6561,40175
2,33753,625,0,0,1,1,33753,49298,625,49923
2,33759,25281,0,0,1,1,33759,238328,75843,314171
2,33801,16807,0,0,1,1,33801,12672,117649,130321
2,33823,8405,0,0,1,1,33823,9504,42025,51529
2,33835,1,0,0,4,1,33835,40400,1,40401
2,33843,10503,0,0,1,1,33843,14848,94527,109375
2,33885,11045,0,0,1,1,33885,7776,55225,63001
2,33900,2,0,0,2,1,33900,64000,9,64009
2,33900,4,0,0,4,1,33900,64000,9,64009
2,33900,8,0,0,8,1,33900,64000,9,64009
2,33913,2401,0,0,1,1,33913,67826,2401,70227
2,33913,2527,0,0,1,1,33913,17280,17689,34969
2,33913,3083,0,0,2,1,33913,31212,3083,34295
2,33913,3645,0,0,1,1,33913,5632,32805,38437
2,33913,5929,0,0,1,1,33913,31250,5929,37179
2,33913,6875,0,0,1,1,33913,11552,34375,45927
2,33913,16807,0,0,1,1,33913,12672,117649,130321
2,33913,19683,0,0,1,1,33913,181016,59049,240065
2,33913,29645,0,0,1,1,33913,32,148225,148257
2,33915,1,0,0,2,1,33915,93924,1,93925
2,33915,1,0,0,2,1,33915,336140,1,336141
2,33915,9,0,0,1,1,33915,60928,81,61009
2,33915,169,0,0,1,1,33915,235298,169,235467
2,33915,441,0,0,1,1,33915,49130,441,49571
