U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
2,36001,16317,0,0,1,1,36001,17792,114219,132011
2,36043,5149,0,0,2,1,36043,40000,15447,55447
2,36055,7875,0,0,1,1,36055,51712,70875,122587
2,36073,36073,0,0,2,1,36073,14580,36073,50653
2,36075,1,0,0,8,1,36075,214784,1,214785
2,36085,4707,0,0,1,1,36085,512,42363,42875
2,36085,15625,0,0,1,1,36085,128,109375,109503
2,36091,8427,0,0,1,1,36091,26248,25281,51529
2,36093,30375,0,0,1,1,36093,57752,91125,148877
2,36133,1,0,0,1,1,36133,64000,9,64009
2,36133,1,0,0,1,1,36133,71874,1,71875
2,36133,1,0,0,2,1,36133,36500,1,36501
2,36133,12167,0,0,1,1,36133,30250,12167,42417
2,36153,1,0,0,1,1,36153,65610,1,65611
2,36153,25,0,0,1,1,36153,354294,25,354319
2,36153,16807,0,0,1,1,36153,21218,16807,38025
2,36177,27,0,0,1,1,36177,151294,27,151321
2,36190,10,0,0,2,1,36190,41184,25,41209
2,36190,10,0,0,4,1,36190,267264,25,267289
2,36190,20,0,0,4,1,36190,41184,25,41209
2,36195,81,0,0,1,1,36195,129032,243,129275
2,36195,5625,0,0,1,1,36195,289576,16875,306451
2,36223,1,0,0,1,1,36223,48950,1,48951
2,36223,1,0,0,1,1,36223,64000,9,64009
2,36223,1,0,0,1,1,36223,71874,1,71875
2,36223,1127,0,0,1,1,36223,31328,5635,36963
2,36223,1295,0,0,1,1,36223,38016,9065,47081
2,36223,1331,0,0,1,1,36223,43808,6655,50463
2,36223,1369,0,0,1,1,36223,83006,1369,84375
2,36223,1369,0,0,1,1,36223,156250,1369,157619
2,36223,8325,0,0,1,1,36223,94162,8325,102487
2,36223,15625,0,0,1,1,36223,128,109375,109503
2,36223,16807,0,0,1,1,36223,48000,117649,165649
2,36223,19683,0,0,1,1,36223,95942,19683,115625
2,36223,25921,0,0,1,1,36223,46250,25921,72171
2,36225,25,0,0,2,1,36225,50176,125,50301
2,36225,15625,0,0,1,1,36225,128,109375,109503
2,36295,49,0,0,1,1,36295,492026,49,492075
2,36295,4165,0,0,1,1,36295,7808,29155,36963
2,36295,23273,0,0,1,1,36295,156250,23273,179523
2,36303,9,0,0,1,1,36303,70144,81,70225
2,36309,16807,0,0,1,1,36309,12672,117649,130321
2,36333,1521,0,0,1,1,36333,625000,4563,629563
2,36333,4563,0,0,1,1,36333,121000,13689,134689
2,36363,529,0,0,1,1,36363,51950,529,52479
2,36363,3565,0,0,1,1,36363,33614,3565,37179
2,36363,6647,0,0,1,1,36363,58184,19941,78125
2,36363,15625,0,0,1,1,36363,128,109375,109503
2,36363,16399,0,0,1,1,36363,101250,16399,117649
2,36363,19375,0,0,1,1,36363,33614,19375,52989
2,36363,22103,0,0,1,1,36363,924800,154721,1079521
2,36363,25975,0,0,1,1,36363,21114,25975,47089
2,36363,25975,0,0,1,1,36363,157216,129875,287091
2,36415,16119,0,0,1,1,36415,29768,48357,78125
2,36421,1,0,0,4,1,36421,117648,1,117649
2,36421,16807,0,0,1,1,36421,12672,117649,130321
2,36430,2,0,0,2,1,36430,64000,9,64009
2,36430,4,0,0,4,1,36430,64000,9,64009
2,36430,8,0,0,8,1,36430,64000,9,64009
2,36435,1,0,0,2,1,36435,137780,1,137781
2,36463,1,0,0,2,1,36463,336140,1,336141
2,36463,1,0,0,4,1,36463,194480,1,194481
2,36463,11,0,0,1,1,36463,1505280,121,1505401
2,36463,81,0,0,1,1,36463,1288408,243,1288651
2,36463,225,0,0,1,1,36463,86528,2025,88553
2,36463,243,0,0,1,1,36463,1398760,729,1399489
2,36463,507,0,0,1,1,36463,289000,1521,290521
2,36463,1331,0,0,1,1,36463,971074,1331,972405
2,36463,2187,0,0,1,1,36463,332024,6561,338585
2,36463,5209,0,0,1,1,36463,55566,5209,60775
2,36463,5209,0,0,2,1,36463,47916,5209,53125
2,36463,5929,0,0,1,1,36463,31250,5929,37179
2,36463,24057,0,0,1,1,36463,39304,72171,111475
2,36463,26411,0,0,1,1,36463,51714,26411,78125
2,36463,28125,0,0,1,1,36463,147968,253125,401093
2,36463,29403,0,0,1,1,36463,59150,29403,88553
2,36517,28749,0,0,1,1,36517,17576,86247,103823
2,36531,11767,0,0,1,1,36531,1152,82369,83521
2,36531,11849,0,0,1,1,36531,149202,11849,161051
2,36543,28561,0,0,1,1,36543,8192,371293,379485
2,36573,1,0,0,1,1,36573,101250,1,101251
2,36573,11,0,0,1,1,36573,149504,121,149625
2,36573,27,0,0,1,1,36573,777304,81,777385
2,36573,81,0,0,1,1,36573,42632,243,42875
2,36573,2401,0,0,1,1,36573,158650,2401,161051
2,36573,3125,0,0,1,1,36573,102784,21875,124659
2,36573,4509,0,0,1,1,36573,3584,40581,44165
2,36573,6875,0,0,1,1,36573,11552,34375,45927
2,36573,12191,0,0,1,1,36573,3872,60955,64827
2,36573,16807,0,0,1,1,36573,12672,117649,130321
2,36573,19965,0,0,1,1,36573,392,59895,60287
2,36573,33275,0,0,1,1,36573,149504,366025,515529
2,36580,10,0,0,2,1,36580,520992,25,521017
2,36582,14,0,0,2,1,36582,111488,49,111537
2,36582,28,0,0,4,1,36582,111488,49,111537
2,36603,1,0,0,2,1,36603,137780,1,137781
2,36613,15129,0,0,1,1,36613,31250,15129,46379
2,36673,27,0,0,1,1,36673,53138,27,53165
2,36685,1,0,0,1,1,36685,64000,9,64009
2,36685,1,0,0,1,1,36685,71874,1,71875
2,36685,1,0,0,1,1,36685,168750,1,168751
2,36685,1,0,0,4,1,36685,53360,1,53361
2,36685,125,0,0,1,1,36685,136242,125,136367
2,36685,1863,0,0,1,1,36685,55904,9315,65219
2,36685,3025,0,0,1,1,36685,25056,15125,40181
2,36685,3509,0,0,1,1,36685,39366,3509,42875
2,36685,12005,0,0,1,1,36685,8096,60025,68121
2,36685,15625,0,0,1,1,36685,128,109375,109503
2,36685,16875,0,0,1,1,36685,24334,16875,41209
2,36685,24389,0,0,1,1,36685,1152,170723,171875
2,36685,30015,0,0,1,1,36685,10976,150075,161051
2,36715,6125,0,0,1,1,36715,134272,42875,177147
