a,b,n,rad_a,rad_b,rad_n,rad_product
16384,29241,45625,2,57,365,41610
2809,42875,45684,53,35,282,523110
3125,42592,45717,5,22,6531,718410
4375,41472,45847,35,6,2413,506730
4913,40960,45873,17,10,5097,866490
256,45619,45875,2,133,1835,488110
1,45926,45927,1,45926,21,964446
128,45799,45927,2,3523,21,147966
4967,40960,45927,4967,10,21,1043070
5927,40000,45927,5927,10,21,1244670
6400,39527,45927,10,1363,21,286230
8192,37735,45927,2,37735,21,1584870
9802,36125,45927,754,85,21,1345890
10775,35152,45927,2155,26,21,1176630
11552,34375,45927,38,55,21,43890
12167,33760,45927,23,2110,21,1019130
13159,32768,45927,13159,2,21,552678
16384,29543,45927,2,29543,21,1240806
17408,28519,45927,34,1501,21,1071714
18491,27436,45927,451,38,21,359898
21538,24389,45927,1958,29,21,1192422
21760,24167,45927,170,143,21,510510
22375,23552,45927,895,46,21,864570
1,45927,45928,1,21,11482,241122
25,45927,45952,5,21,718,75390
343,45625,45968,7,365,442,1129310
4913,41067,45980,17,39,2090,1385670
121,45927,46048,11,21,2878,664818
16807,29241,46048,7,57,2878,1148322
1,46079,46080,1,46079,30,1382370
16807,29282,46089,7,22,1707,262878
169,45927,46096,13,21,5762,1573026
2197,43904,46101,13,14,4191,762762
13357,32768,46125,703,2,615,864690
512,45625,46137,2,365,273,199290
6137,40000,46137,323,10,273,881790
7225,38912,46137,85,38,273,881790
16384,29791,46175,2,31,9235,572570
1,46207,46208,1,6601,38,250838
9245,36963,46208,215,111,38,906870
15309,30899,46208,21,583,38,465234
18083,28125,46208,1391,15,38,792870
19683,26525,46208,3,5305,38,604770
1,46224,46225,1,642,215,138030
81,46144,46225,3,1442,215,930090
729,45496,46225,3,1034,215,666930
972,45253,46225,6,767,215,989430
1681,44544,46225,41,174,215,1533810
4753,41472,46225,679,6,215,875910
5408,40817,46225,26,119,215,665210
6859,39366,46225,19,6,215,24510
16384,29841,46225,2,609,215,261870
17664,28561,46225,138,13,215,385710
17689,28561,46250,133,13,370,639730
1,46250,46251,1,370,1713,633810
6889,39366,46255,83,6,1595,794310
1,46255,46256,1,1595,826,1317470
1,46304,46305,1,2894,105,303870
1,46305,46306,1,105,3562,374010
3125,43218,46343,5,42,4213,884730
3125,43264,46389,5,26,987,128310
6859,39605,46464,19,445,66,558030
2187,44288,46475,3,346,715,742170
625,45927,46552,5,21,506,53130
18769,27783,46552,137,21,506,1455762
6561,40000,46561,3,10,46561,1396830
2048,44521,46569,2,211,2451,1034322
16807,29768,46575,7,122,345,294630
1,46584,46585,1,3882,385,1494570
7776,38809,46585,6,197,385,455070
13824,32761,46585,6,181,385,418110
12167,34425,46592,23,255,182,1067430
15625,31023,46648,5,1149,238,1367310
1,46655,46656,1,46655,6,279930
25,46631,46656,5,46631,6,1398930
125,46531,46656,5,46531,6,1395930
625,46031,46656,5,46031,6,1380930
841,45815,46656,29,6545,6,1138830
1331,45325,46656,11,1295,6,85470
2209,44447,46656,47,3419,6,964158
3125,43531,46656,5,43531,6,1305930
3781,42875,46656,3781,35,6,794010
4913,41743,46656,17,247,6,25194
5329,41327,46656,73,2431,6,1064778
8281,38375,46656,91,1535,6,838110
15625,31031,46656,5,31031,6,930930
16129,30527,46656,127,623,6,474726
16807,29849,46656,7,29849,6,1253658
18095,28561,46656,18095,13,6,1411410
21025,25631,46656,145,1349,6,1173630
21125,25531,46656,65,2321,6,905190
15625,31104,46729,5,6,46729,1401870
512,46225,46737,2,215,1731,744330
529,46208,46737,23,38,1731,1512894
1681,45056,46737,41,22,1731,1561362
16384,30375,46759,2,15,46759,1402770
125,46656,46781,5,6,46781,1403430
343,46475,46818,7,715,102,510510
169,46656,46825,13,6,9365,730470
1,46874,46875,1,46874,15,703110
4,46871,46875,2,46871,15,1406130
8,46867,46875,2,46867,15,1406010
16,46859,46875,2,46859,15,1405770
32,46843,46875,2,46843,15,1405290
64,46811,46875,2,46811,15,1404330
128,46747,46875,2,46747,15,1402410
169,46706,46875,13,4246,15,827970
256,46619,46875,2,46619,15,1398570
512,46363,46875,2,46363,15,1390890
1024,45851,46875,2,45851,15,1375530
2048,44827,46875,2,44827,15,1344810
4096,42779,46875,2,42779,15,1283370
4283,42592,46875,4283,22,15,1413390
6859,40016,46875,19,5002,15,1425570
8192,38683,46875,2,38683,15,1160490
14107,32768,46875,14107,2,15,423210
16384,30491,46875,2,30491,15,914730
16807,30068,46875,7,15034,15,1578570
1,46875,46876,1,15,23438,351570
4,46875,46879,2,15,46879,1406370
8,46875,46883,2,15,46883,1406490
16,46875,46891,2,15,46891,1406730
1331,45568,46899,11,178,579,1133682
32,46875,46907,2,15,46907,1407210
64,46875,46939,2,15,46939,1408170
4096,42875,46971,2,35,15657,1095990
9,46991,47000,3,959,470,1352190
128,46875,47003,2,15,47003,1410090
2025,45056,47081,15,22,2047,675510
1,47088,47089,1,654,217,141918
8,47081,47089,2,2047,217,888398
64,47025,47089,2,3135,217,1360590
289,46800,47089,17,390,217,1438710
625,46464,47089,5,66,217,71610
864,46225,47089,6,215,217,279930
1521,45568,47089,39,178,217,1506414
3025,44064,47089,55,102,217,1217370
3825,43264,47089,255,26,217,1438710
6129,40960,47089,681,10,217,1477770
14641,32448,47089,11,78,217,186186
19200,27889,47089,30,167,217,1087170
729,46375,47104,3,1855,46,255990
8505,38599,47104,105,319,46,1540770
9801,37303,47104,33,511,46,775698
12879,34225,47104,159,185,46,1353090
19321,27783,47104,139,21,46,134274
4096,43011,47107,2,177,2771,980934
256,46875,47131,2,15,47131,1413930
361,46875,47236,19,15,3374,961590
625,46656,47281,5,6,47281,1418430
1369,45927,47296,37,21,1478,1148406
289,47096,47385,17,406,195,1345890
3481,43904,47385,59,14,195,161070
17689,29696,47385,133,58,195,1504230
14641,32768,47409,11,2,47409,1042998
3125,44307,47432,5,1641,154,1263570
625,46899,47524,5,579,218,631110
15625,31899,47524,5,651,218,709590
2401,45125,47526,7,95,534,355110
625,46991,47616,5,959,186,891870
125,47628,47753,5,42,901,189210
4489,43264,47753,67,26,901,1569542
6250,41503,47753,10,77,901,693770
14985,32768,47753,555,2,901,1000110
16384,31487,47871,2,851,591,1005882
1,47871,47872,1,591,374,221034
1024,46875,47899,2,15,47899,1436970
15147,32768,47915,561,2,1295,1452990
1,47915,47916,1,1295,66,85470
625,47291,47916,5,2489,66,821370
5041,42875,47916,71,35,66,164010
15625,32291,47916,5,4613,66,1522290
18125,29791,47916,145,31,66,296670
529,47432,47961,23,154,219,775698
1369,46592,47961,37,182,219,1474746
2048,45927,47975,2,21,9595,402990
1,47999,48000,1,47999,30,1439970
968,47045,48013,22,485,133,1419110
1600,46413,48013,10,573,133,762090
3888,44125,48013,6,1765,133,1408470
4205,43808,48013,145,74,133,1427090
10125,37888,48013,15,74,133,147630
14641,33372,48013,11,618,133,904134
15972,32041,48013,66,179,133,1571262
729,47291,48020,3,2489,70,522690
6561,41503,48064,3,77,1502,346962
3125,44944,48069,5,106,2289,1213170
361,47753,48114,19,901,66,1129854
625,47489,48114,5,3653,66,1205490
5239,42875,48114,403,35,66,930930
729,47396,48125,3,1394,385,1610070
8192,39933,48125,2,1479,385,1138830
4205,43923,48128,145,33,94,449790
25,48114,48139,5,66,2093,690690
128,48013,48141,2,133,5349,1422834
18432,29791,48223,6,31,581,108066
19683,28561,48244,3,13,24122,940758
243,48013,48256,3,133,754,300846
243,48020,48263,3,70,2839,596190
20480,27783,48263,10,21,2839,596190
16,48357,48373,2,597,793,946842
121,48263,48384,11,2839,42,1311618
512,47875,48387,2,1915,381,1459230
15625,32768,48393,5,2,16131,161310
27,48373,48400,3,793,110,261690
529,47871,48400,23,591,110,1495230
19683,28717,48400,3,611,110,201630
125,48387,48512,5,381,758,1443990
3125,45387,48512,5,123,758,466170
12800,35721,48521,10,21,4411,926310
1,48599,48600,1,48599,30,1457970
4913,43687,48600,17,553,30,282030
16807,31833,48640,7,393,190,522690
243,48425,48668,3,9685,46,1336530
12947,35721,48668,1177,21,46,1136982
20237,28431,48668,413,39,46,740922
1,48734,48735,1,826,285,235410
512,48223,48735,2,581,285,331170
18944,29791,48735,74,31,285,653790
1,48735,48736,1,285,3046,868110
81,48668,48749,3,46,1189,164082
729,48020,48749,3,70,1189,249690
15625,33124,48749,5,182,1189,1081990
1,48749,48750,1,1189,390,463710
5929,42849,48778,77,69,58,308154
7225,41553,48778,85,57,58,281010
19375,29403,48778,155,33,58,296670
19683,29095,48778,3,1265,58,220110
16807,32000,48807,7,10,16269,1138830
9,48832,48841,3,1526,221,1011738
16,48825,48841,2,3255,221,1438710
25,48816,48841,5,678,221,749190
243,48598,48841,3,1034,221,685542
441,48400,48841,21,110,221,510510
841,48000,48841,29,30,221,192270
1225,47616,48841,35,186,221,1438710
4320,44521,48841,30,211,221,1398930
14641,34200,48841,11,570,221,1385670
15625,33216,48841,5,1038,221,1146990
19600,29241,48841,70,57,221,881790
20169,28672,48841,249,14,221,770406
24192,24649,48841,42,157,221,1457274
343,48500,48843,7,970,201,1364790
6859,41984,48843,19,82,201,313158
16075,32768,48843,3215,2,201,1292430
2197,46656,48853,13,6,6979,544362
32,48843,48875,2,201,1955,785910
15625,33271,48896,5,679,382,1296890
16129,32768,48897,127,2,5433,1379982
2048,46875,48923,2,15,48923,1467690
2187,46813,49000,3,3601,70,756210
6561,42439,49000,3,1147,70,240870
256,48749,49005,2,1189,165,392370
343,48668,49011,7,46,1581,509082
16281,32768,49049,201,2,1001,402402
2197,46875,49072,13,15,6134,1196130
81,49049,49130,3,1001,170,510510
12167,36963,49130,23,111,170,434010
1,49151,49152,1,49151,6,294906
25,49127,49152,5,49127,6,1473810
125,49027,49152,5,49027,6,1470810
625,48527,49152,5,48527,6,1455810
2809,46343,49152,53,4213,6,1339734
3125,46027,49152,5,46027,6,1380810
6277,42875,49152,6277,35,6,1318170
6625,42527,49152,265,989,6,1572510
7943,41209,49152,611,203,6,744198
12005,37147,49152,35,3377,6,709170
15625,33527,49152,5,33527,6,1005810
16807,32345,49152,7,32345,6,1358490
20591,28561,49152,20591,13,6,1606098
16384,32805,49189,2,15,49189,1475670
4096,45125,49221,2,95,5469,1039110
15625,33614,49239,5,14,16413,1148910
512,48735,49247,2,285,407,231990
1024,48223,49247,2,581,407,472934
13122,36125,49247,6,85,407,207570
19456,29791,49247,38,31,407,479446
1,49247,49248,1,407,114,46398
8704,40625,49329,34,65,609,1345890
128,49247,49375,2,407,395,321530
1152,48223,49375,6,581,395,1376970
4096,45279,49375,2,1677,395,1324830
19584,29791,49375,102,31,395,1248990
23328,26047,49375,6,427,395,1011990
1,49375,49376,1,395,3086,1218970
4,49375,49379,2,395,737,582230
81,49298,49379,3,314,737,694254
19683,29696,49379,3,58,737,128238
3481,45927,49408,59,21,386,478254
289,49152,49441,17,6,7063,720426
14641,34816,49457,11,34,2603,973522
125,49392,49517,5,42,3809,799890
512,49005,49517,2,165,3809,1256970
16807,32768,49575,7,2,9915,138810
2187,47432,49619,3,154,1711,790482
2744,46875,49619,14,15,1711,359310
4563,45056,49619,39,22,1711,1468038
16875,32768,49643,15,2,49643,1489290
289,49375,49664,17,395,194,1302710
1,49728,49729,1,1554,223,346542
4,49725,49729,2,3315,223,1478490
49,49680,49729,7,690,223,1077090
400,49329,49729,10,609,223,1358070
729,49000,49729,3,70,223,46830
1089,48640,49729,33,190,223,1398210
8575,41154,49729,35,114,223,889770
15625,34104,49729,5,1218,223,1358070
18625,31104,49729,745,6,223,996810
21168,28561,49729,42,13,223,121758
6859,42875,49734,19,35,1842,1224930
625,49152,49777,5,6,49777,1493310
3125,46656,49781,5,6,49781,1493430
6561,43264,49825,3,26,9965,777270
625,49298,49923,5,314,129,202530
676,49247,49923,26,407,129,1365078
2048,47875,49923,2,1915,129,494070
14641,35287,49928,11,497,158,863786
49,49923,49972,7,129,806,727818
243,49729,49972,3,223,806,539214
15625,34347,49972,5,321,806,1293630
1,49999,50000,1,49999,10,499990
9,49991,50000,3,49991,10,1499730
27,49973,50000,3,4543,10,136290
81,49919,50000,3,49919,10,1497570
243,49757,50000,3,49757,10,1492710
729,49271,50000,3,49271,10,1478130
2187,47813,50000,3,47813,10,1434390
4073,45927,50000,4073,21,10,855330
6561,43439,50000,3,3949,10,118470
11191,38809,50000,589,197,10,1160330
14063,35937,50000,287,33,10,94710
19683,30317,50000,3,30317,10,909510
9,50000,50009,3,10,50009,1500270
27,50000,50027,3,10,50027,1500810
125,49923,50048,5,129,782,504390
6125,43923,50048,35,33,782,903210
49,50000,50049,7,10,16683,1167810
81,50000,50081,3,10,50081,1502430
15309,34816,50125,21,34,2005,1431570
1,50175,50176,1,3345,14,46830
361,49815,50176,19,615,14,163590
2197,47979,50176,13,5331,14,970242
3025,47151,50176,55,1209,14,930930
6253,43923,50176,481,33,14,222222
9801,40375,50176,33,1615,14,746130
10125,40051,50176,15,3641,14,764610
15625,34551,50176,5,11517,14,806190
19683,30493,50176,3,30493,14,1280706
20385,29791,50176,2265,31,14,983010
256,49923,50179,2,129,2641,681378
3125,47068,50193,5,574,429,1231230
2187,48013,50200,3,133,2510,1001490
32,50193,50225,2,429,1435,1231230
243,50000,50243,3,10,50243,1507290
1,50300,50301,1,5030,69,347070
125,50176,50301,5,14,69,4830
10976,39325,50301,14,715,69,690690
22801,27500,50301,151,110,69,1146090
24389,25947,50336,29,93,286,771342
14641,35721,50362,11,21,3874,894894
2187,48223,50410,3,581,710,1237530
1,50420,50421,1,25210,21,529410
121,50300,50421,11,5030,21,1161930
125,50296,50421,5,12574,21,1320270
2048,48373,50421,2,793,21,33306
2197,48224,50421,13,3014,21,822822
3025,47396,50421,55,1394,21,1610070
3125,47296,50421,5,1478,21,155190
4096,46325,50421,2,9265,21,389130
4625,45796,50421,185,214,21,831390
5296,45125,50421,662,95,21,1320690
6241,44180,50421,79,470,21,779730
7921,42500,50421,89,170,21,317730
8192,42229,50421,2,3839,21,161238
10816,39605,50421,26,445,21,242970
16384,34037,50421,2,34037,21,1429554
17653,32768,50421,17653,2,21,741426
18421,32000,50421,1417,10,21,297570
21296,29125,50421,22,1165,21,538230
24565,25856,50421,85,202,21,360570
4,50421,50425,2,21,10085,423570
21875,28561,50436,35,13,2802,1274910
17689,32768,50457,133,2,4587,1220142
1152,49379,50531,6,737,299,1322178
6627,43904,50531,141,14,299,590226
14406,36125,50531,42,85,299,1067430
19683,30848,50531,3,482,299,432354
9,50531,50540,3,299,1330,1193010
15625,34992,50617,5,6,7231,216930
1,50624,50625,1,1582,15,23730
4,50621,50625,2,50621,15,1518630
8,50617,50625,2,7231,15,216930
16,50609,50625,2,50609,15,1518270
32,50593,50625,2,50593,15,1517790
49,50576,50625,7,6322,15,663810
64,50561,50625,2,50561,15,1516830
128,50497,50625,2,50497,15,1514910
256,50369,50625,2,50369,15,1511070
289,50336,50625,17,286,15,72930
512,50113,50625,2,50113,15,1503390
841,49784,50625,29,1778,15,773430
961,49664,50625,31,194,15,90210
1024,49601,50625,2,49601,15,1488030
1331,49294,50625,11,7042,15,1161930
2048,48577,50625,2,48577,15,1457310
2401,48224,50625,7,3014,15,316470
3136,47489,50625,14,3653,15,767130
4096,46529,50625,2,2737,15,82110
4913,45712,50625,17,5714,15,1457070
6721,43904,50625,6721,14,15,1411410
6944,43681,50625,434,209,15,1360590
8192,42433,50625,2,42433,15,1272990
9409,41216,50625,97,322,15,468510
10816,39809,50625,26,3619,15,1411410
12769,37856,50625,113,182,15,308490
13376,37249,50625,418,193,15,1210110
13924,36701,50625,118,749,15,1325730
14144,36481,50625,442,191,15,1266330
14641,35984,50625,11,4498,15,742170
16129,34496,50625,127,154,15,293370
16384,34241,50625,2,34241,15,1027230
17857,32768,50625,17857,2,15,535710
18496,32129,50625,34,1691,15,862410
19649,30976,50625,2807,22,15,926310
22064,28561,50625,2758,13,15,537810
22736,27889,50625,406,167,15,1017030
24704,25921,50625,386,161,15,932190
4,50625,50629,2,15,50629,1518870
8,50625,50633,2,15,50633,1518990
16,50625,50641,2,15,50641,1519230
1,50652,50653,1,2814,37,104118
36,50617,50653,6,7231,37,1605282
64,50589,50653,2,16863,37,1247862
125,50528,50653,5,3158,37,584230
128,50525,50653,2,10105,37,747770
243,50410,50653,3,710,37,78810
1000,49653,50653,10,1839,37,680430
3025,47628,50653,55,42,37,85470
3997,46656,50653,3997,6,37,887334
4096,46557,50653,2,15519,37,1148406
5400,45253,50653,30,767,37,851370
6125,44528,50653,35,506,37,655270
6250,44403,50653,10,2337,37,864690
6877,43776,50653,299,114,37,1261182
8128,42525,50653,254,105,37,986790
8464,42189,50653,46,861,37,1465422
8748,41905,50653,6,2465,37,547230
9248,41405,50653,34,455,37,572390
9693,40960,50653,1077,10,37,398490
11449,39204,50653,107,66,37,261294
13312,37341,50653,26,1383,37,1330446
14528,36125,50653,454,85,37,1427830
15309,35344,50653,21,94,37,73038
15625,35028,50653,5,5838,37,1080030
17885,32768,50653,2555,2,37,189070
18225,32428,50653,15,1474,37,818070
18496,32157,50653,34,1191,37,1498278
19440,31213,50653,30,91,37,101010
21175,29478,50653,385,102,37,1452990
21250,29403,50653,170,33,37,207570
21853,28800,50653,533,30,37,591630
22528,28125,50653,22,15,37,12210
23328,27325,50653,6,5465,37,1213230
24300,26353,50653,30,1387,37,1539570
24389,26264,50653,29,938,37,1006474
32,50625,50657,2,15,50657,1519710
8,50653,50661,2,37,16887,1249638
16384,34295,50679,2,95,5631,1069890
27,50653,50680,3,37,12670,1406370
64,50625,50689,2,15,50689,1520670
729,50000,50729,3,10,50729,1521870
256,50531,50787,2,299,627,374946
16807,34000,50807,7,170,1081,1286390
512,50301,50813,2,69,7259,1001742
216,50653,50869,6,37,3913,868686
256,50625,50881,2,15,50881,1526430
243,50653,50896,3,37,6362,706182
512,50421,50933,2,21,1643,69006
19683,31250,50933,3,10,1643,49290
288,50653,50941,6,37,4631,1028082
343,50625,50968,7,15,12742,1337910
12167,38809,50976,23,197,354,1603974
1,51075,51076,1,3405,226,769530
6859,44217,51076,19,51,226,218994
243,50864,51107,3,374,1043,1170246
4232,46875,51107,46,15,1043,719670
500,50653,51153,10,37,3009,1113330
512,50653,51165,2,37,5685,420690
1,51199,51200,1,51199,10,511990
9,51191,51200,3,51191,10,1535730
27,51173,51200,3,51173,10,1535190
81,51119,51200,3,51119,10,1533570
243,50957,51200,3,50957,10,1528710
289,50911,51200,17,7273,10,1236410
729,50471,51200,3,50471,10,1514130
1331,49869,51200,11,5541,10,609510
2187,49013,51200,3,49013,10,1470390
5273,45927,51200,5273,21,10,1107330
5831,45369,51200,119,213,10,253470
6561,44639,51200,3,6377,10,191310
13851,37349,51200,57,221,10,125970
14739,36461,51200,51,1919,10,978690
19683,31517,51200,3,31517,10,945510
24389,26811,51200,29,993,10,287970
1,51200,51201,1,10,17067,170670
9,51200,51209,3,10,51209,1536270
27,51200,51227,3,10,51227,1536810
10648,40625,51273,22,65,633,905190
81,51200,51281,3,10,51281,1538430
1,51300,51301,1,570,1769,1008330
648,50653,51301,6,37,1769,392718
676,50625,51301,26,15,1769,689910
1000,50301,51301,10,69,1769,1220610
1125,50176,51301,15,14,1769,371490
18496,32805,51301,34,15,1769,902190
625,50688,51313,5,66,2231,736230
1024,50301,51325,2,69,10265,1416570
