U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
7,1276,4,0,0,1,1,1276,1323,8,1331
7,1276,58,0,0,58,58,22,63,1,64
7,1276,352,0,0,22,22,58,49,32,81
7,1276,352,0,0,22,22,58,609,16,625
7,1276,550,0,0,22,22,58,56,25,81
7,1276,1276,0,0,22,22,58,567,58,625
7,1278,3,0,0,3,3,426,567,1,568
7,1278,125,0,0,1,1,1278,1792,125,1917
7,1278,284,0,0,71,71,18,21,4,25
7,1278,1278,0,0,71,71,18,7,18,25
7,1280,8,0,0,8,8,160,224,1,225
7,1280,60,0,0,20,20,64,343,9,352
7,1280,64,0,0,64,64,20,175,1,176
7,1280,720,0,0,20,20,64,49,72,121
7,1280,1280,0,0,80,80,16,49,32,81
7,1288,63,0,0,7,7,184,686,27,713
7,1288,567,0,0,7,7,184,448,81,529
7,1288,736,0,0,46,46,28,49,32,81
7,1290,5,0,0,5,5,258,350,1,351
7,1290,5,0,0,5,5,258,728,1,729
7,1290,16,0,0,1,1,1290,16625,16,16641
7,1290,25,0,0,1,1,1290,2023,25,2048
7,1290,81,0,0,1,1,1290,1372,243,1615
7,1290,250,0,0,5,5,258,301,50,351
7,1290,361,0,0,1,1,1290,2240,361,2601
7,1290,361,0,0,1,1,1290,9639,361,10000
7,1290,459,0,0,1,1,1290,343,1377,1720
7,1290,459,0,0,1,1,1290,931,918,1849
7,1290,520,0,0,5,5,258,301,104,405
7,1290,648,0,0,1,1,1290,14875,648,15523
7,1290,688,0,0,1,1,1290,49,1376,1425
7,1290,688,0,0,1,1,1290,1225,1376,2601
7,1290,688,0,0,43,43,30,49,32,81
7,1290,845,0,0,5,5,258,175,169,344
7,1290,845,0,0,5,5,258,49,338,387
7,1290,845,0,0,5,5,258,560,169,729
7,1290,845,0,0,5,5,258,1680,169,1849
7,1290,900,0,0,1,1,1290,49,1800,1849
7,1290,1075,0,0,43,43,30,56,25,81
7,1292,17,0,0,17,17,76,168,1,169
7,1292,17,0,0,17,17,76,728,1,729
7,1292,38,0,0,38,38,34,63,1,64
7,1292,612,0,0,17,17,76,133,36,169
7,1292,969,0,0,17,17,76,112,57,169
7,1292,1292,0,0,34,34,38,49,76,125
7,1296,1,0,0,1,1,1296,14336,1,14337
7,1296,8,0,0,8,8,162,287,1,288
7,1296,27,0,0,27,27,48,63,1,64
7,1296,27,0,0,27,27,48,224,1,225
7,1296,36,0,0,12,12,108,343,9,352
7,1296,36,0,0,36,36,36,63,1,64
7,1296,64,0,0,2,2,648,1183,32,1215
7,1296,288,0,0,18,18,72,49,32,81
7,1296,288,0,0,72,72,18,21,4,25
7,1296,810,0,0,2,2,648,1792,405,2197
7,1296,1296,0,0,72,72,18,7,18,25
7,1296,1296,0,0,81,81,16,49,32,81
7,1298,11,0,0,11,11,118,224,1,225
7,1298,59,0,0,59,59,22,63,1,64
7,1298,704,0,0,11,11,118,49,128,177
7,1300,40,0,0,10,10,130,1323,8,1331
7,1300,40,0,0,10,10,130,1617,8,1625
7,1300,65,0,0,65,65,20,175,1,176
7,1300,110,0,0,10,10,130,147,22,169
7,1300,117,0,0,13,13,100,119,9,128
7,1300,117,0,0,13,13,100,280,9,289
7,1300,208,0,0,13,13,100,119,16,135
7,1300,208,0,0,26,26,50,49,16,65
7,1300,250,0,0,10,10,130,231,25,256
7,1300,270,0,0,10,10,130,1183,27,1210
7,1300,320,0,0,10,10,130,1183,32,1215
7,1300,325,0,0,13,13,100,119,25,144
7,1300,600,0,0,10,10,130,49,120,169
7,1300,775,0,0,1,1,1300,637,1550,2187
7,1300,810,0,0,10,10,130,175,81,256
7,1300,880,0,0,10,10,130,49,176,225
7,1300,1053,0,0,13,13,100,119,81,200
7,1300,1053,0,0,13,13,100,175,81,256
7,1300,1250,0,0,10,10,130,91,125,216
7,1300,1250,0,0,10,10,130,847,125,972
7,1300,1250,0,0,10,10,130,1323,250,1573
7,1300,1300,0,0,13,13,100,189,100,289
7,1302,279,0,0,31,31,42,112,9,121
7,1302,496,0,0,31,31,42,49,32,81
7,1310,15,0,0,5,5,262,343,9,352
7,1312,4,0,0,4,4,328,1680,1,1681
7,1312,4,0,0,4,4,328,3024,1,3025
7,1312,32,0,0,4,4,328,2009,16,2025
7,1312,108,0,0,4,4,328,875,27,902
7,1312,144,0,0,4,4,328,343,108,451
7,1312,256,0,0,4,4,328,1225,128,1353
7,1312,396,0,0,4,4,328,343,297,640
7,1312,500,0,0,4,4,328,847,125,972
7,1312,640,0,0,4,4,328,49,320,369
7,1312,900,0,0,4,4,328,287,225,512
7,1312,1152,0,0,4,4,328,49,576,625
7,1312,1312,0,0,4,4,328,35,328,363
7,1312,1312,0,0,4,4,328,77,328,405
7,1312,1312,0,0,82,82,16,49,32,81
7,1314,9,0,0,9,9,146,511,1,512
7,1314,12,0,0,3,3,438,1323,8,1331
7,1314,12,0,0,3,3,438,5621,4,5625
7,1314,292,0,0,73,73,18,21,4,25
7,1314,375,0,0,3,3,438,847,125,972
7,1314,726,0,0,3,3,438,245,484,729
7,1314,1314,0,0,73,73,18,7,18,25
7,1316,4,0,0,2,2,658,2205,4,2209
7,1316,32,0,0,2,2,658,875,16,891
7,1316,752,0,0,47,47,28,49,32,81
