U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
13,1848,11,0,0,11,11,168,195,1,196
13,1848,11,0,0,11,11,168,624,1,625
13,1848,11,0,0,11,11,168,728,1,729
13,1848,11,0,0,11,11,168,832,1,833
13,1848,11,0,0,11,11,168,1274,1,1275
13,1848,28,0,0,28,28,66,143,1,144
13,1848,28,0,0,28,28,66,351,1,352
13,1848,36,0,0,4,4,462,832,9,841
13,1848,121,0,0,1,1,1848,2197,363,2560
13,1848,121,0,0,1,1,1848,3848,121,3969
13,1848,176,0,0,22,22,84,559,8,567
13,1848,275,0,0,11,11,168,416,25,441
13,1848,784,0,0,1,1,1848,5291,784,6075
13,1848,875,0,0,1,1,1848,3861,875,4736
13,1848,924,0,0,84,84,22,117,11,128
13,1848,1276,0,0,4,4,462,1053,319,1372
13,1848,1344,0,0,21,21,88,169,128,297
13,1848,1369,0,0,1,1,1848,2600,1369,3969
13,1848,1369,0,0,1,1,1848,10985,4107,15092
13,1848,1369,0,0,1,1,1848,15015,1369,16384
13,1848,1458,0,0,1,1,1848,8125,1458,9583
13,1848,1536,0,0,3,3,616,819,512,1331
13,1848,1848,0,0,66,66,28,169,56,225
13,1850,1600,0,0,5,5,370,507,640,1147
13,1856,29,0,0,29,29,64,143,1,144
13,1856,29,0,0,29,29,64,351,1,352
13,1856,256,0,0,32,32,58,117,8,125
13,1856,1856,0,0,2,2,928,169,1856,2025
13,1856,1856,0,0,29,29,64,169,128,297
13,1860,1,0,0,1,1,1860,2015,1,2016
13,1860,1,0,0,1,1,1860,4095,1,4096
13,1860,40,0,0,5,5,372,1573,8,1581
13,1860,81,0,0,1,1,1860,2275,81,2356
13,1860,135,0,0,15,15,124,208,9,217
13,1860,196,0,0,1,1,1860,4225,392,4617
13,1860,248,0,0,31,31,60,117,8,125
13,1860,729,0,0,1,1,1860,2015,729,2744
13,1860,1225,0,0,1,1,1860,12493,1225,13718
13,1860,1550,0,0,1,1,1860,637,1550,2187
13,1870,544,0,0,17,17,110,143,32,175
13,1870,935,0,0,85,85,22,117,11,128
13,1872,252,0,0,9,9,208,169,56,225
13,1876,1876,0,0,67,67,28,169,56,225
13,1880,5,0,0,5,5,376,728,1,729
13,1880,47,0,0,47,47,40,195,1,196
13,1880,752,0,0,47,47,40,65,16,81
13,1880,1152,0,0,2,2,940,2197,1728,3925
13,1884,1728,0,0,3,3,628,2197,1728,3925
13,1886,736,0,0,23,23,82,91,32,123
13,1888,16,0,0,16,16,118,624,1,625
13,1888,16,0,0,16,16,118,767,1,768
13,1888,980,0,0,1,1,1888,1521,1960,3481
13,1888,1888,0,0,16,16,118,169,236,405
13,1890,5,0,0,5,5,378,455,1,456
13,1890,5,0,0,5,5,378,624,1,625
13,1890,5,0,0,5,5,378,728,1,729
13,1890,21,0,0,21,21,90,299,1,300
13,1890,21,0,0,21,21,90,624,1,625
13,1890,80,0,0,5,5,378,1183,32,1215
13,1890,252,0,0,9,9,210,169,56,225
13,1890,375,0,0,3,3,630,1027,125,1152
13,1890,525,0,0,21,21,90,299,25,324
13,1890,567,0,0,21,21,90,598,27,625
13,1890,800,0,0,1,1,1890,507,1600,2107
13,1890,1331,0,0,1,1,1890,819,1331,2150
13,1890,1617,0,0,1,1,1890,4394,4851,9245
13,1890,1890,0,0,5,5,378,247,378,625
13,1892,946,0,0,86,86,22,117,11,128
13,1896,2,0,0,2,2,948,3159,1,3160
13,1896,2,0,0,2,2,948,6240,1,6241
13,1896,1250,0,0,2,2,948,5616,625,6241
13,1900,171,0,0,19,19,100,416,9,425
13,1900,360,0,0,10,10,190,325,36,361
13,1904,32,0,0,8,8,238,455,4,459
13,1904,136,0,0,2,2,952,2197,204,2401
13,1904,256,0,0,8,8,238,325,32,357
13,1904,833,0,0,17,17,112,312,49,361
13,1904,1088,0,0,8,8,238,169,272,441
13,1904,1904,0,0,68,68,28,169,56,225
13,1908,3,0,0,3,3,636,2808,1,2809
13,1908,1056,0,0,3,3,636,377,352,729
13,1912,144,0,0,1,1,1912,2197,432,2629
13,1912,1912,0,0,1,1,1912,169,3824,3993
13,1912,1912,0,0,4,4,478,169,956,1125
13,1914,29,0,0,29,29,66,143,1,144
13,1914,29,0,0,29,29,66,351,1,352
13,1914,264,0,0,33,33,58,117,8,125
13,1914,957,0,0,87,87,22,117,11,128
13,1920,4,0,0,4,4,480,624,1,625
13,1920,30,0,0,30,30,64,143,1,144
13,1920,30,0,0,30,30,64,351,1,352
13,1920,48,0,0,48,48,40,195,1,196
13,1920,64,0,0,8,8,240,1859,16,1875
13,1920,256,0,0,32,32,60,117,8,125
13,1920,768,0,0,48,48,40,65,16,81
13,1920,1920,0,0,30,30,64,169,128,297
13,1930,1280,0,0,1,1,1930,3159,1280,4439
13,1932,140,0,0,14,14,138,169,20,189
13,1932,184,0,0,23,23,84,559,8,567
13,1932,686,0,0,14,14,138,351,49,400
13,1932,686,0,0,14,14,138,975,49,1024
13,1932,1750,0,0,14,14,138,91,125,216
13,1932,1932,0,0,69,69,28,169,56,225
13,1936,1,0,0,1,1,1936,2431,1,2432
13,1936,968,0,0,88,88,22,117,11,128
13,1936,1408,0,0,22,22,88,169,128,297
13,1938,1,0,0,1,1,1938,2600,1,2601
13,1938,625,0,0,1,1,1938,1976,625,2601
13,1944,9,0,0,1,1,1944,2197,27,2224
13,1944,72,0,0,18,18,108,117,4,121
13,1944,1944,0,0,18,18,108,13,108,121
13,1950,117,0,0,13,13,150,247,9,256
13,1956,32,0,0,2,2,978,1183,32,1215
13,1956,972,0,0,2,2,978,169,972,1141
13,1958,979,0,0,89,89,22,117,11,128
13,1960,10,0,0,10,10,196,351,1,352
13,1960,10,0,0,10,10,196,728,1,729
13,1960,49,0,0,49,49,40,195,1,196
13,1960,160,0,0,10,10,196,507,32,539
13,1960,686,0,0,7,7,280,325,98,423
13,1960,784,0,0,49,49,40,65,16,81
13,1960,810,0,0,10,10,196,143,81,224
13,1960,1323,0,0,7,7,280,611,189,800
13,1960,1960,0,0,7,7,280,169,560,729
13,1960,1960,0,0,70,70,28,169,56,225
13,1962,1962,0,0,9,9,218,169,436,605
13,1968,264,0,0,6,6,328,325,44,369
13,1968,768,0,0,24,24,82,91,32,123
13,1968,1968,0,0,6,6,328,169,656,825
13,1970,256,0,0,1,1,1970,8125,256,8381
13,1972,272,0,0,34,34,58,117,8,125
13,1972,841,0,0,1,1,1972,6656,841,7497
13,1972,1701,0,0,1,1,1972,611,1701,2312
13,1974,24,0,0,3,3,658,1859,16,1875
13,1974,147,0,0,3,3,658,975,49,1024
13,1974,147,0,0,3,3,658,1040,49,1089
13,1974,225,0,0,3,3,658,611,75,686
13,1974,375,0,0,3,3,658,1144,125,1269
13,1974,375,0,0,3,3,658,2548,125,2673
13,1974,1584,0,0,3,3,658,169,1056,1225
13,1974,1974,0,0,3,3,658,169,1316,1485
13,1978,121,0,0,1,1,1978,2197,363,2560
13,1978,121,0,0,1,1,1978,2795,121,2916
13,1978,1978,0,0,1,1,1978,169,3956,4125
13,1980,9,0,0,9,9,220,351,1,352
13,1980,9,0,0,9,9,220,624,1,625
13,1980,9,0,0,9,9,220,1664,1,1665
13,1980,22,0,0,22,22,90,299,1,300
13,1980,22,0,0,22,22,90,624,1,625
13,1980,30,0,0,30,30,66,143,1,144
13,1980,30,0,0,30,30,66,351,1,352
13,1980,121,0,0,1,1,1980,2197,363,2560
13,1980,242,0,0,2,2,990,2197,363,2560
13,1980,243,0,0,9,9,220,325,27,352
13,1980,243,0,0,9,9,220,1573,27,1600
13,1980,264,0,0,33,33,60,117,8,125
13,1980,498,0,0,6,6,330,1859,166,2025
13,1980,550,0,0,22,22,90,299,25,324
13,1980,576,0,0,9,9,220,169,128,297
13,1980,576,0,0,18,18,110,143,32,175
13,1980,594,0,0,22,22,90,598,27,625
13,1980,968,0,0,1,1,1980,13689,1936,15625
13,1980,990,0,0,90,90,22,117,11,128
13,1980,1296,0,0,9,9,220,481,144,625
13,1980,1408,0,0,11,11,180,117,128,245
13,1984,31,0,0,31,31,64,143,1,144
13,1984,31,0,0,31,31,64,351,1,352
13,1984,144,0,0,16,16,124,208,9,217
13,1984,1984,0,0,31,31,64,169,128,297
13,1986,49,0,0,1,1,1986,4992,49,5041
13,1988,1988,0,0,71,71,28,169,56,225
13,1990,27,0,0,1,1,1990,10348,27,10375
13,1998,9,0,0,9,9,222,728,1,729
13,1998,48,0,0,3,3,666,2171,16,2187
13,2000,50,0,0,50,50,40,195,1,196
13,2000,128,0,0,8,8,250,1183,32,1215
13,2000,180,0,0,20,20,100,416,9,425
13,2000,800,0,0,50,50,40,65,16,81
13,2000,1080,0,0,8,8,250,208,135,343
13,2002,1001,0,0,91,91,22,117,11,128
13,2004,32,0,0,2,2,1002,2171,16,2187
13,2006,17,0,0,17,17,118,624,1,625
13,2006,17,0,0,17,17,118,767,1,768
13,2006,2006,0,0,17,17,118,169,236,405
13,2008,2008,0,0,4,4,502,1183,1004,2187
13,2010,840,0,0,3,3,670,169,560,729
13,2014,1,0,0,1,1,2014,2808,1,2809
13,2014,64,0,0,1,1,2014,3211,128,3339
13,2016,12,0,0,12,12,168,195,1,196
13,2016,12,0,0,12,12,168,624,1,625
13,2016,12,0,0,12,12,168,728,1,729
13,2016,12,0,0,12,12,168,832,1,833
13,2016,12,0,0,12,12,168,1274,1,1275
13,2016,192,0,0,24,24,84,559,8,567
13,2016,196,0,0,4,4,504,572,49,621
13,2016,300,0,0,12,12,168,416,25,441
13,2016,882,0,0,18,18,112,312,49,361
13,2016,1470,0,0,2,2,1008,1313,735,2048
13,2016,2016,0,0,72,72,28,169,56,225
13,2024,1012,0,0,92,92,22,117,11,128
13,2024,1472,0,0,23,23,88,169,128,297
13,2030,280,0,0,35,35,58,117,8,125
13,2030,340,0,0,5,5,406,2197,204,2401
13,2030,1250,0,0,1,1,2030,1183,2500,3683
13,2032,4,0,0,4,4,508,624,1,625
13,2032,4,0,0,4,4,508,2600,1,2601
13,2032,64,0,0,4,4,508,3159,16,3175
13,2032,1156,0,0,4,4,508,351,289,640
13,2032,2032,0,0,4,4,508,117,508,625
13,2032,2032,0,0,4,4,508,221,508,729
13,2034,864,0,0,9,9,226,169,192,361
13,2040,1,0,0,1,1,2040,2600,1,2601
13,2040,51,0,0,51,51,40,195,1,196
13,2040,250,0,0,2,2,1020,1898,125,2023
13,2040,272,0,0,34,34,60,117,8,125
13,2040,816,0,0,51,51,40,65,16,81
13,2040,1156,0,0,2,2,1020,637,578,1215
