d,r,e,a,b,n
3636,1,3636,11449,32768,44217
3636,2,1818,1,4095,4096
3636,2,1818,256,3969,4225
3636,2,1818,1,4374,4375
3636,2,1818,676,4949,5625
3636,2,1818,1616,4459,6075
3636,2,1818,2401,4160,6561
3636,2,1818,4,6561,6565
3636,2,1818,56,8125,8181
3636,2,1818,100,8181,8281
3636,2,1818,505,7776,8281
3636,2,1818,25,9191,9216
3636,2,1818,1183,8192,9375
3636,2,1818,9,10192,10201
3636,2,1818,1920,8281,10201
3636,2,1818,2401,7800,10201
3636,2,1818,3640,6561,10201
3636,2,1818,5,10201,10206
3636,2,1818,39,10201,10240
3636,2,1818,9,10976,10985
3636,2,1818,784,10201,10985
3636,2,1818,81,12544,12625
3636,2,1818,81,17069,17150
3636,2,1818,1625,16807,18432
3636,2,1818,707,19773,20480
3636,2,1818,243,21632,21875
3636,2,1818,8918,15625,24543
3636,2,1818,169,24576,24745
3638,1,3638,107,4352,4459
3638,1,3638,13,4900,4913
3638,1,3638,1819,4096,5915
3638,1,3638,2401,16384,18785
3640,1,3640,1,4095,4096
3640,1,3640,1821,2275,4096
3640,1,3640,256,3969,4225
3640,1,3640,24,4225,4249
3640,1,3640,125,4249,4374
3640,1,3640,1,4374,4375
3640,1,3640,343,5120,5463
3640,1,3640,25,5463,5488
3640,1,3640,2401,4160,6561
3640,1,3640,607,6561,7168
3640,1,3640,16,7875,7891
3640,1,3640,1183,8192,9375
3640,1,3640,9,10976,10985
3640,1,3640,5,16384,16389
3640,1,3640,607,16200,16807
3640,1,3640,2401,15175,17576
3640,1,3640,1625,16807,18432
3640,1,3640,1701,19424,21125
3640,1,3640,243,21632,21875
3640,2,1820,911,3185,4096
3640,4,910,169,3800,3969
3640,4,910,931,3125,4056
3640,4,910,1,4095,4096
3640,4,910,256,3969,4225
3640,4,910,1824,2401,4225
3640,4,910,1,4374,4375
3640,4,910,1216,3159,4375
3640,4,910,19,4375,4394
3640,4,910,392,4225,4617
3640,4,910,1568,3125,4693
3640,4,910,32,4693,4725
3640,4,910,405,4459,4864
3640,4,910,7,5408,5415
3640,4,910,2401,3375,5776
3640,4,910,19,6125,6144
3640,4,910,1,6174,6175
3640,4,910,343,5832,6175
3640,4,910,117,6400,6517
3640,4,910,2197,4320,6517
3640,4,910,2401,4160,6561
3640,4,910,95,6561,6656
3640,4,910,243,6517,6760
3640,4,910,784,6075,6859
3640,4,910,2400,4459,6859
3640,4,910,1,6859,6860
3640,4,910,512,6859,7371
3640,4,910,1183,8192,9375
3640,4,910,125,9261,9386
3640,4,910,3125,6859,9984
3640,4,910,9,10976,10985
3640,4,910,2793,8192,10985
3640,4,910,567,10985,11552
3640,4,910,3087,8788,11875
3640,4,910,32,11875,11907
3640,7,520,841,3159,4000
3640,7,520,169,4205,4374
3640,10,364,2197,2744,4941
3648,1,3648,2187,4672,6859
3648,1,3648,73,15552,15625
3648,1,3648,9025,10658,19683
3648,1,3648,16384,29241,45625
3648,2,1824,83,3888,3971
3648,2,1824,8,6889,6897
3648,3,1216,972,5887,6859
3650,1,3650,5,5324,5329
3650,5,730,375,3721,4096
3652,1,3652,29,4067,4096
3652,1,3652,1,5103,5104
3652,1,3652,841,6048,6889
3652,1,3652,1408,5481,6889
3652,1,3652,121,7047,7168
3652,1,3652,2048,7203,9251
3652,1,3652,4067,5184,9251
3652,1,3652,96,9947,10043
3652,1,3652,49,10043,10092
3652,1,3652,2656,9251,11907
3652,1,3652,1743,14641,16384
3652,1,3652,29,19683,19712
3652,1,3652,332,24057,24389
3652,1,3652,6728,19683,26411
3652,1,3652,20667,24389,45056
3654,3,1218,625,3087,3712
3654,3,1218,1525,2187,3712
3654,3,1218,9,3712,3721
3654,3,1218,96,3625,3721
3654,3,1218,841,2880,3721
3654,3,1218,1372,2349,3721
3654,3,1218,29,3721,3750
3654,3,1218,375,3721,4096
3654,3,1218,1,4374,4375
3654,3,1218,1769,4375,6144
3654,3,1218,56,7569,7625
3654,3,1218,567,7625,8192
3654,3,1218,25,14823,14848
3654,3,1218,9,15616,15625
3654,3,1218,4096,11529,15625
3656,2,1828,375,3721,4096
3656,2,1828,9,15616,15625
3658,1,3658,1,3720,3721
3658,1,3658,240,3481,3721
3658,1,3658,279,3721,4000
3658,1,3658,375,3721,4096
3658,1,3658,775,3599,4374
3658,1,3658,59,4941,5000
3658,1,3658,1024,7625,8649
3658,1,3658,9,15616,15625
3658,1,3658,3721,11904,15625
3660,1,3660,375,3721,4096
3660,1,3660,61,9155,9216
3660,1,3660,9,15616,15625
3660,2,1830,375,3721,4096
3660,2,1830,3721,10935,14656
3660,2,1830,9,15616,15625
3660,6,610,375,3721,4096
3660,6,610,305,4608,4913
3660,6,610,1,5184,5185
3660,6,610,5,7803,7808
3666,1,3666,13,6144,6157
3666,1,3666,208,6419,6627
3666,1,3666,441,7943,8384
3666,1,3666,39,16768,16807
3666,1,3666,423,16384,16807
3666,1,3666,1664,16807,18471
3666,1,3666,131,19552,19683
3666,3,1222,289,3807,4096
3666,3,1222,2209,2704,4913
3666,3,1222,169,6392,6561
3666,3,1222,2209,4352,6561
3668,2,1834,1,5831,5832
3668,2,1834,289,6272,6561
3670,1,3670,6239,6561,12800
3672,2,1836,919,4913,5832
3672,3,1224,9,4904,4913
3672,4,918,207,4913,5120
3672,4,918,17,12150,12167
3672,6,612,1,4912,4913
3672,9,408,1025,3888,4913
3680,1,3680,25,16807,16832
3680,2,1840,2763,3125,5888
3680,2,1840,500,6561,7061
3680,8,460,23,3750,3773
3680,8,460,128,3645,3773
3680,8,460,648,3125,3773
3680,8,460,1725,2048,3773
3680,8,460,115,3773,3888
3680,8,460,7,3993,4000
3680,8,460,297,3703,4000
3680,8,460,32,3993,4025
3680,8,460,3,4232,4235
3680,8,460,2048,2187,4235
3680,8,460,1,4374,4375
3680,8,460,1331,3430,4761
3680,8,460,1127,3993,5120
3680,8,460,2401,2783,5184
3680,8,460,2464,3125,5589
3680,8,460,11,5589,5600
3680,8,460,7,5625,5632
3680,8,460,529,5103,5632
3680,8,460,3,5632,5635
3680,8,460,529,5400,5929
3680,8,460,256,5819,6075
3680,10,368,529,4096,4625
3684,1,3684,1,5832,5833
3684,1,3684,2763,4096,6859
3684,1,3684,97,8192,8289
3684,3,1228,1,6560,6561
3688,1,3688,1024,3125,4149
3688,1,3688,1,6560,6561
3688,1,3688,1844,6561,8405
3688,4,922,32,5071,5103
3690,1,3690,41,5000,5041
3690,1,3690,2,5041,5043
3690,1,3690,13,5112,5125
3690,1,3690,1681,4394,6075
3690,1,3690,1,6560,6561
3690,1,3690,3159,5041,8200
3690,1,3690,213,8192,8405
3690,1,3690,2624,9375,11999
3690,1,3690,1,11999,12000
3690,1,3690,1,26624,26625
3690,3,1230,128,3645,3773
3690,3,1230,648,3125,3773
3690,3,1230,7,3993,4000
3690,3,1230,25,3993,4018
3690,3,1230,451,3645,4096
3690,3,1230,2048,2187,4235
3690,3,1230,1,4374,4375
3690,3,1230,2401,2560,4961
3690,3,1230,77,5043,5120
3690,3,1230,22,5103,5125
3690,3,1230,1029,4096,5125
3690,3,1230,363,5125,5488
3690,3,1230,7,5625,5632
3690,3,1230,25,5904,5929
3690,3,1230,1,6560,6561
3690,3,1230,1600,4961,6561
3690,3,1230,328,6875,7203
3690,3,1230,5,7744,7749
3690,3,1230,343,8405,8748
3690,3,1230,1125,8192,9317
3690,3,1230,1,9800,9801
3690,3,1230,287,10648,10935
3690,3,1230,1331,9604,10935
3690,3,1230,41,10935,10976
3690,3,1230,27,13448,13475
3690,3,1230,4961,9375,14336
3690,3,1230,1681,12960,14641
3690,3,1230,4,15125,15129
3690,3,1230,984,14641,15625
3690,3,1230,49,16335,16384
3690,5,738,1,6560,6561
3690,5,738,1024,6561,7585
3692,2,1846,81,3692,3773
3692,2,1846,363,4096,4459
3692,2,1846,2187,2272,4459
3692,2,1846,49,4992,5041
3692,2,1846,729,4312,5041
3692,2,1846,1323,3718,5041
3692,2,1846,143,5041,5184
3692,2,1846,343,5408,5751
3692,2,1846,343,6248,6591
3692,2,1846,1183,6561,7744
3692,2,1846,3159,5929,9088
3692,2,1846,4563,5041,9604
3692,2,1846,1,10647,10648
3692,2,1846,256,15123,15379
3692,2,1846,8019,8788,16807
3692,2,1846,3479,13824,17303
3692,2,1846,1,20448,20449
3694,1,3694,1847,5929,7776
3696,1,3696,108,14641,14749
3696,2,1848,128,3645,3773
3696,2,1848,648,3125,3773
3696,2,1848,875,2997,3872
3696,2,1848,7,3993,4000
3696,2,1848,1813,2187,4000
3696,2,1848,11,4096,4107
3696,2,1848,128,4107,4235
3696,2,1848,2048,2187,4235
3696,2,1848,1,4374,4375
3696,2,1848,3,4477,4480
3696,2,1848,11,4725,4736
3696,2,1848,625,4851,5476
3696,2,1848,7,5625,5632
3696,2,1848,9,5920,5929
3696,2,1848,49,6512,6561
3696,2,1848,1936,4625,6561
3696,2,1848,3072,3773,6845
3696,2,1848,37,6875,6912
3696,2,1848,11,9250,9261
3696,2,1848,1125,8192,9317
3696,2,1848,1,9800,9801
3696,2,1848,2401,7400,9801
3696,2,1848,1331,9604,10935
3696,2,1848,1,12320,12321
3696,2,1848,1331,12544,13875
3696,2,1848,250,15059,15309
3696,2,1848,1369,14256,15625
3696,2,1848,49,16335,16384
3696,2,1848,4477,11907,16384
3696,2,1848,3584,14641,18225
3696,2,1848,1369,17496,18865
3696,2,1848,729,21175,21904
3696,2,1848,256,22869,23125
3696,4,924,847,6561,7408
3696,6,616,103,3993,4096
3696,7,528,121,3975,4096
3696,7,528,2809,2816,5625
3696,7,528,64,6561,6625
3696,8,462,1,5103,5104
3700,1,3700,37,32768,32805
3706,1,3706,1648,4913,6561
3706,1,3706,512,11881,12393
3708,1,3708,721,3375,4096
3708,1,3708,1,4374,4375
3708,1,3708,103,5000,5103
3708,1,3708,1875,3584,5459
3708,1,3708,515,5103,5618
3708,1,3708,7,5618,5625
3708,1,3708,625,5936,6561
3708,1,3708,64,6561,6625
3708,1,3708,343,8000,8343
3708,1,3708,9,10600,10609
3708,1,3708,25,10584,10609
3708,1,3708,4,12875,12879
3708,1,3708,2809,12500,15309
3708,1,3708,7,16377,16384
3708,1,3708,20,19663,19683
3708,1,3708,13568,16807,30375
3708,1,3708,11907,21218,33125
3708,6,618,31,6561,6592
3710,1,3710,53,9947,10000
3710,5,742,1,3968,3969
3710,7,530,3125,3392,6517
3710,7,530,1,6859,6860
3718,1,3718,1,3750,3751
3718,1,3718,3,3872,3875
3718,1,3718,729,3146,3875
3718,1,3718,13,3875,3888
3718,1,3718,25,3968,3993
3718,1,3718,1,4224,4225
3718,1,3718,242,4563,4805
3718,1,3718,55,5184,5239
3718,1,3718,169,5456,5625
3718,1,3718,341,6250,6591
3718,1,3718,64,6591,6655
3718,1,3718,1,6655,6656
3718,1,3718,3125,4563,7688
3718,1,3718,1375,6561,7936
3718,1,3718,3751,4374,8125
3718,1,3718,279,10985,11264
3718,1,3718,1331,12493,13824
3718,1,3718,16,14625,14641
3718,1,3718,1936,13689,15625
3718,1,3718,5,17298,17303
3718,1,3718,31,20449,20480
3718,1,3718,32,24025,24057
3718,1,3718,6561,22000,28561
3718,1,3718,7936,20625,28561
3718,1,3718,3751,26624,30375
3718,1,3718,125,32643,32768
3718,1,3718,507,32768,33275
3720,1,3720,1861,6075,7936
3720,1,3720,15,29776,29791
3720,2,1860,1,3968,3969
3720,2,1860,125,3844,3969
3720,2,1860,1024,2945,3969
3720,2,1860,31,3969,4000
3720,2,1860,27,4096,4123
3720,2,1860,1,4374,4375
3720,2,1860,279,4096,4375
3720,2,1860,3,4802,4805
3720,2,1860,343,4617,4960
3720,2,1860,2401,3375,5776
3720,2,1860,1,6075,6076
3720,2,1860,19,6125,6144
3720,2,1860,31,6125,6156
3720,2,1860,361,6200,6561
3720,2,1860,961,5600,6561
3720,2,1860,784,6075,6859
3720,2,1860,1000,5859,6859
3720,2,1860,1,6859,6860
3720,2,1860,7,7688,7695
3720,2,1860,961,8064,9025
3720,2,1860,49,9375,9424
3720,2,1860,256,10935,11191
3720,2,1860,9,11191,11200
3720,2,1860,4805,6859,11664
3720,2,1860,343,11532,11875
3720,2,1860,32,11875,11907
3720,2,1860,1,15624,15625
3720,2,1860,729,14896,15625
3720,2,1860,6125,9747,15872
3720,2,1860,1875,16384,18259
3720,2,1860,81,19375,19456
3720,2,1860,475,19208,19683
3720,3,1240,1,7935,7936
3720,3,1240,15,16384,16399
3720,12,310,13,3875,3888
3724,7,532,256,4361,4617
3726,9,414,1,3887,3888
3730,1,3730,311,6250,6561
3730,1,3730,1,7775,7776
3736,2,1868,17,5120,5137
3736,4,934,467,4096,4563
3738,1,3738,128,3645,3773
3738,1,3738,648,3125,3773
3738,1,3738,1424,2401,3825
3738,1,3738,7,3993,4000
3738,1,3738,1071,3025,4096
3738,1,3738,35,4096,4131
3738,1,3738,1331,2800,4131
3738,1,3738,2048,2187,4235
3738,1,3738,2125,2187,4312
3738,1,3738,5,4356,4361
3738,1,3738,9,4352,4361
3738,1,3738,1445,2916,4361
3738,1,3738,1760,2601,4361
3738,1,3738,2057,2304,4361
3738,1,3738,1,4374,4375
3738,1,3738,459,3916,4375
3738,1,3738,539,4000,4539
3738,1,3738,979,3645,4624
3738,1,3738,1,4895,4896
3738,1,3738,18,4895,4913
3738,1,3738,539,4374,4913
3738,1,3738,2225,2688,4913
3738,1,3738,2240,2673,4913
3738,1,3738,15,4913,4928
3738,1,3738,49,5000,5049
3738,1,3738,17,5103,5120
3738,1,3738,289,4895,5184
3738,1,3738,712,4913,5625
3738,1,3738,7,5625,5632
3738,1,3738,25,5607,5632
3738,1,3738,847,4913,5760
3738,1,3738,135,5696,5831
3738,1,3738,1331,4500,5831
3738,1,3738,1,5831,5832
3738,1,3738,801,5324,6125
3738,1,3738,1377,4895,6272
3738,1,3738,16,6545,6561
3738,1,3738,289,6272,6561
3738,1,3738,1666,4895,6561
3738,1,3738,2200,4361,6561
3738,1,3738,9,6655,6664
3738,1,3738,11,6664,6675
3738,1,3738,2744,4131,6875
3738,1,3738,32,6853,6885
3738,1,3738,1225,5984,7209
3738,1,3738,1280,5929,7209
3738,1,3738,16,7209,7225
3738,1,3738,22,7203,7225
3738,1,3738,1296,5929,7225
3738,1,3738,1,7920,7921
3738,1,3738,81,7840,7921
3738,1,3738,375,7546,7921
3738,1,3738,441,7480,7921
3738,1,3738,1360,6561,7921
3738,1,3738,1750,6171,7921
3738,1,3738,3025,4896,7921
3738,1,3738,3825,4096,7921
3738,1,3738,17,7921,7938
3738,1,3738,3025,4913,7938
3738,1,3738,3087,4913,8000
3738,1,3738,98,7921,8019
3738,1,3738,3125,5103,8228
3738,1,3738,1125,8192,9317
3738,1,3738,89,9261,9350
3738,1,3738,1683,7921,9604
3738,1,3738,1,9800,9801
3738,1,3738,4361,5440,9801
3738,1,3738,25,9801,9826
3738,1,3738,2401,7425,9826
3738,1,3738,2079,7921,10000
3738,1,3738,979,9261,10240
3738,1,3738,1024,9261,10285
3738,1,3738,1375,9216,10591
3738,1,3738,17,10752,10769
3738,1,3738,144,10625,10769
3738,1,3738,3969,6800,10769
3738,1,3738,1331,9604,10935
3738,1,3738,4361,6655,11016
3738,1,3738,256,10769,11025
3738,1,3738,539,11125,11664
3738,1,3738,99,12005,12104
3738,1,3738,125,11979,12104
3738,1,3738,3125,9163,12288
3738,1,3738,81,14080,14161
3738,1,3738,1331,13005,14336
3738,1,3738,1,14399,14400
3738,1,3738,480,14161,14641
3738,1,3738,1024,13617,14641
3738,1,3738,2401,12240,14641
3738,1,3738,4050,10591,14641
3738,1,3738,6720,7921,14641
3738,1,3738,98,14641,14739
3738,1,3738,7565,7744,15309
3738,1,3738,1513,14112,15625
3738,1,3738,4361,11264,15625
3738,1,3738,343,15552,15895
3738,1,3738,4913,11125,16038
3738,1,3738,1424,14641,16065
3738,1,3738,49,16335,16384
3738,1,3738,68,16807,16875
3738,1,3738,89,16807,16896
3738,1,3738,3584,14641,18225
3738,1,3738,121,18375,18496
3738,1,3738,3179,16821,20000
3738,1,3738,89,20736,20825
3738,1,3738,5984,15625,21609
3738,1,3738,9826,11979,21805
3738,1,3738,3,22250,22253
3738,1,3738,675,21952,22627
3738,1,3738,1000,21627,22627
3738,1,3738,85,22784,22869
3738,1,3738,625,22784,23409
3738,1,3738,7921,15488,23409
3738,1,3738,7744,16821,24565
3738,1,3738,11,24565,24576
3738,1,3738,121,25600,25721
3738,1,3738,4,25721,25725
3738,1,3738,833,25600,26433
3738,1,3738,7225,19208,26433
3738,1,3738,12015,14641,26656
3738,1,3738,289,26411,26700
3738,1,3738,89,30375,30464
3738,1,3738,1309,30375,31684
3738,1,3738,16,34375,34391
3738,1,3738,441,34375,34816
3738,1,3738,81,34888,34969
3738,1,3738,121,35600,35721
3738,1,3738,10000,25721,35721
3738,1,3738,5929,31250,37179
3738,1,3738,89,37179,37268
3738,1,3738,55,39249,39304
3738,1,3738,5929,33375,39304
3738,1,3738,5696,37179,42875
3738,3,1246,13,4361,4374
3738,3,1246,89,8192,8281
3740,2,1870,243,3757,4000
3740,2,1870,1,4224,4225
3740,2,1870,1215,3179,4394
3740,2,1870,169,4455,4624
3740,2,1870,352,4913,5265
3740,2,1870,495,4913,5408
3740,2,1870,1875,3757,5632
3740,2,1870,121,5625,5746
3740,2,1870,3025,3536,6561
3740,2,1870,64,6591,6655
3740,2,1870,1,6655,6656
3740,2,1870,2312,4563,6875
3740,2,1870,2662,4563,7225
3740,2,1870,25,9801,9826
3740,2,1870,2197,7803,10000
3740,2,1870,1408,10985,12393
3740,2,1870,16,14625,14641
3740,2,1870,3825,10816,14641
3740,2,1870,1936,13689,15625
3740,2,1870,4913,13312,18225
3740,2,1870,121,19652,19773
3740,2,1870,11,24565,24576
3740,5,748,25,9801,9826
3744,2,1872,937,3159,4096
3744,4,936,243,4489,4732
3744,6,624,27,4069,4096
3744,8,468,1269,3125,4394
3750,1,3750,125,4096,4221
3750,1,3750,1,4374,4375
3750,1,3750,9,4480,4489
3750,1,3750,625,4802,5427
3750,1,3750,5,6561,6566
3750,1,3750,1,8575,8576
3752,2,1876,313,4489,4802
3752,4,938,1,8575,8576
3756,2,1878,1565,6627,8192
3756,3,1252,27,6859,6886
3760,1,3760,1375,2432,3807
3760,1,3760,846,3125,3971
3760,1,3760,125,3971,4096
3760,1,3760,729,3971,4700
3760,1,3760,99,5776,5875
3760,1,3760,243,5632,5875
3760,1,3760,94,6561,6655
3760,1,3760,16,6859,6875
3760,1,3760,19,8000,8019
3760,1,3760,1,9024,9025
3760,1,3760,3872,5875,9747
3760,1,3760,5120,6859,11979
3760,1,3760,2673,11045,13718
3760,1,3760,6561,9823,16384
3760,1,3760,1,24299,24300
3760,1,3760,32,34263,34295
3760,1,3760,2209,41472,43681
3762,9,418,125,3648,3773
3762,9,418,128,3645,3773
3762,9,418,648,3125,3773
3762,9,418,27,3773,3800
3762,9,418,625,3344,3969
3762,9,418,2,3969,3971
3762,9,418,7,3993,4000
3762,9,418,1701,2299,4000
3762,9,418,125,3971,4096
3762,9,418,847,3249,4096
3762,9,418,2048,2187,4235
3762,9,418,1,4374,4375
3762,9,418,19,4356,4375
3762,9,418,242,4375,4617
3762,9,418,1029,3971,5000
3768,1,3768,1728,2197,3925
3768,1,3768,841,3159,4000
3768,1,3768,471,3625,4096
3768,1,3768,169,4205,4374
3768,1,3768,10,4553,4563
3768,1,3768,1256,3645,4901
3768,1,3768,2197,4553,6750
3768,1,3768,2,10933,10935
3768,1,3768,5408,12717,18125
3768,1,3768,13,18212,18225
3768,1,3768,58,19625,19683
3768,1,3768,16,21125,21141
3768,1,3768,144,24505,24649
3768,1,3768,260,24389,24649
3768,1,3768,351,24649,25000
3768,1,3768,7536,21025,28561
3768,6,628,1,4374,4375
3770,1,3770,529,6400,6929
3770,1,3770,625,33856,34481
3772,1,3772,2,8991,8993
3772,1,3772,1,31487,31488
3774,1,3774,177,4736,4913
3774,3,1258,1813,2187,4000
3774,3,1258,35,4096,4131
3774,3,1258,245,4107,4352
3774,3,1258,1,4374,4375
3774,3,1258,1,4624,4625
3774,3,1258,17,4608,4625
3774,3,1258,629,4096,4725
3774,3,1258,111,4802,4913
3774,3,1258,288,4625,4913
3774,3,1258,17,5103,5120
3774,3,1258,1,5439,5440
3774,3,1258,1,5831,5832
3774,3,1258,289,6272,6561
3774,3,1258,1369,5831,7200
3774,3,1258,27,7225,7252
3774,3,1258,37,7803,7840
3774,3,1258,3087,4913,8000
3774,3,1258,3375,4913,8288
3774,3,1258,17,9583,9600
3774,3,1258,243,9583,9826
3774,3,1258,17,10935,10952
3774,3,1258,4131,6845,10976
3774,3,1258,17,11988,12005
3774,3,1258,2048,12691,14739
3776,2,1888,1,4374,4375
3776,2,1888,1,14336,14337
3776,2,1888,1701,13924,15625
3776,2,1888,243,20237,20480
3778,1,3778,1,4374,4375
3780,1,3780,1,3843,3844
3780,1,3780,32,3843,3875
3780,1,3780,125,3843,3968
3780,1,3780,1,3968,3969
3780,1,3780,125,3844,3969
3780,1,3780,248,3721,3969
3780,1,3780,31,3969,4000
3780,1,3780,279,3721,4000
3780,1,3780,375,3721,4096
3780,1,3780,1891,2205,4096
3780,1,3780,1,4374,4375
3780,1,3780,279,4096,4375
3780,1,3780,3,4802,4805
3780,1,3780,1,6075,6076
3780,1,3780,961,5600,6561
3780,1,3780,63,7625,7688
3780,1,3780,61,7875,7936
3780,1,3780,567,7625,8192
3780,1,3780,1024,7625,8649
3780,1,3780,775,8192,8967
3780,1,3780,3721,6912,10633
3780,1,3780,1,15624,15625
3780,1,3780,9,15616,15625
3780,1,3780,3721,11904,15625
3780,1,3780,4096,11529,15625
3780,1,3780,1984,14823,16807
3780,1,3780,1952,15625,17577
3780,1,3780,1240,19683,20923
3780,1,3780,2,20923,20925
3780,1,3780,2401,22599,25000
3780,1,3780,100,25947,26047
3780,1,3780,7442,19683,27125
3780,1,3780,14175,15616,29791
3780,1,3780,125,33489,33614
3780,1,3780,3721,32000,35721
3780,2,1890,7,3993,4000
3780,2,1890,1089,3125,4214
3780,2,1890,2048,2187,4235
3780,2,1890,1,4374,4375
3780,2,1890,100,5103,5203
3780,2,1890,343,4860,5203
3780,2,1890,1,5375,5376
3780,2,1890,43,5445,5488
3780,2,1890,121,5504,5625
3780,2,1890,301,5324,5625
3780,2,1890,7,5625,5632
3780,2,1890,215,5929,6144
3780,2,1890,215,6561,6776
3780,2,1890,2000,5203,7203
3780,2,1890,2401,5375,7776
3780,2,1890,16,9245,9261
3780,2,1890,72,9245,9317
3780,2,1890,1125,8192,9317
3780,2,1890,3125,6192,9317
3780,2,1890,1849,7776,9625
3780,2,1890,1,9800,9801
3780,2,1890,1331,9604,10935
3780,2,1890,729,10535,11264
3780,2,1890,2662,9245,11907
3780,2,1890,3483,9317,12800
3780,2,1890,125,12943,13068
3780,2,1890,108,14641,14749
3780,2,1890,6561,8575,15136
3780,2,1890,3483,12005,15488
3780,2,1890,16,15609,15625
3780,2,1890,49,16335,16384
3780,2,1890,1075,15309,16384
3780,2,1890,2000,14641,16641
3780,2,1890,473,16807,17280
3780,2,1890,3584,14641,18225
3780,2,1890,1536,20339,21875
3780,3,1260,1,4374,4375
3780,6,630,225,3871,4096
3780,6,630,1,4374,4375
3780,6,630,2401,3840,6241
3780,6,630,9,6241,6250
3780,6,630,1,6399,6400
3780,6,630,320,6241,6561
3780,9,420,844,3125,3969
3780,9,420,1,4374,4375
3780,10,378,1,4374,4375
3790,1,3790,9,6241,6250
3790,1,3790,1,6399,6400
3790,1,3790,320,6241,6561
3792,1,3792,1,21951,21952
3792,2,1896,79,5329,5408
3792,4,948,9,6241,6250
3792,4,948,1,6399,6400
3792,4,948,320,6241,6561
3792,4,948,128,9747,9875
3792,8,474,17,3871,3888
3792,8,474,64,4913,4977
3792,8,474,1,5831,5832
3796,1,3796,1899,2197,4096
3798,1,3798,9,4000,4009
3798,1,3798,211,11664,11875
3800,2,1900,19,10125,10144
3800,2,1900,317,19683,20000
3800,4,950,49,4864,4913
3800,4,950,1,6859,6860
3800,4,950,833,8192,9025
3800,5,760,1,6858,6859
3804,1,3804,173,8019,8192
3804,2,1902,1,5831,5832
3804,2,1902,289,6272,6561
3808,1,3808,127,3969,4096
3808,1,3808,35,4096,4131
3808,1,3808,1,4374,4375
3808,1,3808,127,4913,5040
3808,1,3808,17,5103,5120
3808,1,3808,1,5831,5832
3808,1,3808,27,6223,6250
3808,1,3808,289,6272,6561
3808,1,3808,635,7168,7803
3808,1,3808,3087,4913,8000
3808,1,3808,1,8000,8001
3808,1,3808,1715,6477,8192
3808,1,3808,625,8636,9261
3808,1,3808,127,9248,9375
3808,1,3808,4064,6561,10625
3808,1,3808,127,10625,10752
3808,1,3808,512,15113,15625
3808,1,3808,7497,8128,15625
3808,1,3808,1,15875,15876
3808,1,3808,1,16128,16129
3808,1,3808,64,16065,16129
3808,1,3808,504,15625,16129
3808,1,3808,255,16129,16384
3808,1,3808,68,16807,16875
3808,1,3808,4064,14161,18225
3808,1,3808,3808,15875,19683
3808,1,3808,10115,16129,26244
3808,1,3808,10625,16807,27432
3808,1,3808,2601,40960,43561
3808,4,952,1,5831,5832
3808,4,952,289,6272,6561
3808,7,544,1,4913,4914
3808,7,544,1,5831,5832
3808,7,544,289,6272,6561
3810,3,1270,64,6561,6625
3816,1,3816,1909,2187,4096
3816,1,3816,23,6889,6912
3816,2,1908,64,6561,6625
3816,2,1908,2,10123,10125
3816,3,1272,2809,4394,7203
3820,1,3820,1,4095,4096
3820,1,3820,191,3969,4160
3820,1,3820,256,3969,4225
3820,1,3820,1,4374,4375
3820,1,3820,125,4459,4584
3820,1,3820,27,4775,4802
3820,1,3820,13,6112,6125
3820,1,3820,191,6370,6561
3820,1,3820,2401,4160,6561
3820,1,3820,191,6400,6591
3820,1,3820,1,9359,9360
3820,1,3820,16,9359,9375
3820,1,3820,1183,8192,9375
3820,1,3820,625,9359,9984
3820,1,3820,1719,8281,10000
3820,1,3820,1337,8788,10125
3820,1,3820,9,10976,10985
3820,1,3820,2401,12224,14625
3820,1,3820,4096,11375,15471
3820,1,3820,3969,12415,16384
3820,1,3820,1625,16807,18432
3820,1,3820,243,21632,21875
3820,1,3820,1029,31250,32279
3820,1,3820,81,36400,36481
3820,1,3820,4225,32256,36481
3822,1,3822,239,4563,4802
3822,1,3822,3107,4096,7203
3822,1,3822,13,15296,15309
3822,7,546,2187,2197,4384
3828,1,3828,29,4096,4125
3828,1,3828,1532,2673,4205
3828,1,3828,8,4205,4213
3828,1,3828,2187,4213,6400
3828,1,3828,1,7424,7425
3828,1,3828,324,9251,9575
3828,11,348,1,4374,4375
3834,1,3834,729,16807,17536
3836,2,1918,1,4374,4375
3836,2,1918,9,4375,4384
3836,2,1918,137,5488,5625
3836,2,1918,3136,3425,6561
3836,2,1918,729,16807,17536
3836,2,1918,625,18144,18769
3836,2,1918,2192,19683,21875
3838,1,3838,76,10125,10201
3840,1,3840,113,4800,4913
3840,4,960,3,6250,6253
3840,4,960,5,9472,9477
3840,5,768,7,3993,4000
3840,5,768,2048,2187,4235
3840,5,768,1,4374,4375
3840,5,768,7,5625,5632
