r,a,b,n,s,c,f,m
1,1,8,9,7,1,8,9
1,1,8,9,11,1,8,9
1,1,8,9,13,1,8,9
1,1,8,9,17,1,8,9
1,1,8,9,19,1,8,9
1,1,8,9,23,1,8,9
1,1,8,9,29,1,8,9
1,1,8,9,31,1,8,9
1,1,8,9,37,1,8,9
1,1,8,9,41,1,8,9
1,1,8,9,43,1,8,9
1,1,8,9,47,1,8,9
1,1,8,9,49,1,8,9
1,1,8,9,53,1,8,9
1,1,8,9,59,1,8,9
1,1,8,9,61,1,8,9
1,1,15,16,13,1,15,16
1,1,15,16,17,1,15,16
1,1,15,16,19,1,15,16
1,1,15,16,23,1,15,16
1,1,15,16,29,1,15,16
1,1,15,16,31,1,15,16
1,1,15,16,37,1,15,16
1,1,15,16,41,1,15,16
1,1,15,16,43,1,15,16
1,1,15,16,47,1,15,16
1,1,15,16,53,1,15,16
1,1,15,16,59,1,15,16
1,1,15,16,61,1,15,16
1,1,15,16,67,1,15,16
1,1,15,16,71,1,15,16
1,1,15,16,73,1,15,16
1,1,15,16,79,1,15,16
1,1,15,16,83,1,15,16
1,1,24,25,13,1,24,25
1,1,24,25,17,1,24,25
1,1,24,25,19,1,24,25
1,1,24,25,23,1,24,25
1,1,24,25,29,1,24,25
1,1,24,25,31,1,24,25
1,1,24,25,37,1,24,25
1,1,24,25,41,1,24,25
1,1,24,25,43,1,24,25
1,1,24,25,47,1,24,25
1,1,24,25,53,1,24,25
1,1,24,25,59,1,24,25
1,1,24,25,61,1,24,25
1,1,24,25,67,1,24,25
1,1,24,25,71,1,24,25
1,1,24,25,73,1,24,25
1,1,24,25,79,1,24,25
1,1,24,25,83,1,24,25
1,1,24,25,89,1,24,25
1,1,24,25,97,1,24,25
1,1,27,28,17,1,27,28
1,1,27,28,19,1,27,28
1,1,27,28,23,1,27,28
1,1,27,28,29,1,27,28
1,1,27,28,31,1,27,28
1,1,27,28,37,1,27,28
1,1,27,28,41,1,27,28
1,1,27,28,43,1,27,28
1,1,27,28,47,1,27,28
1,1,27,28,53,1,27,28
1,1,27,28,59,1,27,28
1,1,32,33,29,1,32,33
1,1,32,33,31,1,32,33
1,1,32,33,37,1,32,33
1,1,32,33,41,1,32,33
1,1,32,33,43,1,32,33
1,1,32,33,47,1,32,33
1,1,32,33,53,1,32,33
1,1,32,33,59,1,32,33
1,1,32,33,61,1,32,33
1,1,32,33,67,1,32,33
1,1,32,33,71,1,32,33
1,1,32,33,73,1,32,33
1,1,32,33,79,1,32,33
1,1,32,33,83,1,32,33
1,1,32,33,89,1,32,33
1,1,35,36,31,1,35,36
1,1,35,36,37,1,35,36
1,1,35,36,41,1,35,36
1,1,35,36,43,1,35,36
1,1,35,36,47,1,35,36
1,1,35,36,53,1,35,36
1,1,35,36,59,1,35,36
1,1,35,36,61,1,35,36
1,1,35,36,67,1,35,36
1,1,35,36,71,1,35,36
1,1,35,36,73,1,35,36
1,1,35,36,79,1,35,36
1,1,35,36,83,1,35,36
1,1,35,36,89,1,35,36
1,1,35,36,97,1,35,36
1,1,35,36,101,1,35,36
1,1,35,36,103,1,35,36
1,1,35,36,107,1,35,36
1,1,48,49,17,1,48,49
1,1,48,49,19,1,48,49
1,1,48,49,23,1,48,49
1,1,48,49,29,1,48,49
1,1,48,49,31,1,48,49
1,1,48,49,37,1,48,49
1,1,48,49,41,1,48,49
1,1,48,49,43,1,48,49
1,1,48,49,47,1,48,49
1,1,48,49,53,1,48,49
1,1,48,49,59,1,48,49
1,1,48,49,61,1,48,49
1,1,48,49,67,1,48,49
1,1,48,49,71,1,48,49
1,1,48,49,73,1,48,49
1,1,48,49,79,1,48,49
1,1,48,49,83,1,48,49
1,1,48,49,89,1,48,49
1,1,48,49,97,1,48,49
1,1,48,49,101,1,48,49
1,1,48,49,103,1,48,49
1,1,48,49,107,1,48,49
1,1,48,49,109,1,48,49
1,1,48,49,113,1,48,49
1,1,49,50,31,1,49,50
1,1,49,50,37,1,49,50
1,1,49,50,41,1,49,50
1,1,49,50,43,1,49,50
1,1,49,50,47,1,49,50
1,1,49,50,53,1,49,50
1,1,49,50,59,1,49,50
1,1,49,50,61,1,49,50
1,1,49,50,67,1,49,50
1,1,49,50,71,1,49,50
1,1,49,50,73,1,49,50
1,1,49,50,79,1,49,50
1,1,49,50,83,1,49,50
1,1,49,50,89,1,49,50
1,1,49,50,97,1,49,50
1,1,49,50,101,1,49,50
1,1,49,50,103,1,49,50
1,1,49,50,107,1,49,50
1,1,49,50,109,1,49,50
1,1,63,64,17,1,63,64
1,1,63,64,19,1,63,64
1,1,63,64,23,1,63,64
1,1,63,64,31,1,63,64
1,1,63,64,37,1,63,64
1,1,63,64,41,1,63,64
1,1,63,64,43,1,63,64
1,1,63,64,47,1,63,64
1,1,63,64,53,1,63,64
1,1,63,64,59,1,63,64
1,1,63,64,61,1,63,64
1,1,63,64,67,1,63,64
1,1,63,64,71,1,63,64
1,1,63,64,73,1,63,64
1,1,63,64,79,1,63,64
1,1,63,64,83,1,63,64
1,1,63,64,89,1,63,64
1,1,63,64,97,1,63,64
1,1,63,64,101,1,63,64
1,1,63,64,103,1,63,64
1,1,63,64,107,1,63,64
1,1,63,64,109,1,63,64
1,1,63,64,113,1,63,64
1,1,64,65,53,1,64,65
1,1,64,65,59,1,64,65
1,1,64,65,61,1,64,65
1,1,64,65,67,1,64,65
1,1,64,65,71,1,64,65
1,1,64,65,73,1,64,65
1,1,64,65,79,1,64,65
1,1,64,65,83,1,64,65
1,1,64,65,89,1,64,65
1,1,64,65,97,1,64,65
1,1,64,65,101,1,64,65
1,1,64,65,103,1,64,65
1,1,64,65,107,1,64,65
1,1,80,81,13,1,80,81
1,1,80,81,17,1,80,81
1,1,80,81,19,1,80,81
1,1,80,81,23,1,80,81
1,1,80,81,26,1,80,81
1,1,80,81,29,1,80,81
1,1,80,81,31,1,80,81
1,1,80,81,34,1,80,81
1,1,80,81,37,1,80,81
1,1,80,81,38,1,80,81
1,1,80,81,39,1,80,81
1,1,80,81,41,1,80,81
1,1,80,81,43,1,80,81
1,1,80,81,46,1,80,81
1,1,80,81,47,1,80,81
1,1,80,81,51,1,80,81
1,1,80,81,52,1,80,81
1,1,80,81,53,1,80,81
1,1,80,81,57,1,80,81
1,1,80,81,58,1,80,81
1,1,80,81,59,1,80,81
1,1,80,81,61,1,80,81
1,1,80,81,62,1,80,81
1,1,80,81,67,1,80,81
1,1,80,81,68,1,80,81
1,1,80,81,69,1,80,81
1,1,80,81,71,1,80,81
1,1,80,81,73,1,80,81
1,1,80,81,74,1,80,81
1,1,80,81,78,1,80,81
1,1,80,81,79,1,80,81
1,1,80,81,82,1,80,81
1,1,80,81,83,1,80,81
1,1,80,81,86,1,80,81
1,1,80,81,87,1,80,81
1,1,80,81,89,1,80,81
1,1,80,81,91,1,80,81
1,1,80,81,93,1,80,81
1,1,80,81,94,1,80,81
1,1,80,81,97,1,80,81
1,1,80,81,101,1,80,81
1,1,80,81,102,1,80,81
1,1,80,81,103,1,80,81
1,1,80,81,107,1,80,81
1,1,80,81,109,1,80,81
1,1,80,81,113,1,80,81
1,1,80,81,119,1,80,81
1,1,98,99,47,1,98,99
1,1,98,99,53,1,98,99
1,1,98,99,59,1,98,99
1,1,99,100,97,1,99,100
1,1,99,100,101,1,99,100
1,1,99,100,103,1,99,100
1,1,99,100,107,1,99,100
1,1,99,100,109,1,99,100
1,1,99,100,113,1,99,100
1,1,120,121,97,1,120,121
1,1,120,121,101,1,120,121
1,1,120,121,113,1,120,121
1,1,124,125,31,3,125,128
1,1,124,125,62,3,125,128
1,1,124,125,67,1,124,125
1,1,125,126,31,1,125,126
1,1,125,126,43,1,125,126
1,1,125,126,73,1,125,126
1,1,128,129,89,1,128,129
1,1,224,225,86,1,224,225
1,1,224,225,89,1,224,225
1,1,224,225,93,1,224,225
1,1,224,225,94,1,224,225
1,1,224,225,97,1,224,225
1,1,224,225,101,1,224,225
1,1,224,225,103,1,224,225
1,1,224,225,107,1,224,225
1,1,224,225,109,1,224,225
1,1,224,225,113,1,224,225
1,1,224,225,127,1,224,225
1,1,242,243,37,1,242,243
1,1,242,243,47,1,242,243
1,1,242,243,67,1,242,243
1,1,242,243,71,1,242,243
1,1,242,243,73,1,242,243
1,1,242,243,74,1,242,243
1,1,242,243,79,1,242,243
1,1,242,243,83,1,242,243
1,1,242,243,101,1,242,243
1,1,242,243,103,1,242,243
1,1,242,243,107,1,242,243
1,1,242,243,109,1,242,243
1,1,242,243,111,1,242,243
1,1,242,243,113,1,242,243
1,1,242,243,118,1,242,243
1,1,242,243,122,1,242,243
1,1,1024,1025,41,3,125,128
1,1,1024,1025,82,3,125,128
1,1,2400,2401,31,1,49,50
1,1,2400,2401,37,1,49,50
1,1,2400,2401,41,1,49,50
1,1,2400,2401,43,1,49,50
1,1,2400,2401,47,1,49,50
1,1,2400,2401,53,1,49,50
1,1,2400,2401,59,1,49,50
1,1,2400,2401,61,1,49,50
1,1,2400,2401,67,1,49,50
1,1,2400,2401,71,1,49,50
1,1,2400,2401,73,1,49,50
1,1,2400,2401,79,1,49,50
1,1,2400,2401,83,1,49,50
1,1,2400,2401,89,1,49,50
1,1,2400,2401,97,1,49,50
1,1,2400,2401,101,1,49,50
1,1,2400,2401,103,1,49,50
1,1,2400,2401,107,1,49,50
1,1,2400,2401,109,1,49,50
1,32,49,81,17,32,49,81
1,32,49,81,19,32,49,81
1,32,49,81,31,32,49,81
1,32,49,81,37,32,49,81
1,32,49,81,41,32,49,81
1,32,49,81,43,32,49,81
1,32,49,81,47,32,49,81
1,49,72,121,47,49,72,121
1,100,243,343,31,1,49,50
1,100,243,343,37,1,49,50
1,100,243,343,41,1,49,50
1,100,243,343,43,1,49,50
1,100,243,343,47,1,49,50
1,100,243,343,53,1,49,50
1,100,243,343,59,1,49,50
1,100,243,343,61,1,49,50
1,100,243,343,67,1,49,50
1,100,243,343,71,1,49,50
1,100,243,343,73,1,49,50
1,100,243,343,79,1,49,50
1,100,243,343,83,1,49,50
1,100,243,343,89,1,49,50
1,100,243,343,97,1,49,50
1,100,243,343,101,1,49,50
1,100,243,343,103,1,49,50
1,100,243,343,107,1,49,50
1,100,243,343,109,1,49,50
2,1,24,25,13,1,24,25
2,1,24,25,17,1,24,25
2,1,24,25,19,1,24,25
2,1,24,25,23,1,24,25
2,1,24,25,29,1,24,25
2,1,24,25,31,1,24,25
2,1,24,25,37,1,24,25
2,1,24,25,41,1,24,25
2,1,24,25,43,1,24,25
2,1,24,25,47,1,24,25
2,1,24,25,53,1,24,25
2,1,24,25,59,1,24,25
2,1,24,25,61,1,24,25
2,1,24,25,67,1,24,25
2,1,24,25,71,1,24,25
2,1,24,25,73,1,24,25
2,1,24,25,79,1,24,25
2,1,24,25,83,1,24,25
2,1,24,25,89,1,24,25
2,1,24,25,97,1,24,25
2,1,24,25,101,1,24,25
2,1,24,25,103,1,24,25
2,1,24,25,107,1,24,25
2,1,24,25,109,1,24,25
2,1,27,28,17,1,27,28
2,1,27,28,19,1,27,28
2,1,27,28,23,1,27,28
2,1,27,28,29,1,27,28
2,1,27,28,31,1,27,28
2,1,27,28,37,1,27,28
2,1,27,28,41,1,27,28
2,1,27,28,43,1,27,28
2,1,27,28,47,1,27,28
2,1,27,28,53,1,27,28
2,1,27,28,59,1,27,28
2,1,27,28,61,1,27,28
2,1,27,28,67,1,27,28
2,1,27,28,71,1,27,28
2,1,27,28,73,1,27,28
2,1,27,28,79,1,27,28
2,1,27,28,83,1,27,28
2,1,27,28,89,1,27,28
2,1,27,28,97,1,27,28
2,1,27,28,101,1,27,28
2,1,27,28,103,1,27,28
2,1,27,28,107,1,27,28
2,1,27,28,109,1,27,28
2,1,27,28,113,1,27,28
2,1,48,49,17,1,48,49
2,1,48,49,19,1,48,49
2,1,48,49,23,1,48,49
2,1,48,49,29,1,48,49
2,1,48,49,31,1,48,49
2,1,48,49,37,1,48,49
2,1,48,49,41,1,48,49
2,1,48,49,43,1,48,49
2,1,48,49,47,1,48,49
2,1,48,49,53,1,48,49
2,1,48,49,59,1,48,49
2,1,48,49,61,1,48,49
2,1,48,49,67,1,48,49
2,1,63,64,17,1,63,64
2,1,63,64,19,1,63,64
2,1,63,64,23,1,63,64
2,1,63,64,29,1,63,64
2,1,63,64,31,1,63,64
2,1,63,64,37,1,63,64
2,1,63,64,41,1,63,64
2,1,63,64,43,1,63,64
2,1,63,64,47,1,63,64
2,1,63,64,53,1,63,64
2,1,63,64,59,1,63,64
2,1,63,64,61,1,63,64
2,1,63,64,67,1,63,64
2,1,63,64,71,1,63,64
2,1,63,64,73,1,63,64
2,1,63,64,79,1,63,64
2,1,63,64,83,1,63,64
2,1,63,64,89,1,63,64
2,1,63,64,97,1,63,64
2,1,63,64,101,1,63,64
2,1,63,64,103,1,63,64
2,1,63,64,107,1,63,64
2,1,63,64,109,1,63,64
2,1,63,64,113,1,63,64
2,1,80,81,13,1,80,81
2,1,80,81,17,1,80,81
2,1,80,81,19,1,80,81
2,1,80,81,23,1,80,81
2,1,80,81,29,1,80,81
2,1,80,81,31,1,80,81
2,1,80,81,37,1,80,81
2,1,80,81,39,1,80,81
2,1,80,81,41,1,80,81
2,1,80,81,43,1,80,81
2,1,80,81,47,1,80,81
2,1,80,81,51,1,80,81
2,1,80,81,53,1,80,81
2,1,80,81,57,1,80,81
2,1,80,81,59,1,80,81
2,1,80,81,61,1,80,81
2,1,80,81,67,1,80,81
2,1,80,81,69,1,80,81
2,1,80,81,71,1,80,81
2,1,80,81,73,1,80,81
2,1,80,81,79,1,80,81
2,1,80,81,83,1,80,81
2,1,80,81,87,1,80,81
2,1,80,81,89,1,80,81
2,1,80,81,93,1,80,81
2,1,80,81,97,1,80,81
2,1,80,81,101,1,80,81
2,1,80,81,103,1,80,81
2,1,98,99,47,1,98,99
2,1,98,99,53,1,98,99
2,1,98,99,59,1,98,99
2,1,98,99,61,1,98,99
2,1,98,99,67,1,98,99
2,1,98,99,71,1,98,99
2,1,98,99,73,1,98,99
2,1,98,99,79,1,98,99
2,1,98,99,83,1,98,99
2,1,98,99,89,1,98,99
2,1,98,99,97,1,98,99
2,1,98,99,101,1,98,99
2,1,98,99,103,1,98,99
2,1,98,99,107,1,98,99
2,1,98,99,109,1,98,99
2,1,98,99,113,1,98,99
2,1,124,125,67,1,124,125
2,1,124,125,71,1,124,125
2,1,124,125,73,1,124,125
2,1,124,125,79,1,124,125
2,1,124,125,83,1,124,125
2,1,124,125,89,1,124,125
2,1,124,125,93,3,125,128
2,1,124,125,97,1,124,125
2,1,124,125,101,1,124,125
2,1,124,125,103,1,124,125
2,1,124,125,107,1,124,125
2,1,124,125,109,1,124,125
2,1,124,125,113,1,124,125
2,1,124,125,127,1,124,125
2,1,124,125,131,1,124,125
2,1,125,126,31,1,125,126
2,1,125,126,37,1,125,126
2,1,125,126,41,1,125,126
2,1,125,126,43,1,125,126
2,1,125,126,47,1,125,126
2,1,125,126,53,1,125,126
2,1,125,126,59,1,125,126
2,1,125,126,61,1,125,126
2,1,125,126,67,1,125,126
2,1,125,126,71,1,125,126
2,1,125,126,73,1,125,126
2,1,125,126,79,1,125,126
2,1,125,126,83,1,125,126
2,1,144,145,61,1,144,145
2,1,144,145,67,1,144,145
2,1,144,145,71,1,144,145
2,1,144,145,73,1,144,145
2,1,144,145,79,1,144,145
2,1,144,145,83,1,144,145
2,1,144,145,89,1,144,145
2,1,144,145,97,1,144,145
2,1,144,145,101,1,144,145
2,1,144,145,103,1,144,145
2,1,144,145,107,1,144,145
2,1,144,145,109,1,144,145
2,1,224,225,31,1,224,225
2,1,224,225,37,1,224,225
2,1,224,225,41,1,224,225
2,1,224,225,43,1,224,225
2,1,224,225,47,1,224,225
2,1,224,225,53,1,224,225
2,1,224,225,59,1,224,225
2,1,224,225,61,1,224,225
2,1,224,225,67,1,224,225
2,1,224,225,71,1,224,225
2,1,224,225,73,1,224,225
2,1,224,225,79,1,224,225
2,1,224,225,83,1,224,225
2,1,242,243,37,1,242,243
2,1,242,243,41,1,242,243
2,1,242,243,43,1,242,243
2,1,242,243,47,1,242,243
2,1,242,243,53,1,242,243
2,1,242,243,59,1,242,243
2,1,242,243,61,1,242,243
2,1,242,243,67,1,242,243
2,1,242,243,71,1,242,243
2,1,242,243,73,1,242,243
2,1,242,243,79,1,242,243
2,1,242,243,83,1,242,243
2,1,242,243,89,1,242,243
2,1,242,243,97,1,242,243
2,1,242,243,101,1,242,243
2,1,242,243,113,1,242,243
2,1,243,244,127,1,243,244
2,1,243,244,131,1,243,244
2,1,243,244,137,1,243,244
2,1,255,256,103,1,255,256
2,1,255,256,107,1,255,256
2,1,255,256,109,1,255,256
2,1,288,289,53,1,288,289
2,1,288,289,59,1,288,289
2,1,288,289,61,1,288,289
2,1,288,289,67,1,288,289
2,1,288,289,71,1,288,289
2,1,288,289,73,1,288,289
2,1,288,289,79,1,288,289
2,1,288,289,83,1,288,289
2,1,288,289,89,1,288,289
2,1,288,289,97,1,288,289
2,1,288,289,101,1,288,289
2,1,288,289,103,1,288,289
2,1,288,289,107,1,288,289
2,1,288,289,109,1,288,289
2,1,288,289,113,1,288,289
2,1,288,289,127,1,288,289
2,1,288,289,131,1,288,289
2,1,512,513,97,1,512,513
2,1,512,513,101,1,512,513
2,1,512,513,103,1,512,513
2,32,49,81,17,32,49,81
2,32,49,81,19,32,49,81
2,32,49,81,23,32,49,81
2,32,49,81,29,32,49,81
2,32,49,81,31,32,49,81
2,32,49,81,37,32,49,81
2,32,49,81,41,32,49,81
2,64,125,189,31,64,125,189
2,64,125,189,37,64,125,189
2,64,125,189,41,64,125,189
2,81,175,256,43,81,175,256
3,1,48,49,17,1,48,49
3,1,48,49,19,1,48,49
3,1,48,49,23,1,48,49
3,1,48,49,29,1,48,49
3,1,48,49,31,1,48,49
3,1,48,49,37,1,48,49
3,1,48,49,41,1,48,49
3,1,48,49,43,1,48,49
3,1,48,49,47,1,48,49
3,1,48,49,53,1,48,49
3,1,48,49,59,1,48,49
3,1,48,49,61,1,48,49
3,1,48,49,67,1,48,49
3,1,48,49,71,1,48,49
3,1,48,49,73,1,48,49
3,1,48,49,79,1,48,49
3,1,48,49,83,1,48,49
3,1,48,49,89,1,48,49
3,1,48,49,97,1,48,49
3,1,48,49,101,1,48,49
3,1,63,64,17,1,63,64
3,1,63,64,19,1,63,64
3,1,63,64,23,1,63,64
3,1,63,64,29,1,63,64
3,1,63,64,31,1,63,64
3,1,63,64,37,1,63,64
3,1,63,64,41,1,63,64
3,1,63,64,43,1,63,64
3,1,63,64,47,1,63,64
3,1,63,64,53,1,63,64
3,1,63,64,59,1,63,64
3,1,63,64,61,1,63,64
3,1,63,64,67,1,63,64
3,1,63,64,71,1,63,64
3,1,63,64,73,1,63,64
3,1,80,81,13,1,80,81
3,1,80,81,17,1,80,81
3,1,80,81,19,1,80,81
3,1,80,81,23,1,80,81
3,1,80,81,29,1,80,81
3,1,80,81,31,1,80,81
3,1,80,81,37,1,80,81
3,1,80,81,41,1,80,81
3,1,80,81,43,1,80,81
3,1,80,81,47,1,80,81
3,1,80,81,53,1,80,81
3,1,80,81,59,1,80,81
3,1,80,81,61,1,80,81
3,1,80,81,67,1,80,81
3,1,80,81,71,1,80,81
3,1,80,81,73,1,80,81
3,1,80,81,79,1,80,81
3,1,80,81,83,1,80,81
3,1,80,81,89,1,80,81
3,1,125,126,31,1,125,126
3,1,125,126,37,1,125,126
3,1,125,126,41,1,125,126
3,1,125,126,43,1,125,126
3,1,125,126,47,1,125,126
3,1,125,126,53,1,125,126
3,1,125,126,59,1,125,126
3,1,125,126,61,1,125,126
3,1,125,126,67,1,125,126
3,1,125,126,71,1,125,126
3,1,125,126,73,1,125,126
3,1,125,126,79,1,125,126
3,1,125,126,83,1,125,126
3,1,125,126,89,1,125,126
3,1,125,126,97,1,125,126
3,1,125,126,101,1,125,126
3,1,125,126,103,1,125,126
3,1,125,126,107,1,125,126
3,1,125,126,109,1,125,126
3,1,125,126,113,1,125,126
3,1,125,126,127,1,125,126
3,1,125,126,131,1,125,126
3,1,224,225,31,1,224,225
3,1,224,225,37,1,224,225
3,1,224,225,41,1,224,225
3,1,224,225,43,1,224,225
3,1,224,225,47,1,224,225
3,1,224,225,53,1,224,225
3,1,224,225,59,1,224,225
3,1,224,225,61,1,224,225
3,1,224,225,67,1,224,225
3,1,224,225,71,1,224,225
3,1,224,225,73,1,224,225
3,1,224,225,79,1,224,225
3,1,224,225,83,1,224,225
3,1,224,225,89,1,224,225
3,1,224,225,97,1,224,225
3,1,224,225,101,1,224,225
3,1,224,225,103,1,224,225
3,1,224,225,107,1,224,225
3,1,224,225,109,1,224,225
3,1,224,225,113,1,224,225
3,1,224,225,127,1,224,225
3,1,242,243,29,1,242,243
3,1,242,243,31,1,242,243
3,1,242,243,37,1,242,243
3,1,242,243,41,1,242,243
3,1,242,243,43,1,242,243
3,1,242,243,47,1,242,243
3,1,242,243,53,1,242,243
3,1,242,243,59,1,242,243
3,1,242,243,61,1,242,243
3,1,242,243,67,1,242,243
3,1,242,243,71,1,242,243
3,1,242,243,73,1,242,243
3,1,242,243,79,1,242,243
3,1,242,243,83,1,242,243
3,1,242,243,89,1,242,243
3,1,242,243,97,1,242,243
3,1,242,243,101,1,242,243
3,1,242,243,103,1,242,243
3,1,242,243,107,1,242,243
3,1,242,243,109,1,242,243
3,1,242,243,113,1,242,243
3,1,287,288,89,1,287,288
3,1,287,288,97,1,287,288
3,1,287,288,101,1,287,288
3,1,287,288,103,1,287,288
3,1,287,288,107,1,287,288
3,1,287,288,109,1,287,288
3,1,287,288,113,1,287,288
3,1,288,289,37,1,288,289
3,1,288,289,41,1,288,289
3,1,288,289,43,1,288,289
3,1,288,289,47,1,288,289
3,1,288,289,71,1,288,289
3,1,288,289,73,1,288,289
3,1,288,289,79,1,288,289
3,1,288,289,83,1,288,289
3,1,288,289,89,1,288,289
3,1,324,325,83,1,324,325
3,1,324,325,89,1,324,325
3,1,324,325,97,1,324,325
3,1,342,343,127,1,342,343
3,1,342,343,131,1,342,343
3,1,342,343,137,1,342,343
3,1,343,344,89,1,343,344
3,1,343,344,97,1,343,344
3,1,343,344,101,1,343,344
3,1,624,625,83,1,624,625
3,1,675,676,107,1,675,676
3,1,675,676,109,1,675,676
3,1,675,676,113,1,675,676
3,1,675,676,127,1,675,676
3,100,243,343,31,100,243,343
4,1,63,64,17,1,63,64
4,1,63,64,19,1,63,64
4,1,63,64,23,1,63,64
4,1,63,64,29,1,63,64
4,1,63,64,31,1,63,64
4,1,63,64,37,1,63,64
4,1,63,64,41,1,63,64
4,1,63,64,43,1,63,64
4,1,63,64,47,1,63,64
4,1,63,64,53,1,63,64
4,1,63,64,59,1,63,64
4,1,63,64,61,1,63,64
4,1,63,64,67,1,63,64
4,1,63,64,71,1,63,64
4,1,63,64,73,1,63,64
4,1,63,64,79,1,63,64
4,1,63,64,83,1,63,64
4,1,63,64,89,1,63,64
4,1,63,64,97,1,63,64
4,1,63,64,101,1,63,64
4,1,63,64,103,1,63,64
4,1,80,81,13,1,80,81
4,1,80,81,17,1,80,81
4,1,80,81,19,1,80,81
4,1,80,81,23,1,80,81
4,1,80,81,29,1,80,81
4,1,80,81,31,1,80,81
4,1,80,81,37,1,80,81
4,1,80,81,41,1,80,81
4,1,80,81,43,1,80,81
4,1,80,81,47,1,80,81
4,1,80,81,53,1,80,81
4,1,80,81,59,1,80,81
4,1,80,81,61,1,80,81
4,1,80,81,67,1,80,81
4,1,80,81,71,1,80,81
4,1,80,81,73,1,80,81
4,1,80,81,79,1,80,81
4,1,80,81,83,1,80,81
4,1,80,81,89,1,80,81
4,1,80,81,97,1,80,81
4,1,80,81,101,1,80,81
4,1,80,81,103,1,80,81
4,1,80,81,107,1,80,81
4,1,80,81,109,1,80,81
4,1,80,81,113,1,80,81
4,1,125,126,31,1,125,126
4,1,125,126,37,1,125,126
4,1,125,126,41,1,125,126
4,1,125,126,43,1,125,126
4,1,125,126,47,1,125,126
4,1,125,126,53,1,125,126
4,1,125,126,59,1,125,126
4,1,125,126,61,1,125,126
4,1,125,126,67,1,125,126
4,1,125,126,71,1,125,126
4,1,125,126,73,1,125,126
4,1,125,126,79,1,125,126
4,1,125,126,83,1,125,126
4,1,125,126,89,1,125,126
4,1,125,126,97,1,125,126
4,1,125,126,101,1,125,126
4,1,125,126,103,1,125,126
4,1,125,126,107,1,125,126
4,1,125,126,109,1,125,126
4,1,125,126,113,1,125,126
4,1,224,225,31,1,224,225
4,1,224,225,37,1,224,225
4,1,224,225,41,1,224,225
4,1,224,225,43,1,224,225
4,1,224,225,47,1,224,225
4,1,224,225,53,1,224,225
4,1,224,225,59,1,224,225
4,1,224,225,61,1,224,225
4,1,224,225,67,1,224,225
4,1,224,225,71,1,224,225
4,1,224,225,73,1,224,225
4,1,224,225,79,1,224,225
4,1,224,225,83,1,224,225
4,1,224,225,89,1,224,225
4,1,224,225,97,1,224,225
4,1,242,243,29,1,242,243
4,1,242,243,31,1,242,243
4,1,242,243,37,1,242,243
4,1,242,243,41,1,242,243
4,1,242,243,43,1,242,243
4,1,242,243,47,1,242,243
4,1,242,243,53,1,242,243
4,1,242,243,59,1,242,243
4,1,242,243,61,1,242,243
4,1,242,243,67,1,242,243
4,1,242,243,71,1,242,243
4,1,242,243,73,1,242,243
4,1,242,243,79,1,242,243
4,1,242,243,83,1,242,243
4,1,242,243,89,1,242,243
4,1,288,289,37,1,288,289
4,1,288,289,41,1,288,289
4,1,288,289,43,1,288,289
4,1,288,289,47,1,288,289
4,1,288,289,53,1,288,289
4,1,288,289,59,1,288,289
4,1,288,289,61,1,288,289
4,1,288,289,71,1,288,289
4,1,288,289,73,1,288,289
4,1,288,289,79,1,288,289
4,1,288,289,83,1,288,289
4,1,288,289,89,1,288,289
4,1,288,289,97,1,288,289
4,1,288,289,101,1,288,289
4,1,288,289,103,1,288,289
4,1,288,289,107,1,288,289
4,1,288,289,109,1,288,289
4,1,288,289,113,1,288,289
4,1,288,289,127,1,288,289
4,1,324,325,83,1,324,325
4,1,324,325,89,1,324,325
4,1,324,325,97,1,324,325
4,1,324,325,101,1,324,325
4,1,324,325,103,1,324,325
4,1,324,325,107,1,324,325
4,1,324,325,109,1,324,325
4,1,324,325,113,1,324,325
4,1,324,325,127,1,324,325
4,1,324,325,131,1,324,325
4,1,343,344,89,1,343,344
4,1,343,344,97,1,343,344
4,1,343,344,101,1,343,344
4,1,343,344,103,1,343,344
4,1,343,344,107,1,343,344
4,1,343,344,109,1,343,344
4,1,343,344,113,1,343,344
4,1,343,344,127,1,343,344
4,1,343,344,131,1,343,344
4,1,512,513,79,1,512,513
4,1,512,513,83,1,512,513
4,1,512,513,89,1,512,513
4,1,512,513,97,1,512,513
4,1,512,513,101,1,512,513
4,1,512,513,103,1,512,513
4,1,512,513,107,1,512,513
4,1,512,513,109,1,512,513
4,1,512,513,113,1,512,513
5,1,63,64,17,1,63,64
5,1,63,64,19,1,63,64
5,1,63,64,23,1,63,64
5,1,63,64,29,1,63,64
5,1,63,64,31,1,63,64
5,1,63,64,37,1,63,64
5,1,63,64,41,1,63,64
5,1,63,64,43,1,63,64
5,1,63,64,47,1,63,64
5,1,63,64,53,1,63,64
5,1,63,64,59,1,63,64
5,1,63,64,61,1,63,64
5,1,63,64,67,1,63,64
5,1,63,64,71,1,63,64
5,1,63,64,73,1,63,64
5,1,63,64,79,1,63,64
5,1,63,64,83,1,63,64
5,1,63,64,89,1,63,64
5,1,63,64,97,1,63,64
5,1,63,64,101,1,63,64
5,1,63,64,103,1,63,64
5,1,63,64,107,1,63,64
5,1,63,64,109,1,63,64
5,1,63,64,113,1,63,64
5,1,63,64,127,1,63,64
5,1,63,64,131,1,63,64
