r,a,b,n,s,c,f,m
74,1,27,28,103,1,27,28
74,1,27,28,107,1,27,28
74,1,27,28,109,1,27,28
74,1,27,28,113,1,27,28
74,1,63,64,79,1,63,64
74,1,63,64,83,1,63,64
74,1,63,64,89,1,63,64
74,1,63,64,97,1,63,64
74,1,63,64,101,1,63,64
74,1,63,64,103,1,63,64
74,1,63,64,107,1,63,64
74,1,63,64,109,1,63,64
74,1,63,64,113,1,63,64
74,1,80,81,79,1,80,81
74,1,80,81,83,1,80,81
74,1,80,81,87,1,80,81
74,1,80,81,89,1,80,81
74,1,80,81,93,1,80,81
74,1,80,81,97,1,80,81
74,1,80,81,101,1,80,81
74,1,80,81,103,1,80,81
74,1,80,81,107,1,80,81
74,1,80,81,109,1,80,81
74,1,80,81,113,1,80,81
74,1,125,126,79,1,125,126
74,1,125,126,83,1,125,126
74,1,125,126,89,1,125,126
74,1,125,126,97,1,125,126
74,1,125,126,101,1,125,126
74,1,125,126,103,1,125,126
74,1,125,126,107,1,125,126
74,1,125,126,109,1,125,126
74,1,125,126,113,1,125,126
74,1,224,225,79,1,224,225
74,1,224,225,83,1,224,225
74,1,224,225,89,1,224,225
74,1,224,225,93,1,224,225
74,1,224,225,97,1,224,225
74,1,224,225,101,1,224,225
74,1,224,225,103,1,224,225
74,1,242,243,79,1,242,243
74,1,242,243,83,1,242,243
74,1,242,243,89,1,242,243
74,1,242,243,97,1,242,243
74,1,242,243,101,1,242,243
74,1,242,243,103,1,242,243
74,1,242,243,107,1,242,243
74,1,242,243,109,1,242,243
74,1,242,243,113,1,242,243
74,1,288,289,79,1,288,289
74,1,288,289,83,1,288,289
74,1,288,289,89,1,288,289
74,1,288,289,97,1,288,289
74,1,288,289,101,1,288,289
74,1,288,289,103,1,288,289
74,1,288,289,107,1,288,289
74,1,288,289,109,1,288,289
74,1,288,289,113,1,288,289
74,1,288,289,127,1,288,289
74,1,288,289,131,1,288,289
74,1,2400,2401,79,1,2400,2401
74,1,2400,2401,83,1,2400,2401
74,1,2400,2401,89,1,2400,2401
74,1,2400,2401,97,1,2400,2401
74,1,2400,2401,101,1,2400,2401
74,1,2400,2401,103,1,2400,2401
74,1,2400,2401,107,1,2400,2401
74,1,2400,2401,109,1,2400,2401
74,1,2400,2401,113,1,2400,2401
76,1,63,64,79,1,63,64
76,1,63,64,83,1,63,64
76,1,63,64,89,1,63,64
76,1,63,64,97,1,63,64
76,1,63,64,101,1,63,64
76,1,63,64,103,1,63,64
78,1,80,81,79,1,80,81
78,1,80,81,83,1,80,81
78,1,80,81,89,1,80,81
78,1,80,81,97,1,80,81
78,1,80,81,101,1,80,81
78,1,80,81,103,1,80,81
79,1,15,16,83,1,15,16
79,1,24,25,82,1,24,25
79,1,24,25,83,1,24,25
79,1,24,25,86,1,24,25
79,1,24,25,89,1,24,25
79,1,24,25,94,1,24,25
79,1,24,25,97,1,24,25
79,1,24,25,101,1,24,25
79,1,24,25,103,1,24,25
79,1,24,25,106,1,24,25
79,1,24,25,107,1,24,25
79,1,24,25,109,1,24,25
79,1,27,28,82,1,27,28
79,1,27,28,83,1,27,28
79,1,27,28,86,1,27,28
79,1,27,28,89,1,27,28
79,1,27,28,94,1,27,28
79,1,27,28,97,1,27,28
79,1,27,28,101,1,27,28
79,1,27,28,103,1,27,28
79,1,27,28,106,1,27,28
79,1,27,28,107,1,27,28
79,1,27,28,109,1,27,28
79,1,27,28,113,1,27,28
79,1,27,28,118,1,27,28
79,1,32,33,83,1,32,33
79,1,32,33,89,1,32,33
79,1,35,36,83,1,35,36
79,1,35,36,89,1,35,36
79,1,35,36,97,1,35,36
79,1,35,36,101,1,35,36
79,1,35,36,103,1,35,36
79,1,35,36,107,1,35,36
79,1,48,49,83,1,48,49
79,1,48,49,87,1,48,49
79,1,48,49,89,1,48,49
79,1,48,49,93,1,48,49
79,1,48,49,97,1,48,49
79,1,48,49,101,1,48,49
79,1,48,49,103,1,48,49
79,1,48,49,107,1,48,49
79,1,48,49,109,1,48,49
79,1,48,49,113,1,48,49
79,1,49,50,83,1,49,50
79,1,49,50,89,1,49,50
79,1,49,50,97,1,49,50
79,1,49,50,101,1,49,50
79,1,49,50,103,1,49,50
79,1,49,50,107,1,49,50
79,1,49,50,109,1,49,50
79,1,63,64,82,1,63,64
79,1,63,64,83,1,63,64
79,1,63,64,85,1,63,64
79,1,63,64,86,1,63,64
79,1,63,64,89,1,63,64
79,1,63,64,92,1,63,64
79,1,63,64,94,1,63,64
79,1,63,64,95,1,63,64
79,1,63,64,97,1,63,64
79,1,63,64,101,1,63,64
79,1,63,64,103,1,63,64
79,1,63,64,106,1,63,64
79,1,63,64,107,1,63,64
79,1,63,64,109,1,63,64
79,1,63,64,113,1,63,64
79,1,63,64,115,1,63,64
79,1,63,64,118,1,63,64
79,1,63,64,122,1,63,64
79,1,63,64,127,1,63,64
79,1,63,64,131,1,63,64
79,1,64,65,83,1,64,65
79,1,64,65,89,1,64,65
79,1,64,65,97,1,64,65
79,1,64,65,101,1,64,65
79,1,64,65,103,1,64,65
79,1,64,65,107,1,64,65
79,1,80,81,82,1,80,81
79,1,80,81,83,1,80,81
79,1,80,81,85,1,80,81
79,1,80,81,86,1,80,81
79,1,80,81,87,1,80,81
79,1,80,81,89,1,80,81
79,1,80,81,91,1,80,81
79,1,80,81,92,1,80,81
79,1,80,81,93,1,80,81
79,1,80,81,94,1,80,81
79,1,80,81,97,1,80,81
79,1,80,81,101,1,80,81
79,1,80,81,102,1,80,81
79,1,80,81,103,1,80,81
79,1,80,81,106,1,80,81
79,1,80,81,107,1,80,81
79,1,80,81,109,1,80,81
79,1,80,81,113,1,80,81
79,1,80,81,116,1,80,81
79,1,80,81,118,1,80,81
79,1,80,81,119,1,80,81
79,1,80,81,122,1,80,81
79,1,80,81,124,1,80,81
79,1,98,99,83,1,98,99
79,1,98,99,89,1,98,99
79,1,98,99,94,1,98,99
79,1,98,99,97,1,98,99
79,1,98,99,101,1,98,99
79,1,98,99,103,1,98,99
79,1,98,99,106,1,98,99
79,1,98,99,107,1,98,99
79,1,98,99,109,1,98,99
79,1,98,99,113,1,98,99
79,1,98,99,118,1,98,99
79,1,124,125,83,1,124,125
79,1,124,125,89,1,124,125
79,1,124,125,93,3,125,128
79,1,124,125,97,1,124,125
79,1,124,125,101,1,124,125
79,1,124,125,103,1,124,125
79,1,124,125,107,1,124,125
79,1,124,125,109,1,124,125
79,1,124,125,113,1,124,125
79,1,124,125,124,3,125,128
79,1,124,125,127,1,124,125
79,1,124,125,131,1,124,125
79,1,124,125,134,1,124,125
79,1,125,126,82,1,125,126
79,1,125,126,83,1,125,126
79,1,125,126,86,1,125,126
79,1,125,126,89,1,125,126
79,1,125,126,93,1,125,126
79,1,125,126,94,1,125,126
79,1,125,126,97,1,125,126
79,1,125,126,101,1,125,126
79,1,125,126,103,1,125,126
79,1,125,126,106,1,125,126
79,1,125,126,107,1,125,126
79,1,125,126,109,1,125,126
79,1,125,126,113,1,125,126
79,1,125,126,118,1,125,126
79,1,125,126,122,1,125,126
79,1,125,126,124,1,125,126
79,1,125,126,127,1,125,126
79,1,125,126,129,1,125,126
79,1,125,126,131,1,125,126
79,1,144,145,83,1,144,145
79,1,144,145,89,1,144,145
79,1,144,145,97,1,144,145
79,1,144,145,101,1,144,145
79,1,144,145,103,1,144,145
79,1,144,145,107,1,144,145
79,1,144,145,109,1,144,145
79,1,224,225,82,1,224,225
79,1,224,225,83,1,224,225
79,1,224,225,86,1,224,225
79,1,224,225,89,1,224,225
79,1,224,225,93,1,224,225
79,1,224,225,94,1,224,225
79,1,224,225,97,1,224,225
79,1,224,225,101,1,224,225
79,1,224,225,103,1,224,225
79,1,224,225,107,1,224,225
79,1,224,225,109,1,224,225
79,1,224,225,113,1,224,225
79,1,224,225,127,1,224,225
79,1,242,243,82,1,242,243
79,1,242,243,83,1,242,243
79,1,242,243,86,1,242,243
79,1,242,243,87,1,242,243
79,1,242,243,89,1,242,243
79,1,242,243,93,1,242,243
79,1,242,243,94,1,242,243
79,1,242,243,97,1,242,243
79,1,242,243,101,1,242,243
79,1,242,243,103,1,242,243
79,1,242,243,106,1,242,243
79,1,242,243,107,1,242,243
79,1,242,243,109,1,242,243
79,1,242,243,111,1,242,243
79,1,242,243,113,1,242,243
79,1,242,243,118,1,242,243
79,1,242,243,122,1,242,243
79,1,288,289,82,1,288,289
79,1,288,289,83,1,288,289
79,1,288,289,86,1,288,289
79,1,288,289,89,1,288,289
79,1,288,289,94,1,288,289
79,1,288,289,97,1,288,289
79,1,288,289,101,1,288,289
79,1,288,289,103,1,288,289
79,1,288,289,106,1,288,289
79,1,288,289,107,1,288,289
79,1,288,289,109,1,288,289
79,1,288,289,113,1,288,289
79,1,288,289,118,1,288,289
79,1,288,289,122,1,288,289
79,1,288,289,127,1,288,289
79,1,288,289,131,1,288,289
79,1,512,513,82,1,512,513
79,1,512,513,83,1,512,513
79,1,512,513,86,1,512,513
79,1,512,513,89,1,512,513
79,1,512,513,94,1,512,513
79,1,512,513,97,1,512,513
79,1,512,513,101,1,512,513
79,1,512,513,103,1,512,513
79,1,512,513,106,1,512,513
79,1,512,513,107,1,512,513
79,1,512,513,109,1,512,513
79,1,512,513,113,1,512,513
79,1,512,513,118,1,512,513
79,1,512,513,122,1,512,513
79,1,512,513,127,1,512,513
79,1,512,513,131,1,512,513
79,1,512,513,134,1,512,513
79,1,512,513,137,1,512,513
79,1,960,961,83,1,960,961
79,1,960,961,89,1,960,961
79,1,960,961,97,1,960,961
79,1,960,961,101,1,960,961
79,1,960,961,103,1,960,961
79,1,960,961,107,1,960,961
79,1,960,961,109,1,960,961
79,1,960,961,113,1,960,961
79,1,960,961,127,1,960,961
79,1,960,961,131,1,960,961
79,1,1088,1089,83,1,1088,1089
79,1,1088,1089,89,1,1088,1089
79,1,1088,1089,97,1,1088,1089
79,1,1088,1089,101,1,1088,1089
79,1,1088,1089,103,1,1088,1089
79,1,1088,1089,107,1,1088,1089
79,1,1088,1089,109,1,1088,1089
79,1,1088,1089,113,1,1088,1089
79,1,1088,1089,127,1,1088,1089
79,1,1088,1089,131,1,1088,1089
79,1,2400,2401,82,1,2400,2401
79,1,2400,2401,83,1,2400,2401
79,1,2400,2401,86,1,2400,2401
79,1,2400,2401,89,1,2400,2401
79,1,2400,2401,93,1,2400,2401
79,1,2400,2401,94,1,2400,2401
79,1,2400,2401,97,1,2400,2401
79,1,2400,2401,101,1,2400,2401
79,1,2400,2401,103,1,2400,2401
79,1,2400,2401,106,1,2400,2401
79,1,2400,2401,107,1,2400,2401
79,1,2400,2401,109,1,2400,2401
79,1,2400,2401,113,1,2400,2401
79,1,2400,2401,118,1,2400,2401
79,1,2400,2401,122,1,2400,2401
79,1,2400,2401,127,1,2400,2401
79,1,2400,2401,131,1,2400,2401
79,1,2400,2401,137,1,2400,2401
79,1,4374,4375,83,1,4374,4375
79,1,4374,4375,86,1,4374,4375
79,1,4374,4375,89,1,4374,4375
79,1,4374,4375,97,1,4374,4375
79,1,4374,4375,101,1,4374,4375
79,1,4374,4375,103,1,4374,4375
79,1,4374,4375,107,1,4374,4375
79,1,4374,4375,109,1,4374,4375
79,1,4374,4375,113,1,4374,4375
79,1,4374,4375,127,1,4374,4375
79,1,4374,4375,131,1,4374,4375
79,1,4374,4375,137,1,4374,4375
82,1,24,25,83,1,24,25
82,1,24,25,89,1,24,25
82,1,24,25,97,1,24,25
82,1,24,25,101,1,24,25
82,1,24,25,103,1,24,25
82,1,24,25,107,1,24,25
82,1,24,25,109,1,24,25
82,1,27,28,83,1,27,28
82,1,27,28,89,1,27,28
82,1,27,28,97,1,27,28
82,1,27,28,101,1,27,28
82,1,27,28,103,1,27,28
82,1,27,28,107,1,27,28
82,1,27,28,109,1,27,28
82,1,27,28,113,1,27,28
82,1,63,64,83,1,63,64
82,1,63,64,89,1,63,64
82,1,63,64,97,1,63,64
82,1,63,64,101,1,63,64
82,1,63,64,103,1,63,64
82,1,63,64,107,1,63,64
82,1,63,64,109,1,63,64
82,1,63,64,113,1,63,64
82,1,80,81,83,1,80,81
82,1,80,81,87,1,80,81
82,1,80,81,89,1,80,81
82,1,80,81,93,1,80,81
82,1,80,81,97,1,80,81
82,1,80,81,101,1,80,81
82,1,80,81,103,1,80,81
82,1,80,81,107,1,80,81
82,1,80,81,109,1,80,81
82,1,80,81,113,1,80,81
82,1,125,126,83,1,125,126
82,1,125,126,89,1,125,126
82,1,125,126,97,1,125,126
82,1,125,126,101,1,125,126
82,1,125,126,103,1,125,126
82,1,125,126,107,1,125,126
82,1,125,126,109,1,125,126
82,1,125,126,113,1,125,126
82,1,224,225,83,1,224,225
82,1,224,225,89,1,224,225
82,1,224,225,93,1,224,225
82,1,224,225,97,1,224,225
82,1,224,225,101,1,224,225
82,1,224,225,103,1,224,225
82,1,242,243,83,1,242,243
82,1,242,243,89,1,242,243
82,1,242,243,97,1,242,243
82,1,242,243,101,1,242,243
82,1,242,243,103,1,242,243
82,1,242,243,107,1,242,243
82,1,242,243,109,1,242,243
82,1,242,243,113,1,242,243
82,1,288,289,83,1,288,289
82,1,288,289,89,1,288,289
82,1,288,289,97,1,288,289
82,1,288,289,101,1,288,289
82,1,288,289,103,1,288,289
82,1,288,289,107,1,288,289
82,1,288,289,109,1,288,289
82,1,288,289,113,1,288,289
82,1,288,289,127,1,288,289
82,1,288,289,131,1,288,289
82,1,512,513,83,1,512,513
82,1,512,513,89,1,512,513
82,1,512,513,97,1,512,513
82,1,512,513,101,1,512,513
82,1,512,513,103,1,512,513
82,1,512,513,107,1,512,513
82,1,512,513,109,1,512,513
82,1,512,513,113,1,512,513
82,1,512,513,127,1,512,513
82,1,512,513,131,1,512,513
82,1,512,513,137,1,512,513
82,1,2400,2401,83,1,2400,2401
82,1,2400,2401,89,1,2400,2401
82,1,2400,2401,97,1,2400,2401
82,1,2400,2401,101,1,2400,2401
82,1,2400,2401,103,1,2400,2401
82,1,2400,2401,107,1,2400,2401
82,1,2400,2401,109,1,2400,2401
82,1,2400,2401,113,1,2400,2401
83,1,24,25,86,1,24,25
83,1,24,25,89,1,24,25
83,1,24,25,94,1,24,25
83,1,24,25,97,1,24,25
83,1,24,25,101,1,24,25
83,1,24,25,103,1,24,25
83,1,24,25,106,1,24,25
83,1,24,25,107,1,24,25
83,1,24,25,109,1,24,25
83,1,27,28,86,1,27,28
83,1,27,28,89,1,27,28
83,1,27,28,94,1,27,28
83,1,27,28,97,1,27,28
83,1,27,28,101,1,27,28
83,1,27,28,103,1,27,28
83,1,27,28,106,1,27,28
83,1,27,28,107,1,27,28
83,1,27,28,109,1,27,28
83,1,27,28,113,1,27,28
83,1,27,28,118,1,27,28
83,1,32,33,89,1,32,33
83,1,35,36,89,1,35,36
83,1,35,36,97,1,35,36
83,1,35,36,101,1,35,36
83,1,35,36,103,1,35,36
83,1,35,36,107,1,35,36
83,1,48,49,87,1,48,49
83,1,48,49,89,1,48,49
83,1,48,49,93,1,48,49
83,1,48,49,97,1,48,49
83,1,48,49,101,1,48,49
83,1,48,49,103,1,48,49
83,1,48,49,107,1,48,49
83,1,48,49,109,1,48,49
83,1,48,49,113,1,48,49
83,1,49,50,89,1,49,50
83,1,49,50,97,1,49,50
83,1,49,50,101,1,49,50
83,1,49,50,103,1,49,50
83,1,49,50,107,1,49,50
83,1,49,50,109,1,49,50
83,1,63,64,85,1,63,64
83,1,63,64,86,1,63,64
83,1,63,64,89,1,63,64
83,1,63,64,92,1,63,64
83,1,63,64,94,1,63,64
83,1,63,64,95,1,63,64
83,1,63,64,97,1,63,64
83,1,63,64,101,1,63,64
83,1,63,64,103,1,63,64
83,1,63,64,106,1,63,64
83,1,63,64,107,1,63,64
83,1,63,64,109,1,63,64
83,1,63,64,113,1,63,64
83,1,63,64,115,1,63,64
83,1,63,64,118,1,63,64
83,1,63,64,122,1,63,64
83,1,63,64,127,1,63,64
83,1,63,64,131,1,63,64
83,1,64,65,89,1,64,65
83,1,64,65,97,1,64,65
83,1,64,65,101,1,64,65
83,1,64,65,103,1,64,65
83,1,64,65,107,1,64,65
83,1,80,81,85,1,80,81
83,1,80,81,86,1,80,81
83,1,80,81,87,1,80,81
83,1,80,81,89,1,80,81
83,1,80,81,91,1,80,81
83,1,80,81,92,1,80,81
83,1,80,81,93,1,80,81
83,1,80,81,94,1,80,81
83,1,80,81,97,1,80,81
83,1,80,81,101,1,80,81
83,1,80,81,102,1,80,81
83,1,80,81,103,1,80,81
83,1,80,81,106,1,80,81
83,1,80,81,107,1,80,81
83,1,80,81,109,1,80,81
83,1,80,81,113,1,80,81
83,1,80,81,116,1,80,81
83,1,80,81,118,1,80,81
83,1,80,81,119,1,80,81
83,1,80,81,122,1,80,81
83,1,80,81,124,1,80,81
83,1,98,99,89,1,98,99
83,1,98,99,94,1,98,99
83,1,98,99,97,1,98,99
83,1,98,99,101,1,98,99
83,1,98,99,103,1,98,99
83,1,98,99,106,1,98,99
83,1,98,99,107,1,98,99
83,1,98,99,109,1,98,99
83,1,98,99,113,1,98,99
83,1,98,99,118,1,98,99
83,1,124,125,89,1,124,125
83,1,124,125,93,3,125,128
83,1,124,125,97,1,124,125
83,1,124,125,101,1,124,125
83,1,124,125,103,1,124,125
83,1,124,125,107,1,124,125
83,1,124,125,109,1,124,125
83,1,124,125,113,1,124,125
83,1,124,125,124,3,125,128
83,1,124,125,127,1,124,125
83,1,124,125,131,1,124,125
83,1,124,125,134,1,124,125
83,1,125,126,86,1,125,126
83,1,125,126,89,1,125,126
83,1,125,126,93,1,125,126
83,1,125,126,94,1,125,126
83,1,125,126,97,1,125,126
83,1,125,126,101,1,125,126
83,1,125,126,103,1,125,126
83,1,125,126,106,1,125,126
83,1,125,126,107,1,125,126
83,1,125,126,109,1,125,126
83,1,125,126,113,1,125,126
83,1,125,126,118,1,125,126
83,1,125,126,122,1,125,126
83,1,125,126,124,1,125,126
83,1,125,126,127,1,125,126
83,1,125,126,129,1,125,126
83,1,125,126,131,1,125,126
83,1,144,145,89,1,144,145
83,1,144,145,97,1,144,145
83,1,144,145,101,1,144,145
83,1,144,145,103,1,144,145
83,1,144,145,107,1,144,145
83,1,144,145,109,1,144,145
83,1,224,225,86,1,224,225
83,1,224,225,89,1,224,225
83,1,224,225,93,1,224,225
83,1,224,225,94,1,224,225
83,1,224,225,97,1,224,225
83,1,224,225,101,1,224,225
83,1,224,225,103,1,224,225
83,1,224,225,107,1,224,225
83,1,224,225,109,1,224,225
83,1,224,225,113,1,224,225
83,1,224,225,127,1,224,225
83,1,242,243,86,1,242,243
83,1,242,243,87,1,242,243
83,1,242,243,89,1,242,243
83,1,242,243,93,1,242,243
83,1,242,243,94,1,242,243
83,1,242,243,97,1,242,243
83,1,242,243,101,1,242,243
83,1,242,243,103,1,242,243
83,1,242,243,106,1,242,243
83,1,242,243,107,1,242,243
83,1,242,243,109,1,242,243
83,1,242,243,111,1,242,243
83,1,242,243,113,1,242,243
83,1,242,243,118,1,242,243
83,1,242,243,122,1,242,243
83,1,288,289,86,1,288,289
83,1,288,289,89,1,288,289
83,1,288,289,94,1,288,289
83,1,288,289,97,1,288,289
83,1,288,289,101,1,288,289
83,1,288,289,103,1,288,289
83,1,288,289,106,1,288,289
83,1,288,289,107,1,288,289
83,1,288,289,109,1,288,289
83,1,288,289,113,1,288,289
83,1,288,289,118,1,288,289
83,1,288,289,122,1,288,289
83,1,288,289,127,1,288,289
83,1,288,289,131,1,288,289
83,1,324,325,89,1,324,325
83,1,324,325,97,1,324,325
83,1,324,325,101,1,324,325
83,1,324,325,103,1,324,325
83,1,324,325,107,1,324,325
83,1,324,325,109,1,324,325
83,1,324,325,113,1,324,325
83,1,324,325,127,1,324,325
83,1,324,325,131,1,324,325
83,1,512,513,86,1,512,513
83,1,512,513,89,1,512,513
83,1,512,513,94,1,512,513
83,1,512,513,97,1,512,513
83,1,512,513,101,1,512,513
83,1,512,513,103,1,512,513
83,1,512,513,106,1,512,513
83,1,512,513,107,1,512,513
83,1,512,513,109,1,512,513
83,1,512,513,113,1,512,513
83,1,512,513,118,1,512,513
83,1,512,513,122,1,512,513
83,1,512,513,127,1,512,513
83,1,512,513,131,1,512,513
83,1,512,513,134,1,512,513
83,1,512,513,137,1,512,513
83,1,624,625,89,1,624,625
83,1,624,625,97,1,624,625
83,1,624,625,101,1,624,625
83,1,624,625,103,1,624,625
83,1,624,625,107,1,624,625
83,1,624,625,109,1,624,625
83,1,624,625,113,1,624,625
83,1,675,676,89,1,675,676
83,1,675,676,97,1,675,676
83,1,675,676,101,1,675,676
83,1,675,676,103,1,675,676
83,1,675,676,107,1,675,676
83,1,675,676,109,1,675,676
83,1,675,676,113,1,675,676
83,1,675,676,127,1,675,676
83,1,960,961,89,1,960,961
83,1,960,961,97,1,960,961
83,1,960,961,101,1,960,961
83,1,960,961,103,1,960,961
83,1,960,961,107,1,960,961
83,1,960,961,109,1,960,961
83,1,960,961,113,1,960,961
83,1,960,961,127,1,960,961
83,1,960,961,131,1,960,961
83,1,1024,1025,89,1,1024,1025
83,1,1024,1025,97,1,1024,1025
83,1,1024,1025,101,1,1024,1025
83,1,1024,1025,103,1,1024,1025
83,1,1024,1025,107,1,1024,1025
83,1,1024,1025,109,1,1024,1025
83,1,1024,1025,113,1,1024,1025
83,1,1024,1025,127,1,1024,1025
83,1,1024,1025,131,1,1024,1025
83,1,1088,1089,89,1,1088,1089
83,1,1088,1089,97,1,1088,1089
83,1,1088,1089,101,1,1088,1089
83,1,1088,1089,103,1,1088,1089
83,1,1088,1089,107,1,1088,1089
83,1,1088,1089,109,1,1088,1089
83,1,1088,1089,113,1,1088,1089
83,1,1088,1089,127,1,1088,1089
83,1,1088,1089,131,1,1088,1089
83,1,2400,2401,86,1,2400,2401
83,1,2400,2401,89,1,2400,2401
83,1,2400,2401,93,1,2400,2401
83,1,2400,2401,94,1,2400,2401
83,1,2400,2401,97,1,2400,2401
83,1,2400,2401,101,1,2400,2401
83,1,2400,2401,103,1,2400,2401
83,1,2400,2401,106,1,2400,2401
83,1,2400,2401,107,1,2400,2401
83,1,2400,2401,109,1,2400,2401
83,1,2400,2401,113,1,2400,2401
83,1,2400,2401,118,1,2400,2401
83,1,2400,2401,122,1,2400,2401
83,1,2400,2401,127,1,2400,2401
83,1,2400,2401,131,1,2400,2401
83,1,2400,2401,137,1,2400,2401
83,1,4374,4375,86,1,4374,4375
83,1,4374,4375,89,1,4374,4375
83,1,4374,4375,97,1,4374,4375
83,1,4374,4375,101,1,4374,4375
83,1,4374,4375,103,1,4374,4375
83,1,4374,4375,107,1,4374,4375
83,1,4374,4375,109,1,4374,4375
83,1,4374,4375,113,1,4374,4375
83,1,4374,4375,127,1,4374,4375
83,1,4374,4375,131,1,4374,4375
83,1,4374,4375,137,1,4374,4375
85,1,63,64,89,1,63,64
85,1,63,64,97,1,63,64
85,1,63,64,101,1,63,64
85,1,63,64,103,1,63,64
85,1,63,64,107,1,63,64
85,1,63,64,109,1,63,64
85,1,63,64,113,1,63,64
85,1,63,64,127,1,63,64
85,1,63,64,131,1,63,64
86,1,24,25,89,1,24,25
86,1,24,25,97,1,24,25
86,1,24,25,101,1,24,25
86,1,24,25,103,1,24,25
86,1,24,25,107,1,24,25
86,1,24,25,109,1,24,25
86,1,27,28,89,1,27,28
86,1,27,28,97,1,27,28
86,1,27,28,101,1,27,28
86,1,27,28,103,1,27,28
86,1,27,28,107,1,27,28
86,1,27,28,109,1,27,28
86,1,27,28,113,1,27,28
86,1,63,64,89,1,63,64
86,1,63,64,97,1,63,64
86,1,63,64,101,1,63,64
86,1,63,64,103,1,63,64
86,1,63,64,107,1,63,64
86,1,63,64,109,1,63,64
86,1,63,64,113,1,63,64
86,1,80,81,87,1,80,81
86,1,80,81,89,1,80,81
86,1,80,81,93,1,80,81
86,1,80,81,97,1,80,81
86,1,80,81,101,1,80,81
86,1,80,81,103,1,80,81
86,1,80,81,107,1,80,81
86,1,80,81,109,1,80,81
86,1,80,81,113,1,80,81
86,1,125,126,89,1,125,126
86,1,125,126,97,1,125,126
86,1,125,126,101,1,125,126
86,1,125,126,103,1,125,126
86,1,125,126,107,1,125,126
86,1,125,126,109,1,125,126
86,1,125,126,113,1,125,126
86,1,224,225,89,1,224,225
86,1,224,225,93,1,224,225
86,1,224,225,97,1,224,225
86,1,224,225,101,1,224,225
86,1,224,225,103,1,224,225
86,1,242,243,89,1,242,243
86,1,242,243,97,1,242,243
86,1,242,243,101,1,242,243
86,1,242,243,103,1,242,243
86,1,242,243,107,1,242,243
86,1,242,243,109,1,242,243
86,1,242,243,113,1,242,243
86,1,288,289,89,1,288,289
86,1,288,289,97,1,288,289
86,1,288,289,101,1,288,289
86,1,288,289,103,1,288,289
86,1,288,289,107,1,288,289
86,1,288,289,109,1,288,289
86,1,288,289,113,1,288,289
86,1,288,289,127,1,288,289
86,1,288,289,131,1,288,289
86,1,512,513,89,1,512,513
86,1,512,513,97,1,512,513
86,1,512,513,101,1,512,513
86,1,512,513,103,1,512,513
86,1,512,513,107,1,512,513
86,1,512,513,109,1,512,513
86,1,512,513,113,1,512,513
86,1,512,513,127,1,512,513
86,1,512,513,131,1,512,513
86,1,512,513,137,1,512,513
86,1,2400,2401,89,1,2400,2401
86,1,2400,2401,97,1,2400,2401
86,1,2400,2401,101,1,2400,2401
86,1,2400,2401,103,1,2400,2401
86,1,2400,2401,107,1,2400,2401
86,1,2400,2401,109,1,2400,2401
86,1,2400,2401,113,1,2400,2401
86,1,2400,2401,127,1,2400,2401
86,1,4374,4375,89,1,4374,4375
87,1,48,49,89,1,48,49
87,1,48,49,97,1,48,49
87,1,48,49,101,1,48,49
87,1,80,81,89,1,80,81
87,1,80,81,94,1,80,81
87,1,80,81,97,1,80,81
87,1,80,81,101,1,80,81
87,1,80,81,103,1,80,81
87,1,242,243,89,1,242,243
87,1,242,243,97,1,242,243
87,1,242,243,101,1,242,243
87,1,242,243,103,1,242,243
87,1,242,243,107,1,242,243
87,1,242,243,109,1,242,243
87,1,242,243,113,1,242,243
89,1,24,25,94,1,24,25
89,1,24,25,97,1,24,25
89,1,24,25,101,1,24,25
89,1,24,25,103,1,24,25
89,1,24,25,106,1,24,25
89,1,24,25,107,1,24,25
89,1,24,25,109,1,24,25
89,1,27,28,94,1,27,28
89,1,27,28,97,1,27,28
89,1,27,28,101,1,27,28
89,1,27,28,103,1,27,28
89,1,27,28,106,1,27,28
89,1,27,28,107,1,27,28
89,1,27,28,109,1,27,28
89,1,27,28,113,1,27,28
89,1,27,28,118,1,27,28
89,1,35,36,97,1,35,36
89,1,35,36,101,1,35,36
89,1,35,36,103,1,35,36
89,1,35,36,107,1,35,36
89,1,48,49,93,1,48,49
89,1,48,49,97,1,48,49
89,1,48,49,101,1,48,49
89,1,48,49,103,1,48,49
89,1,48,49,107,1,48,49
89,1,48,49,109,1,48,49
89,1,48,49,113,1,48,49
89,1,49,50,97,1,49,50
89,1,49,50,101,1,49,50
89,1,49,50,103,1,49,50
89,1,49,50,107,1,49,50
89,1,49,50,109,1,49,50
89,1,63,64,92,1,63,64
89,1,63,64,94,1,63,64
89,1,63,64,95,1,63,64
89,1,63,64,97,1,63,64
89,1,63,64,101,1,63,64
89,1,63,64,103,1,63,64
89,1,63,64,106,1,63,64
89,1,63,64,107,1,63,64
89,1,63,64,109,1,63,64
89,1,63,64,113,1,63,64
89,1,63,64,115,1,63,64
89,1,63,64,118,1,63,64
89,1,63,64,122,1,63,64
89,1,63,64,127,1,63,64
89,1,63,64,131,1,63,64
89,1,64,65,97,1,64,65
89,1,64,65,101,1,64,65
89,1,64,65,103,1,64,65
89,1,64,65,107,1,64,65
89,1,80,81,91,1,80,81
89,1,80,81,92,1,80,81
89,1,80,81,93,1,80,81
