U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
15,1846,71,71,0,71,71,26,195,1,196
15,1846,256,256,0,1,1,1846,2145,256,2401
15,1846,1136,568,0,71,71,26,75,16,91
15,1846,1372,686,0,1,1,1846,825,1372,2197
15,1846,1846,923,0,1,1,1846,5625,3692,9317
15,1848,12,12,0,12,12,154,195,1,196
15,1848,42,42,0,42,42,44,120,1,121
15,1848,48,48,0,12,12,154,165,4,169
15,1848,88,176,0,44,44,42,45,4,49
15,1848,264,528,0,132,132,14,45,4,49
15,1848,588,588,0,12,12,154,120,49,169
15,1848,768,768,0,12,12,154,105,64,169
15,1856,29,29,0,29,29,64,120,1,121
15,1860,15,15,0,15,15,124,960,1,961
15,1862,266,532,0,133,133,14,45,4,49
15,1862,1792,1792,0,7,7,266,105,256,361
15,1870,40,80,0,5,5,374,2025,32,2057
15,1870,55,55,0,55,55,34,255,1,256
15,1870,352,352,0,11,11,170,225,64,289
15,1870,1445,1445,0,5,5,374,1920,289,2209
15,1872,72,72,0,72,72,26,195,1,196
15,1872,1152,576,0,72,72,26,75,16,91
15,1876,14,14,0,14,14,134,255,1,256
15,1876,188,376,0,2,2,938,2025,376,2401
15,1876,268,536,0,134,134,14,45,4,49
15,1880,470,940,0,5,5,376,2025,376,2401
15,1888,8,8,0,8,8,236,255,1,256
15,1888,16,64,0,8,8,236,405,8,413
15,1888,256,512,0,2,2,944,2025,512,2537
15,1890,90,180,0,45,45,42,45,4,49
15,1890,224,224,0,7,7,270,225,64,289
15,1890,270,540,0,135,135,14,45,4,49
15,1892,22,22,0,22,22,86,120,1,121
15,1892,43,43,0,43,43,44,120,1,121
15,1898,73,73,0,73,73,26,195,1,196
15,1898,1168,584,0,73,73,26,75,16,91
15,1904,14,14,0,14,14,136,255,1,256
15,1904,56,56,0,56,56,34,255,1,256
15,1904,224,224,0,7,7,272,225,64,289
15,1904,272,544,0,136,136,14,45,4,49
15,1904,392,784,0,2,2,952,2025,784,2809
15,1904,578,578,0,2,2,952,735,289,1024
15,1914,48,24,0,3,3,638,825,16,841
15,1918,274,548,0,137,137,14,45,4,49
15,1920,24,12,0,6,6,320,525,4,529
15,1920,30,30,0,30,30,64,120,1,121
15,1924,74,74,0,74,74,26,195,1,196
15,1924,1184,592,0,74,74,26,75,16,91
15,1932,3,3,0,3,3,644,735,1,736
