U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
9,1508,2,0,0,3,2,754,783,1,784
9,1508,58,0,0,58,58,26,63,1,64
9,1508,754,0,0,58,58,26,36,13,49
9,1512,27,0,0,27,27,56,63,1,64
9,1512,54,0,0,54,54,28,63,1,64
9,1512,108,0,0,108,108,14,63,1,64
9,1512,216,0,0,54,54,28,45,4,49
9,1512,280,0,0,14,14,108,81,40,121
9,1512,672,0,0,3,3,504,81,448,529
9,1516,320,0,0,2,2,758,6561,640,7201
9,1516,1444,0,0,2,2,758,243,1805,2048
9,1518,550,0,0,11,11,138,243,125,368
9,1518,722,0,0,1,1,1518,243,1805,2048
9,1518,1058,0,0,1,1,1518,243,2645,2888
9,1518,1375,0,0,11,11,138,36,125,161
9,1518,1472,0,0,1,1,1518,81,2944,3025
9,1520,8,0,0,8,8,190,360,1,361
9,1520,10,0,0,10,10,152,342,1,343
9,1520,38,0,0,38,38,40,63,1,64
9,1520,40,0,0,40,40,38,360,1,361
9,1520,76,0,0,76,76,20,99,1,100
9,1520,152,0,0,38,38,40,45,4,49
9,1520,380,0,0,114,76,20,27,5,32
9,1520,640,0,0,10,10,152,81,128,209
9,1520,722,0,0,1,1,1520,243,1805,2048
9,1520,760,0,0,40,40,38,45,19,64
9,1520,1216,0,0,76,76,20,9,16,25
9,1520,1445,0,0,5,5,304,72,289,361
9,1520,1520,0,0,38,38,40,9,40,49
9,1520,1520,0,0,38,38,40,243,100,343
9,1520,1520,0,0,76,76,20,81,40,121
9,1526,109,0,0,109,109,14,63,1,64
9,1530,9,0,0,9,9,170,288,1,289
9,1530,45,0,0,45,45,34,288,1,289
9,1530,576,0,0,9,9,170,225,64,289
9,1530,816,0,0,3,3,510,81,544,625
9,1530,850,0,0,17,17,90,243,125,368
9,1530,1125,0,0,9,9,170,387,125,512
9,1534,59,0,0,59,59,26,63,1,64
9,1534,767,0,0,59,59,26,36,13,49
9,1536,12,0,0,18,12,128,675,1,676
9,1536,16,0,0,3,2,768,1323,8,1331
9,1536,48,0,0,48,48,32,288,1,289
9,1536,300,0,0,12,12,128,144,25,169
9,1538,550,0,0,1,1,1538,1701,1375,3076
9,1538,625,0,0,1,1,1538,6921,625,7546
9,1540,2,0,0,2,2,770,3087,1,3088
9,1540,2,0,0,3,2,770,3024,1,3025
9,1540,5,0,0,5,5,308,495,1,496
9,1540,10,0,0,15,10,154,351,1,352
9,1540,11,0,0,11,11,140,639,1,640
9,1540,55,0,0,55,55,28,63,1,64
9,1540,77,0,0,77,77,20,99,1,100
9,1540,110,0,0,110,110,14,63,1,64
9,1540,200,0,0,5,5,308,243,100,343
9,1540,220,0,0,55,55,28,45,4,49
9,1540,245,0,0,5,5,308,576,49,625
9,1540,275,0,0,5,5,308,288,55,343
9,1540,275,0,0,5,5,308,441,55,496
9,1540,280,0,0,14,14,110,81,40,121
9,1540,308,0,0,14,14,110,81,44,125
9,1540,320,0,0,5,5,308,279,64,343
9,1540,440,0,0,11,11,140,243,100,343
9,1540,539,0,0,11,11,140,576,49,625
9,1540,550,0,0,1,1,1540,2187,1925,4112
9,1540,560,0,0,14,14,110,243,100,343
9,1540,605,0,0,5,5,308,279,121,400
9,1540,605,0,0,5,5,308,504,121,625
9,1540,686,0,0,14,14,110,72,49,121
9,1540,686,0,0,14,14,110,576,49,625
9,1540,770,0,0,14,14,110,288,55,343
9,1540,781,0,0,11,11,140,441,71,512
9,1540,880,0,0,22,22,70,243,100,343
9,1540,1078,0,0,22,22,70,576,49,625
9,1540,1232,0,0,77,77,20,9,16,25
9,1540,1250,0,0,2,2,770,81,1250,1331
9,1540,1250,0,0,5,5,308,243,625,868
9,1540,1540,0,0,77,77,20,81,40,121
9,1548,750,0,0,6,6,258,387,125,512
9,1548,1536,0,0,3,3,516,567,1024,1591
9,1550,125,0,0,5,5,310,936,25,961
9,1550,248,0,0,31,31,50,117,8,125
9,1550,320,0,0,5,5,310,243,160,403
9,1550,775,0,0,31,31,50,144,25,169
9,1552,4,0,0,6,4,388,675,1,676
9,1554,3,0,0,3,3,518,4095,1,4096
9,1554,111,0,0,111,111,14,63,1,64
9,1554,147,0,0,3,3,518,576,49,625
9,1554,192,0,0,3,3,518,2997,128,3125
9,1554,384,0,0,3,3,518,3969,256,4225
9,1554,507,0,0,3,3,518,2331,169,2500
9,1554,1029,0,0,3,3,518,333,343,676
9,1554,1443,0,0,3,3,518,144,481,625
9,1554,1470,0,0,3,3,518,972,1225,2197
9,1554,1536,0,0,3,3,518,333,512,845
9,1554,1554,0,0,3,3,518,2187,1813,4000
