d,r,t,e1,a,b,n,defect1,s,u,e2,c,f,m,defect2,D,role_bound,correspondence_bound
70,17,7,10,1,80,81,17,89,7,10,1,80,81,89,7209,80,3026
70,19,7,10,1,80,81,19,89,1,70,1,80,81,89,7209,80,3382
70,19,7,10,1,80,81,19,89,7,10,1,80,81,89,7209,80,3382
70,23,7,10,1,80,81,23,89,1,70,1,80,81,89,7209,80,4094
70,23,7,10,1,80,81,23,89,7,10,1,80,81,89,7209,80,4094
70,29,7,10,1,80,81,29,89,1,70,1,80,81,89,7209,80,5162
70,29,7,10,1,80,81,29,89,7,10,1,80,81,89,7209,80,5162
70,31,7,10,1,80,81,31,89,1,70,1,80,81,89,7209,80,5518
70,31,7,10,1,80,81,31,89,7,10,1,80,81,89,7209,80,5518
70,37,7,10,1,80,81,37,89,1,70,1,80,81,89,7209,80,6586
70,37,7,10,1,80,81,37,89,7,10,1,80,81,89,7209,80,6586
70,41,7,10,1,80,81,41,89,1,70,1,80,81,89,7209,80,7298
70,41,7,10,1,80,81,41,89,7,10,1,80,81,89,7209,80,7298
70,43,7,10,1,80,81,43,89,1,70,1,80,81,89,7209,80,7654
70,43,7,10,1,80,81,43,89,7,10,1,80,81,89,7209,80,7654
70,47,7,10,1,80,81,47,89,1,70,1,80,81,89,7209,80,8366
70,47,7,10,1,80,81,47,89,7,10,1,80,81,89,7209,80,8366
70,53,7,10,1,80,81,53,89,1,70,1,80,81,89,7209,80,9434
70,53,7,10,1,80,81,53,89,7,10,1,80,81,89,7209,80,9434
70,59,7,10,1,80,81,59,89,1,70,1,80,81,89,7209,80,10502
70,59,7,10,1,80,81,59,89,7,10,1,80,81,89,7209,80,10502
70,61,7,10,1,80,81,61,89,1,70,1,80,81,89,7209,80,10858
70,61,7,10,1,80,81,61,89,7,10,1,80,81,89,7209,80,10858
70,67,7,10,1,80,81,67,89,1,70,1,80,81,89,7209,80,11926
70,67,7,10,1,80,81,67,89,7,10,1,80,81,89,7209,80,11926
70,71,7,10,1,80,81,71,89,1,70,1,80,81,89,7209,80,12638
70,71,7,10,1,80,81,71,89,7,10,1,80,81,89,7209,80,12638
70,73,1,70,1,80,81,73,89,1,70,1,80,81,89,7209,80,12994
70,73,1,70,1,80,81,73,89,7,10,1,80,81,89,7209,80,12994
70,73,7,10,1,80,81,73,89,1,70,1,80,81,89,7209,80,12994
70,73,7,10,1,80,81,73,89,7,10,1,80,81,89,7209,80,12994
70,79,1,70,1,80,81,79,89,1,70,1,80,81,89,7209,80,14062
70,79,1,70,1,80,81,79,89,7,10,1,80,81,89,7209,80,14062
70,79,7,10,1,80,81,79,89,1,70,1,80,81,89,7209,80,14062
70,79,7,10,1,80,81,79,89,7,10,1,80,81,89,7209,80,14062
70,83,1,70,1,80,81,83,89,1,70,1,80,81,89,7209,80,14774
70,83,1,70,1,80,81,83,89,7,10,1,80,81,89,7209,80,14774
70,83,7,10,1,80,81,83,89,1,70,1,80,81,89,7209,80,14774
70,83,7,10,1,80,81,83,89,7,10,1,80,81,89,7209,80,14774
70,1,1,70,1,80,81,1,91,7,10,1,80,81,13,7371,80,182
70,17,7,10,1,80,81,17,91,7,10,1,80,81,13,7371,80,3094
70,19,7,10,1,80,81,19,91,7,10,1,80,81,13,7371,80,3458
70,23,7,10,1,80,81,23,91,7,10,1,80,81,13,7371,80,4186
70,29,7,10,1,80,81,29,91,7,10,1,80,81,13,7371,80,5278
70,31,7,10,1,80,81,31,91,7,10,1,80,81,13,7371,80,5642
70,37,7,10,1,80,81,37,91,7,10,1,80,81,13,7371,80,6734
70,41,7,10,1,80,81,41,91,7,10,1,80,81,13,7371,80,7462
70,43,7,10,1,80,81,43,91,7,10,1,80,81,13,7371,80,7826
70,47,7,10,1,80,81,47,91,7,10,1,80,81,13,7371,80,8554
70,53,7,10,1,80,81,53,91,7,10,1,80,81,13,7371,80,9646
70,59,7,10,1,80,81,59,91,7,10,1,80,81,13,7371,80,10738
70,61,7,10,1,80,81,61,91,7,10,1,80,81,13,7371,80,11102
70,67,7,10,1,80,81,67,91,7,10,1,80,81,13,7371,80,12194
70,71,7,10,1,80,81,71,91,7,10,1,80,81,13,7371,80,12922
70,73,1,70,1,80,81,73,91,7,10,1,80,81,13,7371,80,13286
70,73,7,10,1,80,81,73,91,7,10,1,80,81,13,7371,80,13286
70,79,1,70,1,80,81,79,91,7,10,1,80,81,13,7371,80,14378
70,79,7,10,1,80,81,79,91,7,10,1,80,81,13,7371,80,14378
70,83,1,70,1,80,81,83,91,7,10,1,80,81,13,7371,80,15106
70,83,7,10,1,80,81,83,91,7,10,1,80,81,13,7371,80,15106
70,89,1,70,1,80,81,89,91,7,10,1,80,81,13,7371,80,16198
70,89,7,10,1,80,81,89,91,7,10,1,80,81,13,7371,80,16198
70,1,1,70,1,80,81,1,97,1,70,1,80,81,97,7857,80,194
70,1,1,70,1,80,81,1,97,7,10,1,80,81,97,7857,80,194
70,7,7,10,1,80,81,1,97,1,70,1,80,81,97,7857,80,1358
70,7,7,10,1,80,81,1,97,7,10,1,80,81,97,7857,80,1358
70,13,7,10,1,80,81,13,97,1,70,1,80,81,97,7857,80,2522
70,13,7,10,1,80,81,13,97,7,10,1,80,81,97,7857,80,2522
70,17,7,10,1,80,81,17,97,1,70,1,80,81,97,7857,80,3298
70,17,7,10,1,80,81,17,97,7,10,1,80,81,97,7857,80,3298
70,19,7,10,1,80,81,19,97,1,70,1,80,81,97,7857,80,3686
70,19,7,10,1,80,81,19,97,7,10,1,80,81,97,7857,80,3686
70,23,7,10,1,80,81,23,97,1,70,1,80,81,97,7857,80,4462
70,23,7,10,1,80,81,23,97,7,10,1,80,81,97,7857,80,4462
70,29,7,10,1,80,81,29,97,1,70,1,80,81,97,7857,80,5626
70,29,7,10,1,80,81,29,97,7,10,1,80,81,97,7857,80,5626
70,31,7,10,1,80,81,31,97,1,70,1,80,81,97,7857,80,6014
70,31,7,10,1,80,81,31,97,7,10,1,80,81,97,7857,80,6014
70,37,7,10,1,80,81,37,97,1,70,1,80,81,97,7857,80,7178
70,37,7,10,1,80,81,37,97,7,10,1,80,81,97,7857,80,7178
70,41,7,10,1,80,81,41,97,1,70,1,80,81,97,7857,80,7954
70,41,7,10,1,80,81,41,97,7,10,1,80,81,97,7857,80,7954
70,43,7,10,1,80,81,43,97,1,70,1,80,81,97,7857,80,8342
70,43,7,10,1,80,81,43,97,7,10,1,80,81,97,7857,80,8342
70,47,7,10,1,80,81,47,97,1,70,1,80,81,97,7857,80,9118
70,47,7,10,1,80,81,47,97,7,10,1,80,81,97,7857,80,9118
70,53,7,10,1,80,81,53,97,1,70,1,80,81,97,7857,80,10282
70,53,7,10,1,80,81,53,97,7,10,1,80,81,97,7857,80,10282
70,59,7,10,1,80,81,59,97,1,70,1,80,81,97,7857,80,11446
70,59,7,10,1,80,81,59,97,7,10,1,80,81,97,7857,80,11446
70,61,7,10,1,80,81,61,97,1,70,1,80,81,97,7857,80,11834
70,61,7,10,1,80,81,61,97,7,10,1,80,81,97,7857,80,11834
70,67,7,10,1,80,81,67,97,1,70,1,80,81,97,7857,80,12998
70,67,7,10,1,80,81,67,97,7,10,1,80,81,97,7857,80,12998
70,71,7,10,1,80,81,71,97,1,70,1,80,81,97,7857,80,13774
70,71,7,10,1,80,81,71,97,7,10,1,80,81,97,7857,80,13774
70,73,1,70,1,80,81,73,97,1,70,1,80,81,97,7857,80,14162
70,73,1,70,1,80,81,73,97,7,10,1,80,81,97,7857,80,14162
70,73,7,10,1,80,81,73,97,1,70,1,80,81,97,7857,80,14162
70,73,7,10,1,80,81,73,97,7,10,1,80,81,97,7857,80,14162
70,79,1,70,1,80,81,79,97,1,70,1,80,81,97,7857,80,15326
70,79,1,70,1,80,81,79,97,7,10,1,80,81,97,7857,80,15326
70,79,7,10,1,80,81,79,97,1,70,1,80,81,97,7857,80,15326
70,79,7,10,1,80,81,79,97,7,10,1,80,81,97,7857,80,15326
70,83,1,70,1,80,81,83,97,1,70,1,80,81,97,7857,80,16102
70,83,1,70,1,80,81,83,97,7,10,1,80,81,97,7857,80,16102
70,83,7,10,1,80,81,83,97,1,70,1,80,81,97,7857,80,16102
70,83,7,10,1,80,81,83,97,7,10,1,80,81,97,7857,80,16102
70,89,1,70,1,80,81,89,97,1,70,1,80,81,97,7857,80,17266
70,89,1,70,1,80,81,89,97,7,10,1,80,81,97,7857,80,17266
70,89,7,10,1,80,81,89,97,1,70,1,80,81,97,7857,80,17266
70,89,7,10,1,80,81,89,97,7,10,1,80,81,97,7857,80,17266
70,91,7,10,1,80,81,13,97,1,70,1,80,81,97,7857,80,17654
70,91,7,10,1,80,81,13,97,7,10,1,80,81,97,7857,80,17654
70,1,1,70,1,80,81,1,101,1,70,1,80,81,101,8181,80,202
70,1,1,70,1,80,81,1,101,7,10,1,80,81,101,8181,80,202
70,7,7,10,1,80,81,1,101,1,70,1,80,81,101,8181,80,1414
70,7,7,10,1,80,81,1,101,7,10,1,80,81,101,8181,80,1414
70,13,7,10,1,80,81,13,101,1,70,1,80,81,101,8181,80,2626
70,13,7,10,1,80,81,13,101,7,10,1,80,81,101,8181,80,2626
70,17,7,10,1,80,81,17,101,1,70,1,80,81,101,8181,80,3434
70,17,7,10,1,80,81,17,101,7,10,1,80,81,101,8181,80,3434
70,19,7,10,1,80,81,19,101,1,70,1,80,81,101,8181,80,3838
70,19,7,10,1,80,81,19,101,7,10,1,80,81,101,8181,80,3838
70,23,7,10,1,80,81,23,101,1,70,1,80,81,101,8181,80,4646
70,23,7,10,1,80,81,23,101,7,10,1,80,81,101,8181,80,4646
70,29,7,10,1,80,81,29,101,1,70,1,80,81,101,8181,80,5858
70,29,7,10,1,80,81,29,101,7,10,1,80,81,101,8181,80,5858
70,31,7,10,1,80,81,31,101,1,70,1,80,81,101,8181,80,6262
70,31,7,10,1,80,81,31,101,7,10,1,80,81,101,8181,80,6262
70,37,7,10,1,80,81,37,101,1,70,1,80,81,101,8181,80,7474
70,37,7,10,1,80,81,37,101,7,10,1,80,81,101,8181,80,7474
70,41,7,10,1,80,81,41,101,1,70,1,80,81,101,8181,80,8282
70,41,7,10,1,80,81,41,101,7,10,1,80,81,101,8181,80,8282
70,43,7,10,1,80,81,43,101,1,70,1,80,81,101,8181,80,8686
70,43,7,10,1,80,81,43,101,7,10,1,80,81,101,8181,80,8686
70,47,7,10,1,80,81,47,101,1,70,1,80,81,101,8181,80,9494
70,47,7,10,1,80,81,47,101,7,10,1,80,81,101,8181,80,9494
70,53,7,10,1,80,81,53,101,1,70,1,80,81,101,8181,80,10706
70,53,7,10,1,80,81,53,101,7,10,1,80,81,101,8181,80,10706
70,59,7,10,1,80,81,59,101,1,70,1,80,81,101,8181,80,11918
70,59,7,10,1,80,81,59,101,7,10,1,80,81,101,8181,80,11918
70,61,7,10,1,80,81,61,101,1,70,1,80,81,101,8181,80,12322
70,61,7,10,1,80,81,61,101,7,10,1,80,81,101,8181,80,12322
70,67,7,10,1,80,81,67,101,1,70,1,80,81,101,8181,80,13534
70,67,7,10,1,80,81,67,101,7,10,1,80,81,101,8181,80,13534
70,71,7,10,1,80,81,71,101,1,70,1,80,81,101,8181,80,14342
70,71,7,10,1,80,81,71,101,7,10,1,80,81,101,8181,80,14342
70,73,1,70,1,80,81,73,101,1,70,1,80,81,101,8181,80,14746
70,73,1,70,1,80,81,73,101,7,10,1,80,81,101,8181,80,14746
70,73,7,10,1,80,81,73,101,1,70,1,80,81,101,8181,80,14746
70,73,7,10,1,80,81,73,101,7,10,1,80,81,101,8181,80,14746
70,79,1,70,1,80,81,79,101,1,70,1,80,81,101,8181,80,15958
70,79,1,70,1,80,81,79,101,7,10,1,80,81,101,8181,80,15958
70,79,7,10,1,80,81,79,101,1,70,1,80,81,101,8181,80,15958
70,79,7,10,1,80,81,79,101,7,10,1,80,81,101,8181,80,15958
70,83,1,70,1,80,81,83,101,1,70,1,80,81,101,8181,80,16766
70,83,1,70,1,80,81,83,101,7,10,1,80,81,101,8181,80,16766
70,83,7,10,1,80,81,83,101,1,70,1,80,81,101,8181,80,16766
70,83,7,10,1,80,81,83,101,7,10,1,80,81,101,8181,80,16766
70,89,1,70,1,80,81,89,101,1,70,1,80,81,101,8181,80,17978
70,89,1,70,1,80,81,89,101,7,10,1,80,81,101,8181,80,17978
70,89,7,10,1,80,81,89,101,1,70,1,80,81,101,8181,80,17978
70,89,7,10,1,80,81,89,101,7,10,1,80,81,101,8181,80,17978
70,91,7,10,1,80,81,13,101,1,70,1,80,81,101,8181,80,18382
70,91,7,10,1,80,81,13,101,7,10,1,80,81,101,8181,80,18382
70,97,1,70,1,80,81,97,101,1,70,1,80,81,101,8181,80,19594
70,97,1,70,1,80,81,97,101,7,10,1,80,81,101,8181,80,19594
70,97,7,10,1,80,81,97,101,1,70,1,80,81,101,8181,80,19594
70,97,7,10,1,80,81,97,101,7,10,1,80,81,101,8181,80,19594
70,1,1,70,1,80,81,1,103,1,70,1,80,81,103,8343,80,206
70,1,1,70,1,80,81,1,103,7,10,1,80,81,103,8343,80,206
70,7,7,10,1,80,81,1,103,1,70,1,80,81,103,8343,80,1442
70,7,7,10,1,80,81,1,103,7,10,1,80,81,103,8343,80,1442
70,13,7,10,1,80,81,13,103,1,70,1,80,81,103,8343,80,2678
70,13,7,10,1,80,81,13,103,7,10,1,80,81,103,8343,80,2678
70,17,7,10,1,80,81,17,103,1,70,1,80,81,103,8343,80,3502
70,17,7,10,1,80,81,17,103,7,10,1,80,81,103,8343,80,3502
70,19,7,10,1,80,81,19,103,1,70,1,80,81,103,8343,80,3914
70,19,7,10,1,80,81,19,103,7,10,1,80,81,103,8343,80,3914
70,23,7,10,1,80,81,23,103,1,70,1,80,81,103,8343,80,4738
70,23,7,10,1,80,81,23,103,7,10,1,80,81,103,8343,80,4738
70,29,7,10,1,80,81,29,103,1,70,1,80,81,103,8343,80,5974
70,29,7,10,1,80,81,29,103,7,10,1,80,81,103,8343,80,5974
70,31,7,10,1,80,81,31,103,1,70,1,80,81,103,8343,80,6386
70,31,7,10,1,80,81,31,103,7,10,1,80,81,103,8343,80,6386
70,37,7,10,1,80,81,37,103,1,70,1,80,81,103,8343,80,7622
70,37,7,10,1,80,81,37,103,7,10,1,80,81,103,8343,80,7622
70,41,7,10,1,80,81,41,103,1,70,1,80,81,103,8343,80,8446
70,41,7,10,1,80,81,41,103,7,10,1,80,81,103,8343,80,8446
70,43,7,10,1,80,81,43,103,1,70,1,80,81,103,8343,80,8858
70,43,7,10,1,80,81,43,103,7,10,1,80,81,103,8343,80,8858
70,47,7,10,1,80,81,47,103,1,70,1,80,81,103,8343,80,9682
70,47,7,10,1,80,81,47,103,7,10,1,80,81,103,8343,80,9682
70,53,7,10,1,80,81,53,103,1,70,1,80,81,103,8343,80,10918
70,53,7,10,1,80,81,53,103,7,10,1,80,81,103,8343,80,10918
70,59,7,10,1,80,81,59,103,1,70,1,80,81,103,8343,80,12154
70,59,7,10,1,80,81,59,103,7,10,1,80,81,103,8343,80,12154
70,61,7,10,1,80,81,61,103,1,70,1,80,81,103,8343,80,12566
70,61,7,10,1,80,81,61,103,7,10,1,80,81,103,8343,80,12566
70,67,7,10,1,80,81,67,103,1,70,1,80,81,103,8343,80,13802
70,67,7,10,1,80,81,67,103,7,10,1,80,81,103,8343,80,13802
70,71,7,10,1,80,81,71,103,1,70,1,80,81,103,8343,80,14626
70,71,7,10,1,80,81,71,103,7,10,1,80,81,103,8343,80,14626
70,73,1,70,1,80,81,73,103,1,70,1,80,81,103,8343,80,15038
70,73,1,70,1,80,81,73,103,7,10,1,80,81,103,8343,80,15038
70,73,7,10,1,80,81,73,103,1,70,1,80,81,103,8343,80,15038
70,73,7,10,1,80,81,73,103,7,10,1,80,81,103,8343,80,15038
70,79,1,70,1,80,81,79,103,1,70,1,80,81,103,8343,80,16274
70,79,1,70,1,80,81,79,103,7,10,1,80,81,103,8343,80,16274
70,79,7,10,1,80,81,79,103,1,70,1,80,81,103,8343,80,16274
70,79,7,10,1,80,81,79,103,7,10,1,80,81,103,8343,80,16274
70,83,1,70,1,80,81,83,103,1,70,1,80,81,103,8343,80,17098
70,83,1,70,1,80,81,83,103,7,10,1,80,81,103,8343,80,17098
70,83,7,10,1,80,81,83,103,1,70,1,80,81,103,8343,80,17098
70,83,7,10,1,80,81,83,103,7,10,1,80,81,103,8343,80,17098
70,89,1,70,1,80,81,89,103,1,70,1,80,81,103,8343,80,18334
70,89,1,70,1,80,81,89,103,7,10,1,80,81,103,8343,80,18334
70,89,7,10,1,80,81,89,103,1,70,1,80,81,103,8343,80,18334
70,89,7,10,1,80,81,89,103,7,10,1,80,81,103,8343,80,18334
70,91,7,10,1,80,81,13,103,1,70,1,80,81,103,8343,80,18746
70,91,7,10,1,80,81,13,103,7,10,1,80,81,103,8343,80,18746
70,97,1,70,1,80,81,97,103,1,70,1,80,81,103,8343,80,19982
70,97,1,70,1,80,81,97,103,7,10,1,80,81,103,8343,80,19982
70,97,7,10,1,80,81,97,103,1,70,1,80,81,103,8343,80,19982
70,97,7,10,1,80,81,97,103,7,10,1,80,81,103,8343,80,19982
70,101,1,70,1,80,81,101,103,1,70,1,80,81,103,8343,80,20806
70,101,1,70,1,80,81,101,103,7,10,1,80,81,103,8343,80,20806
70,101,7,10,1,80,81,101,103,1,70,1,80,81,103,8343,80,20806
70,101,7,10,1,80,81,101,103,7,10,1,80,81,103,8343,80,20806
70,1,1,70,1,80,81,1,107,1,70,1,80,81,107,8667,80,214
70,1,1,70,1,80,81,1,107,7,10,1,80,81,107,8667,80,214
70,7,7,10,1,80,81,1,107,1,70,1,80,81,107,8667,80,1498
70,7,7,10,1,80,81,1,107,7,10,1,80,81,107,8667,80,1498
70,13,7,10,1,80,81,13,107,1,70,1,80,81,107,8667,80,2782
70,13,7,10,1,80,81,13,107,7,10,1,80,81,107,8667,80,2782
70,17,7,10,1,80,81,17,107,1,70,1,80,81,107,8667,80,3638
70,17,7,10,1,80,81,17,107,7,10,1,80,81,107,8667,80,3638
70,19,7,10,1,80,81,19,107,1,70,1,80,81,107,8667,80,4066
70,19,7,10,1,80,81,19,107,7,10,1,80,81,107,8667,80,4066
70,23,7,10,1,80,81,23,107,1,70,1,80,81,107,8667,80,4922
70,23,7,10,1,80,81,23,107,7,10,1,80,81,107,8667,80,4922
70,29,7,10,1,80,81,29,107,1,70,1,80,81,107,8667,80,6206
70,29,7,10,1,80,81,29,107,7,10,1,80,81,107,8667,80,6206
70,31,7,10,1,80,81,31,107,1,70,1,80,81,107,8667,80,6634
70,31,7,10,1,80,81,31,107,7,10,1,80,81,107,8667,80,6634
70,37,7,10,1,80,81,37,107,1,70,1,80,81,107,8667,80,7918
70,37,7,10,1,80,81,37,107,7,10,1,80,81,107,8667,80,7918
70,41,7,10,1,80,81,41,107,1,70,1,80,81,107,8667,80,8774
70,41,7,10,1,80,81,41,107,7,10,1,80,81,107,8667,80,8774
70,43,7,10,1,80,81,43,107,1,70,1,80,81,107,8667,80,9202
70,43,7,10,1,80,81,43,107,7,10,1,80,81,107,8667,80,9202
70,47,7,10,1,80,81,47,107,1,70,1,80,81,107,8667,80,10058
70,47,7,10,1,80,81,47,107,7,10,1,80,81,107,8667,80,10058
70,53,7,10,1,80,81,53,107,1,70,1,80,81,107,8667,80,11342
70,53,7,10,1,80,81,53,107,7,10,1,80,81,107,8667,80,11342
70,59,7,10,1,80,81,59,107,1,70,1,80,81,107,8667,80,12626
70,59,7,10,1,80,81,59,107,7,10,1,80,81,107,8667,80,12626
70,61,7,10,1,80,81,61,107,1,70,1,80,81,107,8667,80,13054
70,61,7,10,1,80,81,61,107,7,10,1,80,81,107,8667,80,13054
70,67,7,10,1,80,81,67,107,1,70,1,80,81,107,8667,80,14338
70,67,7,10,1,80,81,67,107,7,10,1,80,81,107,8667,80,14338
70,71,7,10,1,80,81,71,107,1,70,1,80,81,107,8667,80,15194
70,71,7,10,1,80,81,71,107,7,10,1,80,81,107,8667,80,15194
70,73,1,70,1,80,81,73,107,1,70,1,80,81,107,8667,80,15622
70,73,1,70,1,80,81,73,107,7,10,1,80,81,107,8667,80,15622
70,73,7,10,1,80,81,73,107,1,70,1,80,81,107,8667,80,15622
70,73,7,10,1,80,81,73,107,7,10,1,80,81,107,8667,80,15622
70,79,1,70,1,80,81,79,107,1,70,1,80,81,107,8667,80,16906
70,79,1,70,1,80,81,79,107,7,10,1,80,81,107,8667,80,16906
70,79,7,10,1,80,81,79,107,1,70,1,80,81,107,8667,80,16906
70,79,7,10,1,80,81,79,107,7,10,1,80,81,107,8667,80,16906
70,83,1,70,1,80,81,83,107,1,70,1,80,81,107,8667,80,17762
70,83,1,70,1,80,81,83,107,7,10,1,80,81,107,8667,80,17762
70,83,7,10,1,80,81,83,107,1,70,1,80,81,107,8667,80,17762
70,83,7,10,1,80,81,83,107,7,10,1,80,81,107,8667,80,17762
70,89,1,70,1,80,81,89,107,1,70,1,80,81,107,8667,80,19046
70,89,1,70,1,80,81,89,107,7,10,1,80,81,107,8667,80,19046
70,89,7,10,1,80,81,89,107,1,70,1,80,81,107,8667,80,19046
70,89,7,10,1,80,81,89,107,7,10,1,80,81,107,8667,80,19046
70,91,7,10,1,80,81,13,107,1,70,1,80,81,107,8667,80,19474
70,91,7,10,1,80,81,13,107,7,10,1,80,81,107,8667,80,19474
70,97,1,70,1,80,81,97,107,1,70,1,80,81,107,8667,80,20758
70,97,1,70,1,80,81,97,107,7,10,1,80,81,107,8667,80,20758
70,97,7,10,1,80,81,97,107,1,70,1,80,81,107,8667,80,20758
70,97,7,10,1,80,81,97,107,7,10,1,80,81,107,8667,80,20758
70,101,1,70,1,80,81,101,107,1,70,1,80,81,107,8667,80,21614
70,101,1,70,1,80,81,101,107,7,10,1,80,81,107,8667,80,21614
70,101,7,10,1,80,81,101,107,1,70,1,80,81,107,8667,80,21614
70,101,7,10,1,80,81,101,107,7,10,1,80,81,107,8667,80,21614
70,103,1,70,1,80,81,103,107,1,70,1,80,81,107,8667,80,22042
70,103,1,70,1,80,81,103,107,7,10,1,80,81,107,8667,80,22042
70,103,7,10,1,80,81,103,107,1,70,1,80,81,107,8667,80,22042
70,103,7,10,1,80,81,103,107,7,10,1,80,81,107,8667,80,22042
70,1,1,70,1,80,81,1,109,1,70,1,80,81,109,8829,80,218
70,1,1,70,1,80,81,1,109,7,10,1,80,81,109,8829,80,218
70,7,7,10,1,80,81,1,109,1,70,1,80,81,109,8829,80,1526
70,7,7,10,1,80,81,1,109,7,10,1,80,81,109,8829,80,1526
70,13,7,10,1,80,81,13,109,1,70,1,80,81,109,8829,80,2834
70,13,7,10,1,80,81,13,109,7,10,1,80,81,109,8829,80,2834
70,17,7,10,1,80,81,17,109,1,70,1,80,81,109,8829,80,3706
70,17,7,10,1,80,81,17,109,7,10,1,80,81,109,8829,80,3706
70,19,7,10,1,80,81,19,109,1,70,1,80,81,109,8829,80,4142
70,19,7,10,1,80,81,19,109,7,10,1,80,81,109,8829,80,4142
70,23,7,10,1,80,81,23,109,1,70,1,80,81,109,8829,80,5014
70,23,7,10,1,80,81,23,109,7,10,1,80,81,109,8829,80,5014
70,29,7,10,1,80,81,29,109,1,70,1,80,81,109,8829,80,6322
70,29,7,10,1,80,81,29,109,7,10,1,80,81,109,8829,80,6322
70,31,7,10,1,80,81,31,109,1,70,1,80,81,109,8829,80,6758
70,31,7,10,1,80,81,31,109,7,10,1,80,81,109,8829,80,6758
70,37,7,10,1,80,81,37,109,1,70,1,80,81,109,8829,80,8066
70,37,7,10,1,80,81,37,109,7,10,1,80,81,109,8829,80,8066
70,41,7,10,1,80,81,41,109,1,70,1,80,81,109,8829,80,8938
70,41,7,10,1,80,81,41,109,7,10,1,80,81,109,8829,80,8938
70,43,7,10,1,80,81,43,109,1,70,1,80,81,109,8829,80,9374
70,43,7,10,1,80,81,43,109,7,10,1,80,81,109,8829,80,9374
70,47,7,10,1,80,81,47,109,1,70,1,80,81,109,8829,80,10246
70,47,7,10,1,80,81,47,109,7,10,1,80,81,109,8829,80,10246
70,53,7,10,1,80,81,53,109,1,70,1,80,81,109,8829,80,11554
70,53,7,10,1,80,81,53,109,7,10,1,80,81,109,8829,80,11554
70,59,7,10,1,80,81,59,109,1,70,1,80,81,109,8829,80,12862
70,59,7,10,1,80,81,59,109,7,10,1,80,81,109,8829,80,12862
70,61,7,10,1,80,81,61,109,1,70,1,80,81,109,8829,80,13298
70,61,7,10,1,80,81,61,109,7,10,1,80,81,109,8829,80,13298
70,67,7,10,1,80,81,67,109,1,70,1,80,81,109,8829,80,14606
70,67,7,10,1,80,81,67,109,7,10,1,80,81,109,8829,80,14606
70,71,7,10,1,80,81,71,109,1,70,1,80,81,109,8829,80,15478
70,71,7,10,1,80,81,71,109,7,10,1,80,81,109,8829,80,15478
70,73,1,70,1,80,81,73,109,1,70,1,80,81,109,8829,80,15914
70,73,1,70,1,80,81,73,109,7,10,1,80,81,109,8829,80,15914
70,73,7,10,1,80,81,73,109,1,70,1,80,81,109,8829,80,15914
70,73,7,10,1,80,81,73,109,7,10,1,80,81,109,8829,80,15914
70,79,1,70,1,80,81,79,109,1,70,1,80,81,109,8829,80,17222
70,79,1,70,1,80,81,79,109,7,10,1,80,81,109,8829,80,17222
70,79,7,10,1,80,81,79,109,1,70,1,80,81,109,8829,80,17222
70,79,7,10,1,80,81,79,109,7,10,1,80,81,109,8829,80,17222
70,83,1,70,1,80,81,83,109,1,70,1,80,81,109,8829,80,18094
70,83,1,70,1,80,81,83,109,7,10,1,80,81,109,8829,80,18094
70,83,7,10,1,80,81,83,109,1,70,1,80,81,109,8829,80,18094
70,83,7,10,1,80,81,83,109,7,10,1,80,81,109,8829,80,18094
70,89,1,70,1,80,81,89,109,1,70,1,80,81,109,8829,80,19402
70,89,1,70,1,80,81,89,109,7,10,1,80,81,109,8829,80,19402
70,89,7,10,1,80,81,89,109,1,70,1,80,81,109,8829,80,19402
70,89,7,10,1,80,81,89,109,7,10,1,80,81,109,8829,80,19402
70,91,7,10,1,80,81,13,109,1,70,1,80,81,109,8829,80,19838
70,91,7,10,1,80,81,13,109,7,10,1,80,81,109,8829,80,19838
70,97,1,70,1,80,81,97,109,1,70,1,80,81,109,8829,80,21146
70,97,1,70,1,80,81,97,109,7,10,1,80,81,109,8829,80,21146
70,97,7,10,1,80,81,97,109,1,70,1,80,81,109,8829,80,21146
70,97,7,10,1,80,81,97,109,7,10,1,80,81,109,8829,80,21146
70,101,1,70,1,80,81,101,109,1,70,1,80,81,109,8829,80,22018
70,101,1,70,1,80,81,101,109,7,10,1,80,81,109,8829,80,22018
70,101,7,10,1,80,81,101,109,1,70,1,80,81,109,8829,80,22018
70,101,7,10,1,80,81,101,109,7,10,1,80,81,109,8829,80,22018
70,103,1,70,1,80,81,103,109,1,70,1,80,81,109,8829,80,22454
70,103,1,70,1,80,81,103,109,7,10,1,80,81,109,8829,80,22454
70,103,7,10,1,80,81,103,109,1,70,1,80,81,109,8829,80,22454
70,103,7,10,1,80,81,103,109,7,10,1,80,81,109,8829,80,22454
70,107,1,70,1,80,81,107,109,1,70,1,80,81,109,8829,80,23326
70,107,1,70,1,80,81,107,109,7,10,1,80,81,109,8829,80,23326
70,107,7,10,1,80,81,107,109,1,70,1,80,81,109,8829,80,23326
70,107,7,10,1,80,81,107,109,7,10,1,80,81,109,8829,80,23326
70,1,1,70,1,80,81,1,113,1,70,1,80,81,113,9153,80,226
70,1,1,70,1,80,81,1,113,7,10,1,80,81,113,9153,80,226
70,7,7,10,1,80,81,1,113,1,70,1,80,81,113,9153,80,1582
70,7,7,10,1,80,81,1,113,7,10,1,80,81,113,9153,80,1582
70,13,7,10,1,80,81,13,113,1,70,1,80,81,113,9153,80,2938
