d,r,t,e1,a,b,n,defect1,s,u,e2,c,f,m,defect2,D,role_bound,correspondence_bound
4,1,1,4,1,8,9,1,7,1,4,1,8,9,7,63,8,14
4,1,1,4,1,8,9,1,11,1,4,1,8,9,11,99,8,22
4,7,1,4,1,8,9,7,11,1,4,1,8,9,11,99,8,154
4,1,1,4,1,8,9,1,13,1,4,1,8,9,13,117,8,26
4,7,1,4,1,8,9,7,13,1,4,1,8,9,13,117,8,182
4,11,1,4,1,8,9,11,13,1,4,1,8,9,13,117,8,286
4,1,1,4,1,8,9,1,17,1,4,1,8,9,17,153,8,34
4,7,1,4,1,8,9,7,17,1,4,1,8,9,17,153,8,238
4,11,1,4,1,8,9,11,17,1,4,1,8,9,17,153,8,374
4,13,1,4,1,8,9,13,17,1,4,1,8,9,17,153,8,442
4,1,1,4,1,8,9,1,19,1,4,1,8,9,19,171,8,38
4,7,1,4,1,8,9,7,19,1,4,1,8,9,19,171,8,266
4,11,1,4,1,8,9,11,19,1,4,1,8,9,19,171,8,418
4,13,1,4,1,8,9,13,19,1,4,1,8,9,19,171,8,494
4,17,1,4,1,8,9,17,19,1,4,1,8,9,19,171,8,646
4,1,1,4,1,8,9,1,23,1,4,1,8,9,23,207,8,46
4,7,1,4,1,8,9,7,23,1,4,1,8,9,23,207,8,322
4,11,1,4,1,8,9,11,23,1,4,1,8,9,23,207,8,506
4,13,1,4,1,8,9,13,23,1,4,1,8,9,23,207,8,598
4,17,1,4,1,8,9,17,23,1,4,1,8,9,23,207,8,782
4,19,1,4,1,8,9,19,23,1,4,1,8,9,23,207,8,874
4,1,1,4,1,8,9,1,29,1,4,1,8,9,29,261,8,58
4,7,1,4,1,8,9,7,29,1,4,1,8,9,29,261,8,406
4,11,1,4,1,8,9,11,29,1,4,1,8,9,29,261,8,638
4,13,1,4,1,8,9,13,29,1,4,1,8,9,29,261,8,754
4,17,1,4,1,8,9,17,29,1,4,1,8,9,29,261,8,986
4,19,1,4,1,8,9,19,29,1,4,1,8,9,29,261,8,1102
4,23,1,4,1,8,9,23,29,1,4,1,8,9,29,261,8,1334
4,1,1,4,1,8,9,1,31,1,4,1,8,9,31,279,8,62
4,7,1,4,1,8,9,7,31,1,4,1,8,9,31,279,8,434
4,11,1,4,1,8,9,11,31,1,4,1,8,9,31,279,8,682
4,13,1,4,1,8,9,13,31,1,4,1,8,9,31,279,8,806
4,17,1,4,1,8,9,17,31,1,4,1,8,9,31,279,8,1054
4,19,1,4,1,8,9,19,31,1,4,1,8,9,31,279,8,1178
4,23,1,4,1,8,9,23,31,1,4,1,8,9,31,279,8,1426
4,29,1,4,1,8,9,29,31,1,4,1,8,9,31,279,8,1798
4,1,1,4,1,8,9,1,37,1,4,1,8,9,37,333,8,74
4,7,1,4,1,8,9,7,37,1,4,1,8,9,37,333,8,518
4,11,1,4,1,8,9,11,37,1,4,1,8,9,37,333,8,814
4,13,1,4,1,8,9,13,37,1,4,1,8,9,37,333,8,962
4,17,1,4,1,8,9,17,37,1,4,1,8,9,37,333,8,1258
4,19,1,4,1,8,9,19,37,1,4,1,8,9,37,333,8,1406
4,23,1,4,1,8,9,23,37,1,4,1,8,9,37,333,8,1702
4,29,1,4,1,8,9,29,37,1,4,1,8,9,37,333,8,2146
4,31,1,4,1,8,9,31,37,1,4,1,8,9,37,333,8,2294
4,1,1,4,1,8,9,1,41,1,4,1,8,9,41,369,8,82
4,7,1,4,1,8,9,7,41,1,4,1,8,9,41,369,8,574
4,11,1,4,1,8,9,11,41,1,4,1,8,9,41,369,8,902
4,13,1,4,1,8,9,13,41,1,4,1,8,9,41,369,8,1066
4,17,1,4,1,8,9,17,41,1,4,1,8,9,41,369,8,1394
4,19,1,4,1,8,9,19,41,1,4,1,8,9,41,369,8,1558
4,23,1,4,1,8,9,23,41,1,4,1,8,9,41,369,8,1886
4,29,1,4,1,8,9,29,41,1,4,1,8,9,41,369,8,2378
4,31,1,4,1,8,9,31,41,1,4,1,8,9,41,369,8,2542
4,37,1,4,1,8,9,37,41,1,4,1,8,9,41,369,8,3034
4,1,1,4,1,8,9,1,43,1,4,1,8,9,43,387,8,86
4,7,1,4,1,8,9,7,43,1,4,1,8,9,43,387,8,602
4,11,1,4,1,8,9,11,43,1,4,1,8,9,43,387,8,946
4,13,1,4,1,8,9,13,43,1,4,1,8,9,43,387,8,1118
4,17,1,4,1,8,9,17,43,1,4,1,8,9,43,387,8,1462
4,19,1,4,1,8,9,19,43,1,4,1,8,9,43,387,8,1634
4,23,1,4,1,8,9,23,43,1,4,1,8,9,43,387,8,1978
4,29,1,4,1,8,9,29,43,1,4,1,8,9,43,387,8,2494
4,31,1,4,1,8,9,31,43,1,4,1,8,9,43,387,8,2666
4,37,1,4,1,8,9,37,43,1,4,1,8,9,43,387,8,3182
4,41,1,4,1,8,9,41,43,1,4,1,8,9,43,387,8,3526
4,1,1,4,1,8,9,1,47,1,4,1,8,9,47,423,8,94
4,7,1,4,1,8,9,7,47,1,4,1,8,9,47,423,8,658
4,11,1,4,1,8,9,11,47,1,4,1,8,9,47,423,8,1034
4,13,1,4,1,8,9,13,47,1,4,1,8,9,47,423,8,1222
4,17,1,4,1,8,9,17,47,1,4,1,8,9,47,423,8,1598
4,19,1,4,1,8,9,19,47,1,4,1,8,9,47,423,8,1786
4,23,1,4,1,8,9,23,47,1,4,1,8,9,47,423,8,2162
4,29,1,4,1,8,9,29,47,1,4,1,8,9,47,423,8,2726
4,31,1,4,1,8,9,31,47,1,4,1,8,9,47,423,8,2914
4,37,1,4,1,8,9,37,47,1,4,1,8,9,47,423,8,3478
4,41,1,4,1,8,9,41,47,1,4,1,8,9,47,423,8,3854
4,43,1,4,1,8,9,43,47,1,4,1,8,9,47,423,8,4042
4,1,1,4,1,8,9,1,49,1,4,1,8,9,7,441,8,98
4,11,1,4,1,8,9,11,49,1,4,1,8,9,7,441,8,1078
4,13,1,4,1,8,9,13,49,1,4,1,8,9,7,441,8,1274
4,17,1,4,1,8,9,17,49,1,4,1,8,9,7,441,8,1666
4,19,1,4,1,8,9,19,49,1,4,1,8,9,7,441,8,1862
4,23,1,4,1,8,9,23,49,1,4,1,8,9,7,441,8,2254
4,29,1,4,1,8,9,29,49,1,4,1,8,9,7,441,8,2842
4,31,1,4,1,8,9,31,49,1,4,1,8,9,7,441,8,3038
4,37,1,4,1,8,9,37,49,1,4,1,8,9,7,441,8,3626
4,41,1,4,1,8,9,41,49,1,4,1,8,9,7,441,8,4018
4,43,1,4,1,8,9,43,49,1,4,1,8,9,7,441,8,4214
4,47,1,4,1,8,9,47,49,1,4,1,8,9,7,441,8,4606
4,1,1,4,1,8,9,1,53,1,4,1,8,9,53,477,8,106
4,7,1,4,1,8,9,7,53,1,4,1,8,9,53,477,8,742
4,11,1,4,1,8,9,11,53,1,4,1,8,9,53,477,8,1166
4,13,1,4,1,8,9,13,53,1,4,1,8,9,53,477,8,1378
4,17,1,4,1,8,9,17,53,1,4,1,8,9,53,477,8,1802
4,19,1,4,1,8,9,19,53,1,4,1,8,9,53,477,8,2014
4,23,1,4,1,8,9,23,53,1,4,1,8,9,53,477,8,2438
4,29,1,4,1,8,9,29,53,1,4,1,8,9,53,477,8,3074
4,31,1,4,1,8,9,31,53,1,4,1,8,9,53,477,8,3286
4,37,1,4,1,8,9,37,53,1,4,1,8,9,53,477,8,3922
4,41,1,4,1,8,9,41,53,1,4,1,8,9,53,477,8,4346
4,43,1,4,1,8,9,43,53,1,4,1,8,9,53,477,8,4558
4,47,1,4,1,8,9,47,53,1,4,1,8,9,53,477,8,4982
4,49,1,4,1,8,9,7,53,1,4,1,8,9,53,477,8,5194
4,1,1,4,1,8,9,1,59,1,4,1,8,9,59,531,8,118
4,7,1,4,1,8,9,7,59,1,4,1,8,9,59,531,8,826
4,11,1,4,1,8,9,11,59,1,4,1,8,9,59,531,8,1298
4,13,1,4,1,8,9,13,59,1,4,1,8,9,59,531,8,1534
4,17,1,4,1,8,9,17,59,1,4,1,8,9,59,531,8,2006
4,19,1,4,1,8,9,19,59,1,4,1,8,9,59,531,8,2242
4,23,1,4,1,8,9,23,59,1,4,1,8,9,59,531,8,2714
4,29,1,4,1,8,9,29,59,1,4,1,8,9,59,531,8,3422
4,31,1,4,1,8,9,31,59,1,4,1,8,9,59,531,8,3658
4,37,1,4,1,8,9,37,59,1,4,1,8,9,59,531,8,4366
4,41,1,4,1,8,9,41,59,1,4,1,8,9,59,531,8,4838
4,43,1,4,1,8,9,43,59,1,4,1,8,9,59,531,8,5074
4,47,1,4,1,8,9,47,59,1,4,1,8,9,59,531,8,5546
4,49,1,4,1,8,9,7,59,1,4,1,8,9,59,531,8,5782
4,53,1,4,1,8,9,53,59,1,4,1,8,9,59,531,8,6254
4,1,1,4,1,8,9,1,61,1,4,1,8,9,61,549,8,122
4,7,1,4,1,8,9,7,61,1,4,1,8,9,61,549,8,854
4,11,1,4,1,8,9,11,61,1,4,1,8,9,61,549,8,1342
4,13,1,4,1,8,9,13,61,1,4,1,8,9,61,549,8,1586
4,17,1,4,1,8,9,17,61,1,4,1,8,9,61,549,8,2074
4,19,1,4,1,8,9,19,61,1,4,1,8,9,61,549,8,2318
4,23,1,4,1,8,9,23,61,1,4,1,8,9,61,549,8,2806
4,29,1,4,1,8,9,29,61,1,4,1,8,9,61,549,8,3538
4,31,1,4,1,8,9,31,61,1,4,1,8,9,61,549,8,3782
4,37,1,4,1,8,9,37,61,1,4,1,8,9,61,549,8,4514
4,41,1,4,1,8,9,41,61,1,4,1,8,9,61,549,8,5002
4,43,1,4,1,8,9,43,61,1,4,1,8,9,61,549,8,5246
4,47,1,4,1,8,9,47,61,1,4,1,8,9,61,549,8,5734
4,49,1,4,1,8,9,7,61,1,4,1,8,9,61,549,8,5978
4,53,1,4,1,8,9,53,61,1,4,1,8,9,61,549,8,6466
4,59,1,4,1,8,9,59,61,1,4,1,8,9,61,549,8,7198
10,1,1,10,1,15,16,1,13,1,10,1,15,16,13,208,15,26
10,1,1,10,1,15,16,1,17,1,10,1,15,16,17,272,15,34
10,13,1,10,1,15,16,13,17,1,10,1,15,16,17,272,15,442
10,1,1,10,1,15,16,1,19,1,10,1,15,16,19,304,15,38
10,13,1,10,1,15,16,13,19,1,10,1,15,16,19,304,15,494
10,17,1,10,1,15,16,17,19,1,10,1,15,16,19,304,15,646
10,1,1,10,1,24,25,1,13,1,10,1,24,25,13,325,24,26
10,1,1,10,1,15,16,1,23,1,10,1,15,16,23,368,15,46
10,13,1,10,1,15,16,13,23,1,10,1,15,16,23,368,15,598
10,17,1,10,1,15,16,17,23,1,10,1,15,16,23,368,15,782
10,19,1,10,1,15,16,19,23,1,10,1,15,16,23,368,15,874
10,1,1,10,1,24,25,1,17,1,10,1,24,25,17,425,24,34
10,13,1,10,1,24,25,13,17,1,10,1,24,25,17,425,24,442
10,1,1,10,1,15,16,1,29,1,10,1,15,16,29,464,15,58
10,13,1,10,1,15,16,13,29,1,10,1,15,16,29,464,15,754
10,17,1,10,1,15,16,17,29,1,10,1,15,16,29,464,15,986
10,19,1,10,1,15,16,19,29,1,10,1,15,16,29,464,15,1102
10,23,1,10,1,15,16,23,29,1,10,1,15,16,29,464,15,1334
10,1,1,10,1,24,25,1,19,1,10,1,24,25,19,475,24,38
10,13,1,10,1,24,25,13,19,1,10,1,24,25,19,475,24,494
10,17,1,10,1,24,25,17,19,1,10,1,24,25,19,475,24,646
10,1,1,10,1,15,16,1,31,1,10,1,15,16,31,496,15,62
10,13,1,10,1,15,16,13,31,1,10,1,15,16,31,496,15,806
10,17,1,10,1,15,16,17,31,1,10,1,15,16,31,496,15,1054
10,19,1,10,1,15,16,19,31,1,10,1,15,16,31,496,15,1178
10,23,1,10,1,15,16,23,31,1,10,1,15,16,31,496,15,1426
10,29,1,10,1,15,16,29,31,1,10,1,15,16,31,496,15,1798
10,1,1,10,1,24,25,1,23,1,10,1,24,25,23,575,24,46
10,13,1,10,1,24,25,13,23,1,10,1,24,25,23,575,24,598
10,17,1,10,1,24,25,17,23,1,10,1,24,25,23,575,24,782
10,19,1,10,1,24,25,19,23,1,10,1,24,25,23,575,24,874
10,1,1,10,1,15,16,1,37,1,10,1,15,16,37,592,15,74
10,13,1,10,1,15,16,13,37,1,10,1,15,16,37,592,15,962
10,17,1,10,1,15,16,17,37,1,10,1,15,16,37,592,15,1258
10,19,1,10,1,15,16,19,37,1,10,1,15,16,37,592,15,1406
10,23,1,10,1,15,16,23,37,1,10,1,15,16,37,592,15,1702
10,29,1,10,1,15,16,29,37,1,10,1,15,16,37,592,15,2146
10,31,1,10,1,15,16,31,37,1,10,1,15,16,37,592,15,2294
10,1,1,10,1,15,16,1,41,1,10,1,15,16,41,656,15,82
10,13,1,10,1,15,16,13,41,1,10,1,15,16,41,656,15,1066
10,17,1,10,1,15,16,17,41,1,10,1,15,16,41,656,15,1394
10,19,1,10,1,15,16,19,41,1,10,1,15,16,41,656,15,1558
10,23,1,10,1,15,16,23,41,1,10,1,15,16,41,656,15,1886
10,29,1,10,1,15,16,29,41,1,10,1,15,16,41,656,15,2378
10,31,1,10,1,15,16,31,41,1,10,1,15,16,41,656,15,2542
10,37,1,10,1,15,16,37,41,1,10,1,15,16,41,656,15,3034
10,1,1,10,1,15,16,1,43,1,10,1,15,16,43,688,15,86
10,13,1,10,1,15,16,13,43,1,10,1,15,16,43,688,15,1118
10,17,1,10,1,15,16,17,43,1,10,1,15,16,43,688,15,1462
10,19,1,10,1,15,16,19,43,1,10,1,15,16,43,688,15,1634
10,23,1,10,1,15,16,23,43,1,10,1,15,16,43,688,15,1978
10,29,1,10,1,15,16,29,43,1,10,1,15,16,43,688,15,2494
10,31,1,10,1,15,16,31,43,1,10,1,15,16,43,688,15,2666
10,37,1,10,1,15,16,37,43,1,10,1,15,16,43,688,15,3182
10,41,1,10,1,15,16,41,43,1,10,1,15,16,43,688,15,3526
10,1,1,10,1,24,25,1,29,1,10,1,24,25,29,725,24,58
10,13,1,10,1,24,25,13,29,1,10,1,24,25,29,725,24,754
10,17,1,10,1,24,25,17,29,1,10,1,24,25,29,725,24,986
10,19,1,10,1,24,25,19,29,1,10,1,24,25,29,725,24,1102
10,23,1,10,1,24,25,23,29,1,10,1,24,25,29,725,24,1334
10,1,1,10,1,15,16,1,47,1,10,1,15,16,47,752,15,94
10,13,1,10,1,15,16,13,47,1,10,1,15,16,47,752,15,1222
10,17,1,10,1,15,16,17,47,1,10,1,15,16,47,752,15,1598
10,19,1,10,1,15,16,19,47,1,10,1,15,16,47,752,15,1786
10,23,1,10,1,15,16,23,47,1,10,1,15,16,47,752,15,2162
10,29,1,10,1,15,16,29,47,1,10,1,15,16,47,752,15,2726
10,31,1,10,1,15,16,31,47,1,10,1,15,16,47,752,15,2914
10,37,1,10,1,15,16,37,47,1,10,1,15,16,47,752,15,3478
10,41,1,10,1,15,16,41,47,1,10,1,15,16,47,752,15,3854
10,43,1,10,1,15,16,43,47,1,10,1,15,16,47,752,15,4042
10,1,1,10,1,24,25,1,31,1,10,1,24,25,31,775,24,62
10,13,1,10,1,24,25,13,31,1,10,1,24,25,31,775,24,806
10,17,1,10,1,24,25,17,31,1,10,1,24,25,31,775,24,1054
10,19,1,10,1,24,25,19,31,1,10,1,24,25,31,775,24,1178
10,23,1,10,1,24,25,23,31,1,10,1,24,25,31,775,24,1426
10,29,1,10,1,24,25,29,31,1,10,1,24,25,31,775,24,1798
10,1,1,10,1,15,16,1,53,1,10,1,15,16,53,848,15,106
10,13,1,10,1,15,16,13,53,1,10,1,15,16,53,848,15,1378
10,17,1,10,1,15,16,17,53,1,10,1,15,16,53,848,15,1802
10,19,1,10,1,15,16,19,53,1,10,1,15,16,53,848,15,2014
10,23,1,10,1,15,16,23,53,1,10,1,15,16,53,848,15,2438
10,29,1,10,1,15,16,29,53,1,10,1,15,16,53,848,15,3074
10,31,1,10,1,15,16,31,53,1,10,1,15,16,53,848,15,3286
10,37,1,10,1,15,16,37,53,1,10,1,15,16,53,848,15,3922
10,41,1,10,1,15,16,41,53,1,10,1,15,16,53,848,15,4346
10,43,1,10,1,15,16,43,53,1,10,1,15,16,53,848,15,4558
10,47,1,10,1,15,16,47,53,1,10,1,15,16,53,848,15,4982
10,1,1,10,1,24,25,1,37,1,10,1,24,25,37,925,24,74
10,13,1,10,1,24,25,13,37,1,10,1,24,25,37,925,24,962
10,17,1,10,1,24,25,17,37,1,10,1,24,25,37,925,24,1258
10,19,1,10,1,24,25,19,37,1,10,1,24,25,37,925,24,1406
10,23,1,10,1,24,25,23,37,1,10,1,24,25,37,925,24,1702
10,29,1,10,1,24,25,29,37,1,10,1,24,25,37,925,24,2146
10,31,1,10,1,24,25,31,37,1,10,1,24,25,37,925,24,2294
10,1,1,10,1,15,16,1,59,1,10,1,15,16,59,944,15,118
10,13,1,10,1,15,16,13,59,1,10,1,15,16,59,944,15,1534
10,17,1,10,1,15,16,17,59,1,10,1,15,16,59,944,15,2006
10,19,1,10,1,15,16,19,59,1,10,1,15,16,59,944,15,2242
10,23,1,10,1,15,16,23,59,1,10,1,15,16,59,944,15,2714
10,29,1,10,1,15,16,29,59,1,10,1,15,16,59,944,15,3422
10,31,1,10,1,15,16,31,59,1,10,1,15,16,59,944,15,3658
10,37,1,10,1,15,16,37,59,1,10,1,15,16,59,944,15,4366
10,41,1,10,1,15,16,41,59,1,10,1,15,16,59,944,15,4838
10,43,1,10,1,15,16,43,59,1,10,1,15,16,59,944,15,5074
10,47,1,10,1,15,16,47,59,1,10,1,15,16,59,944,15,5546
10,53,1,10,1,15,16,53,59,1,10,1,15,16,59,944,15,6254
10,1,1,10,1,15,16,1,61,1,10,1,15,16,61,976,15,122
10,13,1,10,1,15,16,13,61,1,10,1,15,16,61,976,15,1586
10,17,1,10,1,15,16,17,61,1,10,1,15,16,61,976,15,2074
10,19,1,10,1,15,16,19,61,1,10,1,15,16,61,976,15,2318
10,23,1,10,1,15,16,23,61,1,10,1,15,16,61,976,15,2806
10,29,1,10,1,15,16,29,61,1,10,1,15,16,61,976,15,3538
10,31,1,10,1,15,16,31,61,1,10,1,15,16,61,976,15,3782
10,37,1,10,1,15,16,37,61,1,10,1,15,16,61,976,15,4514
10,41,1,10,1,15,16,41,61,1,10,1,15,16,61,976,15,5002
10,43,1,10,1,15,16,43,61,1,10,1,15,16,61,976,15,5246
10,47,1,10,1,15,16,47,61,1,10,1,15,16,61,976,15,5734
10,53,1,10,1,15,16,53,61,1,10,1,15,16,61,976,15,6466
10,59,1,10,1,15,16,59,61,1,10,1,15,16,61,976,15,7198
10,1,1,10,1,24,25,1,41,1,10,1,24,25,41,1025,24,82
10,13,1,10,1,24,25,13,41,1,10,1,24,25,41,1025,24,1066
10,17,1,10,1,24,25,17,41,1,10,1,24,25,41,1025,24,1394
10,19,1,10,1,24,25,19,41,1,10,1,24,25,41,1025,24,1558
10,23,1,10,1,24,25,23,41,1,10,1,24,25,41,1025,24,1886
10,29,1,10,1,24,25,29,41,1,10,1,24,25,41,1025,24,2378
10,31,1,10,1,24,25,31,41,1,10,1,24,25,41,1025,24,2542
10,37,1,10,1,24,25,37,41,1,10,1,24,25,41,1025,24,3034
10,1,1,10,1,80,81,1,13,1,10,1,80,81,13,1053,80,26
10,1,1,10,1,15,16,1,67,1,10,1,15,16,67,1072,15,134
10,13,1,10,1,15,16,13,67,1,10,1,15,16,67,1072,15,1742
10,17,1,10,1,15,16,17,67,1,10,1,15,16,67,1072,15,2278
10,19,1,10,1,15,16,19,67,1,10,1,15,16,67,1072,15,2546
10,23,1,10,1,15,16,23,67,1,10,1,15,16,67,1072,15,3082
10,29,1,10,1,15,16,29,67,1,10,1,15,16,67,1072,15,3886
10,31,1,10,1,15,16,31,67,1,10,1,15,16,67,1072,15,4154
10,37,1,10,1,15,16,37,67,1,10,1,15,16,67,1072,15,4958
10,41,1,10,1,15,16,41,67,1,10,1,15,16,67,1072,15,5494
10,43,1,10,1,15,16,43,67,1,10,1,15,16,67,1072,15,5762
10,47,1,10,1,15,16,47,67,1,10,1,15,16,67,1072,15,6298
10,53,1,10,1,15,16,53,67,1,10,1,15,16,67,1072,15,7102
10,59,1,10,1,15,16,59,67,1,10,1,15,16,67,1072,15,7906
10,61,1,10,1,15,16,61,67,1,10,1,15,16,67,1072,15,8174
10,1,1,10,1,24,25,1,43,1,10,1,24,25,43,1075,24,86
10,13,1,10,1,24,25,13,43,1,10,1,24,25,43,1075,24,1118
10,17,1,10,1,24,25,17,43,1,10,1,24,25,43,1075,24,1462
10,19,1,10,1,24,25,19,43,1,10,1,24,25,43,1075,24,1634
10,23,1,10,1,24,25,23,43,1,10,1,24,25,43,1075,24,1978
10,29,1,10,1,24,25,29,43,1,10,1,24,25,43,1075,24,2494
10,31,1,10,1,24,25,31,43,1,10,1,24,25,43,1075,24,2666
10,37,1,10,1,24,25,37,43,1,10,1,24,25,43,1075,24,3182
10,41,1,10,1,24,25,41,43,1,10,1,24,25,43,1075,24,3526
10,1,1,10,1,15,16,1,71,1,10,1,15,16,71,1136,15,142
10,13,1,10,1,15,16,13,71,1,10,1,15,16,71,1136,15,1846
10,17,1,10,1,15,16,17,71,1,10,1,15,16,71,1136,15,2414
10,19,1,10,1,15,16,19,71,1,10,1,15,16,71,1136,15,2698
10,23,1,10,1,15,16,23,71,1,10,1,15,16,71,1136,15,3266
10,29,1,10,1,15,16,29,71,1,10,1,15,16,71,1136,15,4118
10,31,1,10,1,15,16,31,71,1,10,1,15,16,71,1136,15,4402
10,37,1,10,1,15,16,37,71,1,10,1,15,16,71,1136,15,5254
10,41,1,10,1,15,16,41,71,1,10,1,15,16,71,1136,15,5822
10,43,1,10,1,15,16,43,71,1,10,1,15,16,71,1136,15,6106
10,47,1,10,1,15,16,47,71,1,10,1,15,16,71,1136,15,6674
10,53,1,10,1,15,16,53,71,1,10,1,15,16,71,1136,15,7526
10,59,1,10,1,15,16,59,71,1,10,1,15,16,71,1136,15,8378
10,61,1,10,1,15,16,61,71,1,10,1,15,16,71,1136,15,8662
10,67,1,10,1,15,16,67,71,1,10,1,15,16,71,1136,15,9514
10,1,1,10,1,15,16,1,73,1,10,1,15,16,73,1168,15,146
10,13,1,10,1,15,16,13,73,1,10,1,15,16,73,1168,15,1898
10,17,1,10,1,15,16,17,73,1,10,1,15,16,73,1168,15,2482
10,19,1,10,1,15,16,19,73,1,10,1,15,16,73,1168,15,2774
10,23,1,10,1,15,16,23,73,1,10,1,15,16,73,1168,15,3358
10,29,1,10,1,15,16,29,73,1,10,1,15,16,73,1168,15,4234
10,31,1,10,1,15,16,31,73,1,10,1,15,16,73,1168,15,4526
10,37,1,10,1,15,16,37,73,1,10,1,15,16,73,1168,15,5402
10,41,1,10,1,15,16,41,73,1,10,1,15,16,73,1168,15,5986
10,43,1,10,1,15,16,43,73,1,10,1,15,16,73,1168,15,6278
10,47,1,10,1,15,16,47,73,1,10,1,15,16,73,1168,15,6862
10,53,1,10,1,15,16,53,73,1,10,1,15,16,73,1168,15,7738
10,59,1,10,1,15,16,59,73,1,10,1,15,16,73,1168,15,8614
10,61,1,10,1,15,16,61,73,1,10,1,15,16,73,1168,15,8906
10,67,1,10,1,15,16,67,73,1,10,1,15,16,73,1168,15,9782
10,71,1,10,1,15,16,71,73,1,10,1,15,16,73,1168,15,10366
10,1,1,10,1,24,25,1,47,1,10,1,24,25,47,1175,24,94
10,13,1,10,1,24,25,13,47,1,10,1,24,25,47,1175,24,1222
10,17,1,10,1,24,25,17,47,1,10,1,24,25,47,1175,24,1598
10,19,1,10,1,24,25,19,47,1,10,1,24,25,47,1175,24,1786
10,23,1,10,1,24,25,23,47,1,10,1,24,25,47,1175,24,2162
10,29,1,10,1,24,25,29,47,1,10,1,24,25,47,1175,24,2726
10,31,1,10,1,24,25,31,47,1,10,1,24,25,47,1175,24,2914
10,37,1,10,1,24,25,37,47,1,10,1,24,25,47,1175,24,3478
10,41,1,10,1,24,25,41,47,1,10,1,24,25,47,1175,24,3854
10,43,1,10,1,24,25,43,47,1,10,1,24,25,47,1175,24,4042
10,1,1,10,1,15,16,1,79,1,10,1,15,16,79,1264,15,158
10,13,1,10,1,15,16,13,79,1,10,1,15,16,79,1264,15,2054
10,17,1,10,1,15,16,17,79,1,10,1,15,16,79,1264,15,2686
10,19,1,10,1,15,16,19,79,1,10,1,15,16,79,1264,15,3002
10,23,1,10,1,15,16,23,79,1,10,1,15,16,79,1264,15,3634
10,29,1,10,1,15,16,29,79,1,10,1,15,16,79,1264,15,4582
10,31,1,10,1,15,16,31,79,1,10,1,15,16,79,1264,15,4898
10,37,1,10,1,15,16,37,79,1,10,1,15,16,79,1264,15,5846
10,41,1,10,1,15,16,41,79,1,10,1,15,16,79,1264,15,6478
10,43,1,10,1,15,16,43,79,1,10,1,15,16,79,1264,15,6794
10,47,1,10,1,15,16,47,79,1,10,1,15,16,79,1264,15,7426
10,53,1,10,1,15,16,53,79,1,10,1,15,16,79,1264,15,8374
10,59,1,10,1,15,16,59,79,1,10,1,15,16,79,1264,15,9322
10,61,1,10,1,15,16,61,79,1,10,1,15,16,79,1264,15,9638
10,67,1,10,1,15,16,67,79,1,10,1,15,16,79,1264,15,10586
10,71,1,10,1,15,16,71,79,1,10,1,15,16,79,1264,15,11218
10,73,1,10,1,15,16,73,79,1,10,1,15,16,79,1264,15,11534
10,1,1,10,1,24,25,1,53,1,10,1,24,25,53,1325,24,106
10,13,1,10,1,24,25,13,53,1,10,1,24,25,53,1325,24,1378
10,17,1,10,1,24,25,17,53,1,10,1,24,25,53,1325,24,1802
10,19,1,10,1,24,25,19,53,1,10,1,24,25,53,1325,24,2014
10,23,1,10,1,24,25,23,53,1,10,1,24,25,53,1325,24,2438
10,29,1,10,1,24,25,29,53,1,10,1,24,25,53,1325,24,3074
10,31,1,10,1,24,25,31,53,1,10,1,24,25,53,1325,24,3286
10,37,1,10,1,24,25,37,53,1,10,1,24,25,53,1325,24,3922
10,41,1,10,1,24,25,41,53,1,10,1,24,25,53,1325,24,4346
10,43,1,10,1,24,25,43,53,1,10,1,24,25,53,1325,24,4558
10,47,1,10,1,24,25,47,53,1,10,1,24,25,53,1325,24,4982
10,1,1,10,1,15,16,1,83,1,10,1,15,16,83,1328,15,166
10,13,1,10,1,15,16,13,83,1,10,1,15,16,83,1328,15,2158
10,17,1,10,1,15,16,17,83,1,10,1,15,16,83,1328,15,2822
10,19,1,10,1,15,16,19,83,1,10,1,15,16,83,1328,15,3154
10,23,1,10,1,15,16,23,83,1,10,1,15,16,83,1328,15,3818
10,29,1,10,1,15,16,29,83,1,10,1,15,16,83,1328,15,4814
10,31,1,10,1,15,16,31,83,1,10,1,15,16,83,1328,15,5146
10,37,1,10,1,15,16,37,83,1,10,1,15,16,83,1328,15,6142
10,41,1,10,1,15,16,41,83,1,10,1,15,16,83,1328,15,6806
10,43,1,10,1,15,16,43,83,1,10,1,15,16,83,1328,15,7138
10,47,1,10,1,15,16,47,83,1,10,1,15,16,83,1328,15,7802
10,53,1,10,1,15,16,53,83,1,10,1,15,16,83,1328,15,8798
10,59,1,10,1,15,16,59,83,1,10,1,15,16,83,1328,15,9794
10,61,1,10,1,15,16,61,83,1,10,1,15,16,83,1328,15,10126
10,67,1,10,1,15,16,67,83,1,10,1,15,16,83,1328,15,11122
10,71,1,10,1,15,16,71,83,1,10,1,15,16,83,1328,15,11786
10,73,1,10,1,15,16,73,83,1,10,1,15,16,83,1328,15,12118
10,79,1,10,1,15,16,79,83,1,10,1,15,16,83,1328,15,13114
10,1,1,10,1,80,81,1,17,1,10,1,80,81,17,1377,80,34
10,13,1,10,1,80,81,13,17,1,10,1,80,81,17,1377,80,442
12,1,1,12,1,27,28,1,17,1,12,1,27,28,17,476,27,34
