U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
11,1664,8,0,0,8,8,208,440,1,441
11,1664,8,0,0,8,8,208,539,1,540
11,1664,8,0,0,8,8,208,2079,1,2080
11,1664,784,0,0,8,8,208,1331,294,1625
11,1664,800,0,0,8,8,208,143,100,243
11,1664,1400,0,0,8,8,208,176,175,351
11,1664,1664,0,0,104,104,16,11,16,27
11,1666,63,0,0,7,7,238,616,9,625
11,1666,448,0,0,7,7,238,561,64,625
11,1666,588,0,0,7,7,238,121,168,289
11,1666,896,0,0,7,7,238,187,128,315
11,1666,896,0,0,7,7,238,297,128,425
11,1666,896,0,0,7,7,238,1331,384,1715
11,1672,22,0,0,22,22,76,143,1,144
11,1672,38,0,0,19,19,88,121,4,125
11,1672,1372,0,0,4,4,418,132,343,475
11,1672,1372,0,0,4,4,418,297,343,640
11,1674,9,0,0,9,9,186,1023,1,1024
11,1674,756,0,0,3,3,558,121,504,625
11,1674,837,0,0,93,93,18,55,9,64
11,1680,8,0,0,8,8,210,440,1,441
11,1680,8,0,0,8,8,210,539,1,540
11,1680,8,0,0,8,8,210,1749,1,1750
11,1680,96,0,0,24,24,70,77,4,81
11,1680,175,0,0,1,1,1680,1331,525,1856
11,1680,200,0,0,8,8,210,231,25,256
11,1680,200,0,0,8,8,210,704,25,729
11,1680,250,0,0,10,10,168,231,25,256
11,1680,250,0,0,10,10,168,264,25,289
11,1680,250,0,0,10,10,168,704,25,729
11,1680,270,0,0,10,10,168,121,54,175
11,1680,294,0,0,6,6,280,275,49,324
11,1680,294,0,0,6,6,280,891,49,940
11,1680,294,0,0,6,6,280,1551,49,1600
11,1680,294,0,0,42,42,40,121,14,135
11,1680,378,0,0,42,42,40,55,9,64
11,1680,480,0,0,60,60,28,55,8,63
11,1680,490,0,0,10,10,168,176,49,225
11,1680,490,0,0,10,10,168,275,49,324
11,1680,490,0,0,10,10,168,495,49,544
11,1680,768,0,0,6,6,280,1331,384,1715
11,1680,844,0,0,4,4,420,275,211,486
11,1680,844,0,0,4,4,420,539,211,750
11,1680,1152,0,0,24,24,70,77,48,125
11,1680,1350,0,0,10,10,168,154,135,289
11,1680,1372,0,0,4,4,420,297,343,640
11,1680,1680,0,0,70,70,24,121,48,169
11,1680,1680,0,0,105,105,16,11,16,27
11,1690,9,0,0,1,1,1690,2200,9,2209
11,1690,64,0,0,1,1,1690,2145,64,2209
11,1690,625,0,0,1,1,1690,1584,625,2209
11,1692,846,0,0,94,94,18,55,9,64
11,1694,264,0,0,11,11,154,121,48,169
11,1696,1696,0,0,106,106,16,11,16,27
11,1700,5,0,0,5,5,340,374,1,375
11,1700,17,0,0,17,17,100,374,1,375
11,1700,32,0,0,2,2,850,3179,16,3195
11,1700,50,0,0,25,25,68,121,4,125
11,1700,425,0,0,17,17,100,264,25,289
11,1700,425,0,0,17,17,100,704,25,729
11,1700,578,0,0,2,2,850,4752,289,5041
11,1700,600,0,0,5,5,340,121,240,361
11,1700,1700,0,0,25,25,68,275,68,343
11,1704,912,0,0,3,3,568,121,608,729
11,1704,1083,0,0,3,3,568,264,361,625
11,1704,1083,0,0,3,3,568,704,361,1065
11,1704,1704,0,0,71,71,24,121,48,169
11,1708,25,0,0,1,1,1708,2376,25,2401
11,1708,25,0,0,1,1,1708,3696,25,3721
11,1708,27,0,0,1,1,1708,1925,27,1952
11,1708,27,0,0,1,1,1708,3773,27,3800
11,1708,256,0,0,1,1,1708,3465,256,3721
11,1708,488,0,0,61,61,28,55,8,63
11,1708,729,0,0,1,1,1708,1672,729,2401
11,1708,1026,0,0,1,1,1708,1375,1026,2401
11,1708,1026,0,0,1,1,1708,2695,1026,3721
11,1710,27,0,0,3,3,570,836,9,845
11,1710,38,0,0,19,19,90,121,4,125
11,1710,144,0,0,9,9,190,209,16,225
11,1710,225,0,0,9,9,190,704,25,729
11,1710,855,0,0,95,95,18,55,9,64
11,1710,1083,0,0,3,3,570,264,361,625
11,1710,1248,0,0,3,3,570,209,416,625
11,1710,1280,0,0,5,5,342,473,256,729
11,1710,1539,0,0,19,19,90,44,81,125
11,1712,4,0,0,4,4,428,1375,1,1376
11,1712,1712,0,0,107,107,16,11,16,27
11,1716,22,0,0,22,22,78,99,1,100
11,1716,22,0,0,22,22,78,143,1,144
11,1716,264,0,0,11,11,156,121,48,169
11,1716,550,0,0,22,22,78,704,25,729
11,1716,891,0,0,11,11,156,88,81,169
11,1720,4,0,0,4,4,430,1375,1,1376
11,1720,100,0,0,4,4,430,704,25,729
11,1720,301,0,0,43,43,40,121,14,135
11,1720,387,0,0,43,43,40,55,9,64
11,1720,864,0,0,1,1,1720,121,1728,1849
11,1720,1024,0,0,4,4,430,473,256,729
11,1720,1161,0,0,1,1,1720,6875,1161,8036
11,1720,1161,0,0,1,1,1720,9317,3483,12800
11,1728,486,0,0,6,6,288,319,81,400
11,1728,864,0,0,96,96,18,55,9,64
11,1728,1728,0,0,72,72,24,121,48,169
11,1728,1728,0,0,108,108,16,11,16,27
11,1734,272,0,0,17,17,102,121,32,153
11,1736,2,0,0,2,2,868,1023,1,1024
11,1736,2,0,0,2,2,868,8525,1,8526
11,1736,288,0,0,2,2,868,1375,144,1519
11,1736,350,0,0,2,2,868,1331,525,1856
11,1736,486,0,0,2,2,868,1276,243,1519
11,1736,496,0,0,62,62,28,55,8,63
11,1736,1296,0,0,2,2,868,3509,1296,4805
11,1740,2,0,0,2,2,870,1199,1,1200
11,1740,45,0,0,5,5,348,616,9,625
11,1740,81,0,0,1,1,1740,8294,81,8375
11,1740,640,0,0,5,5,348,1331,384,1715
11,1740,750,0,0,6,6,290,803,125,928
11,1740,1080,0,0,3,3,580,121,720,841
11,1740,1280,0,0,1,1,1740,4147,1280,5427
11,1744,72,0,0,1,1,1744,11737,144,11881
11,1744,1744,0,0,109,109,16,11,16,27
11,1746,873,0,0,97,97,18,55,9,64
11,1748,23,0,0,23,23,76,143,1,144
11,1750,25,0,0,1,1,1750,2376,25,2401
11,1750,100,0,0,25,25,70,77,4,81
11,1750,1200,0,0,25,25,70,77,48,125
11,1750,1728,0,0,1,1,1750,121,3456,3577
11,1752,1752,0,0,73,73,24,121,48,169
11,1758,48,0,0,3,3,586,847,32,879
11,1760,32,0,0,16,16,110,121,4,125
11,1760,40,0,0,20,20,88,121,4,125
11,1760,308,0,0,44,44,40,121,14,135
11,1760,396,0,0,44,44,40,55,9,64
11,1760,1760,0,0,110,110,16,11,16,27
11,1764,48,0,0,3,3,588,3465,16,3481
11,1764,338,0,0,2,2,882,3927,169,4096
11,1764,338,0,0,2,2,882,5324,507,5831
11,1764,378,0,0,2,2,882,1859,189,2048
11,1764,384,0,0,3,3,588,1331,384,1715
11,1764,504,0,0,63,63,28,55,8,63
11,1764,686,0,0,2,2,882,2816,343,3159
11,1764,882,0,0,98,98,18,55,9,64
11,1768,52,0,0,26,26,68,121,4,125
11,1768,250,0,0,1,1,1768,1947,250,2197
11,1768,676,0,0,4,4,442,121,338,459
11,1768,676,0,0,4,4,442,407,169,576
11,1768,767,0,0,1,1,1768,7425,767,8192
11,1768,1768,0,0,1,1,1768,3025,3536,6561
11,1768,1768,0,0,26,26,68,275,68,343
11,1776,27,0,0,1,1,1776,9317,81,9398
11,1776,49,0,0,1,1,1776,6512,49,6561
11,1776,1776,0,0,74,74,24,121,48,169
11,1776,1776,0,0,111,111,16,11,16,27
11,1780,810,0,0,10,10,178,275,81,356
11,1782,891,0,0,99,99,18,55,9,64
11,1788,150,0,0,6,6,298,704,25,729
11,1792,512,0,0,64,64,28,55,8,63
11,1792,1008,0,0,4,4,448,121,504,625
11,1792,1792,0,0,7,7,256,473,256,729
11,1792,1792,0,0,112,112,16,11,16,27
11,1794,12,0,0,3,3,598,1859,4,1863
11,1794,23,0,0,23,23,78,99,1,100
11,1794,23,0,0,23,23,78,143,1,144
11,1794,104,0,0,13,13,138,605,16,621
11,1794,507,0,0,3,3,598,506,169,675
11,1794,575,0,0,23,23,78,704,25,729
11,1794,1794,0,0,3,3,598,1331,1794,3125
11,1800,18,0,0,18,18,100,374,1,375
11,1800,40,0,0,20,20,90,121,4,125
11,1800,108,0,0,12,12,150,352,9,361
11,1800,150,0,0,6,6,300,704,25,729
11,1800,280,0,0,10,10,180,297,28,325
11,1800,315,0,0,45,45,40,121,14,135
11,1800,405,0,0,45,45,40,55,9,64
11,1800,450,0,0,18,18,100,264,25,289
11,1800,450,0,0,18,18,100,704,25,729
11,1800,768,0,0,12,12,150,297,64,361
