U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
19,2080,10,0,0,10,10,208,342,1,343
19,2080,10,0,0,10,10,208,399,1,400
19,2080,10,0,0,10,10,208,1520,1,1521
19,2080,208,0,0,52,52,40,171,4,175
19,2080,256,0,0,1,1,2080,4693,512,5205
19,2080,256,0,0,16,16,130,209,16,225
19,2080,390,0,0,10,10,208,304,39,343
19,2080,960,0,0,10,10,208,247,96,343
19,2088,36,0,0,36,36,58,95,1,96
19,2088,116,0,0,116,116,18,95,1,96
19,2088,150,0,0,6,6,348,551,25,576
19,2090,200,0,0,5,5,418,361,80,441
19,2100,10,0,0,10,10,210,342,1,343
19,2100,10,0,0,10,10,210,399,1,400
19,2100,10,0,0,10,10,210,1007,1,1008
19,2100,48,0,0,3,3,700,4693,32,4725
19,2100,200,0,0,5,5,420,361,80,441
19,2100,1055,0,0,5,5,420,475,211,686
19,2100,1055,0,0,5,5,420,1539,211,1750
19,2106,117,0,0,117,117,18,95,1,96
19,2108,992,0,0,31,31,68,361,64,425
19,2108,1519,0,0,31,31,68,76,49,125
19,2110,1,0,0,1,1,2110,2375,1,2376
19,2110,1,0,0,1,1,2110,8018,1,8019
19,2112,22,0,0,22,22,96,342,1,343
19,2112,972,0,0,4,4,528,1007,243,1250
19,2112,2112,0,0,33,33,64,57,64,121
19,2120,212,0,0,53,53,40,171,4,175
19,2120,486,0,0,2,2,1060,1007,243,1250
19,2124,118,0,0,118,118,18,95,1,96
19,2124,450,0,0,18,18,118,152,25,177
19,2124,2124,0,0,9,9,236,361,472,833
19,2136,147,0,0,3,3,712,4864,49,4913
19,2140,1819,0,0,1,1,2140,4256,1819,6075
19,2142,119,0,0,119,119,18,95,1,96
19,2142,147,0,0,3,3,714,4864,49,4913
19,2142,189,0,0,21,21,102,247,9,256
19,2142,2023,0,0,7,7,306,152,289,441
19,2144,16,0,0,8,8,268,1805,4,1809
19,2146,37,0,0,37,37,58,95,1,96
19,2154,729,0,0,1,1,2154,1672,729,2401
19,2156,864,0,0,2,2,1078,361,864,1225
19,2156,1210,0,0,2,2,1078,931,605,1536
19,2158,2025,0,0,1,1,2158,4864,2025,6889
19,2160,32,0,0,8,8,270,285,4,289
19,2160,108,0,0,12,12,180,247,9,256
19,2160,108,0,0,12,12,180,1216,9,1225
19,2160,120,0,0,120,120,18,95,1,96
19,2160,216,0,0,54,54,40,171,4,175
19,2160,384,0,0,24,24,90,513,16,529
19,2160,1296,0,0,24,24,90,475,54,529
19,2170,25,0,0,1,1,2170,5586,25,5611
19,2170,405,0,0,1,1,2170,3439,405,3844
19,2176,884,0,0,4,4,544,931,221,1152
19,2176,1024,0,0,32,32,68,361,64,425
19,2176,1568,0,0,32,32,68,76,49,125
19,2176,2176,0,0,34,34,64,57,64,121
19,2178,121,0,0,121,121,18,95,1,96
19,2180,18,0,0,2,2,1090,1216,9,1225
19,2180,18,0,0,2,2,1090,2071,9,2080
19,2180,1458,0,0,2,2,1090,2071,729,2800
19,2180,1690,0,0,2,2,1090,2071,845,2916
19,2184,588,0,0,3,3,728,1805,392,2197
19,2190,5,0,0,5,5,438,1824,1,1825
19,2190,5,0,0,5,5,438,2375,1,2376
19,2196,122,0,0,122,122,18,95,1,96
19,2200,4,0,0,4,4,550,2299,1,2300
19,2200,4,0,0,4,4,550,2375,1,2376
19,2200,220,0,0,55,55,40,171,4,175
19,2200,460,0,0,4,4,550,1216,115,1331
19,2200,528,0,0,4,4,550,361,264,625
19,2200,1250,0,0,10,10,220,171,125,296
19,2204,38,0,0,38,38,58,95,1,96
19,2208,23,0,0,23,23,96,342,1,343
19,2208,384,0,0,12,12,184,589,32,621
19,2208,897,0,0,1,1,2208,9728,897,10625
19,2208,1024,0,0,16,16,138,665,64,729
19,2208,1125,0,0,1,1,2208,1748,1125,2873
19,2208,1372,0,0,2,2,1104,1501,686,2187
19,2208,2208,0,0,12,12,184,361,368,729
19,2210,272,0,0,17,17,130,209,16,225
19,2214,123,0,0,123,123,18,95,1,96
19,2214,1536,0,0,3,3,738,513,512,1025
19,2214,1536,0,0,3,3,738,703,512,1215
19,2216,16,0,0,2,2,1108,4617,8,4625
19,2220,16,0,0,2,2,1110,4617,8,4625
19,2220,512,0,0,1,1,2220,3971,1024,4995
19,2220,2220,0,0,15,15,148,95,148,243
19,2226,3,0,0,3,3,742,1007,1,1008
19,2232,36,0,0,4,4,558,1216,9,1225
19,2232,124,0,0,124,124,18,95,1,96
19,2232,256,0,0,4,4,558,665,64,729
19,2232,560,0,0,4,4,558,589,140,729
19,2240,2,0,0,2,2,1120,1330,1,1331
19,2240,2,0,0,2,2,1120,1539,1,1540
19,2240,2,0,0,2,2,1120,2375,1,2376
19,2240,2,0,0,2,2,1120,3135,1,3136
19,2240,224,0,0,56,56,40,171,4,175
19,2240,800,0,0,2,2,1120,931,400,1331
