U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
21,2078,1039,2078,0,1,1,2078,3969,4156,8125
21,2080,20,20,0,20,20,104,168,1,169
21,2080,64,64,0,4,4,520,609,16,625
21,2080,352,176,0,16,16,130,147,22,169
21,2080,400,400,0,16,16,130,231,25,256
21,2088,1521,1521,0,9,9,232,672,169,841
21,2090,11,11,0,11,11,190,399,1,400
21,2090,11,55,0,1,1,2090,6804,55,6859
21,2090,95,95,0,5,5,418,2541,19,2560
21,2090,512,2048,0,1,1,2090,567,2048,2615
21,2100,42,42,0,42,42,50,168,1,169
21,2100,192,384,0,3,3,700,3969,256,4225
21,2100,280,140,0,35,35,60,147,8,155
21,2112,600,600,0,24,24,88,231,25,256
21,2128,28,28,0,28,28,76,168,1,169
21,2132,2,4,0,1,1,2132,3969,8,3977
21,2150,43,43,0,43,43,50,168,1,169
21,2150,400,400,0,25,25,86,441,32,473
21,2152,4,4,0,4,4,538,1344,1,1345
21,2156,847,847,0,7,7,308,840,121,961
21,2158,64,128,0,1,1,2158,3969,256,4225
21,2160,48,192,0,24,24,90,567,8,575
21,2160,288,144,0,36,36,60,147,8,155
21,2170,175,175,0,7,7,310,651,25,676
21,2170,1792,896,0,7,7,310,147,256,403
21,2180,1280,640,0,10,10,218,147,128,275
21,2184,21,21,0,21,21,104,168,1,169
21,2184,192,384,0,3,3,728,3969,256,4225
21,2196,100,100,0,2,2,1098,1281,50,1331
21,2200,2,2,0,2,2,1100,5775,1,5776
21,2200,5,5,0,5,5,440,714,1,715
21,2200,5,5,0,5,5,440,1155,1,1156
21,2200,44,44,0,44,44,50,168,1,169
21,2200,352,352,0,11,11,200,441,64,505
21,2200,625,625,0,25,25,88,231,25,256
21,2200,650,1300,0,5,5,440,1071,260,1331
21,2200,845,845,0,5,5,440,2856,169,3025
21,2200,1444,1444,0,2,2,1100,609,722,1331
21,2204,29,29,0,29,29,76,168,1,169
21,2208,24,24,0,6,6,368,525,4,529
21,2208,150,150,0,6,6,368,1344,25,1369
21,2208,272,68,0,1,1,2208,7203,272,7475
21,2210,26,52,0,13,13,170,1071,4,1075
21,2210,374,187,0,17,17,130,147,22,169
21,2210,425,425,0,17,17,130,231,25,256
21,2216,50,50,0,2,2,1108,1344,25,1369
21,2220,296,148,0,37,37,60,147,8,155
21,2236,416,416,0,26,26,86,441,32,473
21,2242,289,289,0,1,1,2242,3192,289,3481
21,2244,3,3,0,3,3,748,1155,1,1156
21,2250,45,45,0,45,45,50,168,1,169
21,2250,50,200,0,25,25,90,567,8,575
21,2256,12,12,0,12,12,188,399,1,400
21,2256,1504,1504,0,2,2,1128,2373,752,3125
21,2274,1875,1875,0,3,3,758,399,625,1024
21,2280,12,12,0,12,12,190,399,1,400
21,2280,20,20,0,4,4,570,4389,5,4394
21,2280,30,30,0,30,30,76,168,1,169
21,2280,230,460,0,10,10,228,315,46,361
21,2280,304,152,0,38,38,60,147,8,155
21,2280,1250,1250,0,10,10,228,483,125,608
21,2284,512,1024,0,2,2,1142,819,512,1331
21,2288,22,22,0,22,22,104,168,1,169
21,2288,650,650,0,26,26,88,231,25,256
21,2296,7,7,0,7,7,328,1680,1,1681
21,2300,10,10,0,10,10,230,840,1,841
21,2300,20,80,0,10,10,230,567,8,575
21,2300,46,46,0,46,46,50,168,1,169
21,2300,290,290,0,10,10,230,483,29,512
21,2300,920,920,0,10,10,230,441,184,625
21,2312,800,800,0,4,4,578,441,400,841
21,2318,58,29,0,1,1,2318,8967,58,9025
21,2320,4,4,0,4,4,580,840,1,841
21,2320,1690,1690,0,10,10,232,672,169,841
21,2322,432,432,0,27,27,86,441,32,473
21,2328,22,22,0,2,2,1164,2037,11,2048
21,2338,64,128,0,1,1,2338,3969,256,4225
21,2340,52,208,0,26,26,90,567,8,575
21,2340,312,156,0,39,39,60,147,8,155
21,2340,396,198,0,18,18,130,147,22,169
21,2340,450,450,0,18,18,130,231,25,256
21,2340,1024,1024,0,2,2,1170,441,1024,1465
21,2350,47,47,0,47,47,50,168,1,169
21,2354,107,107,0,1,1,2354,7581,107,7688
21,2356,31,31,0,31,31,76,168,1,169
21,2356,722,722,0,2,2,1178,1239,361,1600
21,2360,100,100,0,4,4,590,1344,25,1369
21,2366,2023,2023,0,7,7,338,336,289,625
21,2368,25,25,0,1,1,2368,6216,25,6241
21,2376,675,675,0,27,27,88,231,25,256
21,2380,28,28,0,7,7,340,357,4,361
21,2380,28,56,0,14,14,170,1071,4,1075
21,2380,175,175,0,7,7,340,336,25,361
21,2380,1792,1792,0,7,7,340,105,256,361
21,2380,2380,2380,0,7,7,340,21,340,361
21,2392,23,23,0,23,23,104,168,1,169
21,2398,1408,704,0,11,11,218,147,128,275
21,2400,48,48,0,48,48,50,168,1,169
21,2400,320,160,0,40,40,60,147,8,155
21,2400,384,384,0,12,12,200,441,64,505
21,2408,448,448,0,28,28,86,441,32,473
