U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
6,1113,105,525,0,21,21,53,96,25,121
6,1133,77,77,0,11,11,103,618,7,625
6,1155,5,5,0,2,1,1155,4356,5,4361
6,1155,35,35,0,4,1,1155,1296,35,1331
6,1155,105,525,0,21,21,55,96,25,121
6,1157,1,1,0,2,1,1157,2196,1,2197
6,1160,8,8,0,8,8,145,174,1,175
6,1166,2,2,0,6,2,583,2808,1,2809
6,1166,110,550,0,22,22,53,96,25,121
6,1175,121,121,0,1,1,1175,13254,121,13375
6,1183,13,13,0,39,13,91,216,1,217
6,1191,57,57,0,3,3,397,2382,19,2401
6,1210,110,550,0,22,22,55,96,25,121
6,1210,242,605,0,22,11,110,288,55,343
6,1218,174,174,0,18,6,203,216,29,245
6,1219,115,575,0,23,23,53,96,25,121
6,1225,7,7,0,7,7,175,294,1,295
6,1225,35,35,0,10,5,245,468,7,475
6,1225,65,455,0,5,5,245,384,91,475
6,1232,88,220,0,8,4,308,288,55,343
6,1236,84,84,0,12,12,103,618,7,625
6,1252,1252,1252,0,4,4,313,30,313,343
6,1253,895,895,0,1,1,1253,1506,895,2401
6,1265,23,23,0,1,1,1265,3750,23,3773
6,1265,115,575,0,23,23,55,96,25,121
6,1265,245,245,0,1,1,1265,1086,245,1331
6,1265,1265,1265,0,10,5,253,36,253,289
6,1272,120,600,0,24,24,53,96,25,121
6,1273,25,25,0,1,1,1273,6834,25,6859
6,1274,14,14,0,42,14,91,216,1,217
6,1274,14,98,0,2,2,637,4992,49,5041
6,1281,3,3,0,6,3,427,2196,1,2197
6,1281,183,183,0,9,3,427,1512,61,1573
6,1285,845,169,0,1,1,1285,486,845,1331
6,1305,9,9,0,9,9,145,174,1,175
6,1307,539,77,0,1,1,1307,4374,539,4913
6,1320,120,600,0,24,24,55,96,25,121
6,1320,264,660,0,24,12,110,288,55,343
6,1325,125,625,0,25,25,53,96,25,121
6,1333,31,31,0,1,1,1333,11094,31,11125
6,1339,91,91,0,13,13,103,618,7,625
