U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
10,1519,93,279,0,31,31,49,280,9,289
10,1519,243,81,0,1,1,1519,12250,243,12493
10,1519,1519,1519,0,49,49,31,90,31,121
10,1520,240,720,0,80,80,19,40,9,49
10,1520,1520,1520,0,80,80,19,30,19,49
10,1521,39,117,0,13,13,117,280,9,289
10,1521,221,221,0,13,13,117,130,17,147
10,1521,221,221,0,13,13,117,490,17,507
10,1539,243,729,0,81,81,19,40,9,49
10,1539,1539,1539,0,81,81,19,30,19,49
10,1550,1550,1550,0,50,50,31,90,31,121
10,1554,14,14,0,4,2,777,4100,7,4107
10,1558,246,738,0,82,82,19,40,9,49
10,1558,1558,1558,0,82,82,19,30,19,49
10,1565,1565,1565,0,5,5,313,30,313,343
10,1568,96,288,0,32,32,49,280,9,289
10,1575,51,51,0,3,3,525,2170,17,2187
10,1577,249,747,0,83,83,19,40,9,49
10,1577,1577,1577,0,83,83,19,30,19,49
10,1581,1581,1581,0,51,51,31,90,31,121
10,1584,432,1296,0,16,16,99,40,81,121
10,1595,1305,1305,0,5,5,319,1070,261,1331
10,1596,252,756,0,84,84,19,40,9,49
10,1596,266,931,0,2,1,1596,3200,931,4131
10,1596,1596,1596,0,84,84,19,30,19,49
10,1602,2,2,0,2,2,801,890,1,891
10,1602,1458,486,0,2,2,801,250,729,979
10,1605,535,1605,0,5,5,321,40,321,361
10,1611,9,27,0,3,3,537,1960,9,1969
10,1611,21,147,0,3,3,537,1920,49,1969
10,1612,1612,1612,0,52,52,31,90,31,121
10,1615,255,765,0,85,85,19,40,9,49
10,1615,1615,1615,0,85,85,19,30,19,49
10,1617,99,297,0,33,33,49,280,9,289
10,1631,71,71,0,1,1,1631,2330,71,2401
10,1634,6,18,0,2,2,817,1720,9,1729
10,1634,86,258,0,4,2,817,1600,129,1729
10,1634,258,774,0,86,86,19,40,9,49
10,1634,798,798,0,2,2,817,1000,1197,2197
10,1634,1634,1634,0,86,86,19,30,19,49
10,1638,42,126,0,14,14,117,280,9,289
10,1638,78,78,0,6,6,273,330,13,343
10,1638,238,238,0,14,14,117,130,17,147
10,1638,238,238,0,14,14,117,490,17,507
10,1643,1643,1643,0,53,53,31,90,31,121
10,1647,81,243,0,3,3,549,760,81,841
10,1653,261,783,0,87,87,19,40,9,49
10,1653,1653,1653,0,87,87,19,30,19,49
