U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
14,1860,540,1620,0,20,20,93,280,81,361
14,1863,1863,1863,0,9,9,207,154,207,361
14,1866,6,4,0,4,2,933,1372,3,1375
14,1875,195,65,0,5,5,375,686,39,725
14,1875,1875,1875,0,3,3,625,266,625,891
14,1876,1876,1876,0,28,28,67,14,67,81
14,1885,13,65,0,1,1,1885,6496,65,6561
14,1885,507,1521,0,1,1,1885,1624,1521,3145
14,1903,127,127,0,1,1,1903,2744,381,3125
14,1903,243,729,0,1,1,1903,15400,729,16129
14,1905,127,127,0,1,1,1905,2744,381,3125
14,1905,1905,1905,0,15,15,127,602,127,729
14,1911,21,63,0,7,7,273,616,9,625
14,1925,15,45,0,5,5,385,616,9,625
14,1930,1930,1930,0,10,10,193,182,193,375
14,1943,1943,1943,0,29,29,67,14,67,81
14,1950,10,10,0,10,10,195,350,1,351
14,1953,567,1701,0,21,21,93,280,81,361
14,1955,51,51,0,17,17,115,322,3,325
14,1955,255,1275,0,17,17,115,224,75,299
14,1956,36,108,0,12,12,163,616,9,625
14,1956,1956,1956,0,12,12,163,462,163,625
14,1972,68,68,0,8,4,493,588,17,605
14,1972,580,580,0,4,4,493,2744,435,3179
14,1972,1020,1020,0,4,4,493,2744,765,3509
14,1972,1972,1972,0,4,4,493,1694,493,2187
14,1995,133,133,0,7,7,285,350,19,369
14,2005,3,3,0,1,1,2005,3122,3,3125
14,2010,2010,2010,0,30,30,67,14,67,81
14,2013,5,25,0,1,1,2013,13664,25,13689
14,2013,27,27,0,1,1,2013,2170,27,2197
14,2013,27,81,0,1,1,2013,3640,81,3721
14,2013,305,1525,0,1,1,2013,672,1525,2197
14,2013,341,1705,0,1,1,2013,2016,1705,3721
14,2015,135,135,0,5,5,403,2170,27,2197
14,2020,404,2020,0,4,4,505,224,505,729
14,2025,9,9,0,9,9,225,1134,1,1135
14,2032,2032,2032,0,16,16,127,602,127,729
14,2035,225,1125,0,1,1,2035,2464,1125,3589
14,2046,62,62,0,4,2,1023,2156,31,2187
14,2046,486,1458,0,2,2,1023,2296,729,3025
14,2046,594,1782,0,22,22,93,280,81,361
14,2060,2060,2060,0,4,4,515,1694,515,2209
14,2061,2061,2061,0,9,9,229,14,229,243
14,2070,54,54,0,18,18,115,322,3,325
14,2070,270,1350,0,18,18,115,224,75,299
14,2070,782,782,0,2,2,1035,1134,391,1525
14,2070,2070,2070,0,10,10,207,154,207,361
14,2077,2077,2077,0,31,31,67,14,67,81
14,2079,9,6,0,6,3,693,1372,3,1375
14,2100,12,36,0,4,4,525,952,9,961
14,2109,57,57,0,6,3,703,980,19,999
14,2109,675,2025,0,3,3,703,1064,675,1739
14,2115,29,29,0,1,1,2115,3402,29,3431
14,2115,85,85,0,5,5,423,658,17,675
14,2119,39,117,0,13,13,163,616,9,625
14,2119,2119,2119,0,13,13,163,462,163,625
14,2123,2123,2123,0,11,11,193,182,193,375
14,2124,324,108,0,4,4,531,686,81,767
14,2133,81,243,0,3,3,711,1736,81,1817
14,2139,621,1863,0,23,23,93,280,81,361
14,2144,2144,2144,0,32,32,67,14,67,81
14,2145,5,5,0,2,1,2145,3724,5,3729
14,2145,11,11,0,11,11,195,350,1,351
14,2145,605,605,0,1,1,2145,1582,605,2187
14,2145,717,717,0,3,3,715,1386,239,1625
14,2145,2145,2145,0,3,3,715,14,715,729
14,2159,2159,2159,0,17,17,127,602,127,729
14,2165,2165,2165,0,5,5,433,350,433,783
14,2173,2173,2173,0,1,1,2173,14,2173,2187
14,2173,2173,2173,0,1,1,2173,350,2173,2523
14,2184,24,72,0,8,8,273,616,9,625
14,2185,57,57,0,19,19,115,322,3,325
14,2185,285,1425,0,19,19,115,224,75,299
14,2205,9,6,0,6,3,735,1372,3,1375
14,2210,26,26,0,4,2,1105,4900,13,4913
14,2210,486,1458,0,2,2,1105,952,729,1681
14,2211,2211,2211,0,33,33,67,14,67,81
14,2220,148,148,0,8,4,555,588,37,625
14,2223,361,361,0,1,1,2223,6230,361,6591
14,2223,625,1875,0,1,1,2223,4984,1875,6859
14,2232,648,1944,0,24,24,93,280,81,361
14,2236,172,172,0,4,4,559,2744,129,2873
14,2250,10,10,0,10,10,225,1134,1,1135
14,2250,234,78,0,6,6,375,686,39,725
14,2253,243,729,0,1,1,2253,2296,729,3025
14,2253,1681,1681,0,1,1,2253,1694,1681,3375
14,2262,162,162,0,2,2,1131,2744,243,2987
14,2277,2277,2277,0,11,11,207,154,207,361
14,2278,2278,2278,0,34,34,67,14,67,81
14,2280,8,20,0,8,4,570,1568,5,1573
14,2280,152,152,0,8,8,285,350,19,369
14,2282,42,126,0,14,14,163,616,9,625
14,2282,2282,2282,0,14,14,163,462,163,625
14,2286,2286,2286,0,18,18,127,602,127,729
14,2290,458,2290,0,2,2,1145,224,1145,1369
14,2290,2290,2290,0,10,10,229,14,229,243
14,2293,2293,2293,0,2,1,2293,3332,2293,5625
14,2295,867,867,0,3,3,765,2366,289,2655
14,2295,1875,1875,0,3,3,765,378,625,1003
14,2300,60,60,0,20,20,115,322,3,325
14,2300,300,1500,0,20,20,115,224,75,299
14,2310,6,4,0,4,2,1155,1372,3,1375
14,2310,18,54,0,6,6,385,616,9,625
14,2310,550,550,0,2,2,1155,1246,275,1521
14,2316,2316,2316,0,12,12,193,182,193,375
14,2323,303,909,0,1,1,2323,1736,909,2645
14,2325,465,2325,0,3,3,775,224,775,999
14,2325,675,2025,0,25,25,93,280,81,361
14,2332,12,36,0,4,4,583,616,9,625
14,2332,636,212,0,4,4,583,686,159,845
14,2332,2332,2332,0,4,4,583,42,583,625
14,2335,123,123,0,1,1,2335,8750,123,8873
14,2340,12,12,0,12,12,195,350,1,351
14,2345,2345,2345,0,35,35,67,14,67,81
14,2346,918,918,0,2,2,1173,1750,459,2209
14,2353,1,1,0,1,1,2353,2534,1,2535
14,2360,20,50,0,4,2,1180,1568,25,1593
14,2379,81,243,0,3,3,793,3640,81,3721
14,2379,477,159,0,3,3,793,686,159,845
14,2383,2383,2383,0,1,1,2383,742,2383,3125
14,2406,2,2,0,2,2,1203,3374,1,3375
14,2412,2412,2412,0,36,36,67,14,67,81
14,2413,2413,2413,0,19,19,127,602,127,729
14,2415,63,63,0,21,21,115,322,3,325
14,2415,315,1575,0,21,21,115,224,75,299
14,2418,162,162,0,6,6,403,2170,27,2197
14,2418,702,2106,0,26,26,93,280,81,361
14,2445,45,135,0,15,15,163,616,9,625
14,2445,2445,2445,0,15,15,163,462,163,625
14,2457,27,81,0,9,9,273,616,9,625
14,2465,85,85,0,10,5,493,588,17,605
14,2465,725,725,0,5,5,493,2744,435,3179
14,2465,1275,1275,0,5,5,493,2744,765,3509
14,2465,2465,2465,0,5,5,493,1694,493,2187
14,2475,11,11,0,11,11,225,1134,1,1135
14,2479,2479,2479,0,37,37,67,14,67,81
14,2484,2484,2484,0,12,12,207,154,207,361
14,2486,54,54,0,2,2,1243,2744,81,2825
14,2490,150,450,0,2,2,1245,1624,225,1849
14,2490,166,166,0,4,2,1245,5292,83,5375
14,2500,2500,2500,0,4,4,625,266,625,891
14,2504,1252,1878,0,4,2,1252,392,939,1331
14,2505,1,1,0,2,1,2505,4508,1,4509
14,2505,2505,2505,0,3,3,835,126,835,961
14,2509,2509,2509,0,13,13,193,182,193,375
14,2511,729,2187,0,27,27,93,280,81,361
14,2519,2519,2519,0,11,11,229,14,229,243
14,2525,505,2525,0,5,5,505,224,505,729
14,2530,66,66,0,22,22,115,322,3,325
14,2530,330,1650,0,22,22,115,224,75,299
14,2533,2187,729,0,1,1,2533,686,2187,2873
14,2535,13,13,0,13,13,195,350,1,351
14,2538,102,102,0,6,6,423,658,17,675
14,2540,2540,2540,0,20,20,127,602,127,729
14,2546,1734,1734,0,2,2,1273,938,867,1805
14,2546,2546,2546,0,38,38,67,14,67,81
14,2547,81,243,0,3,3,849,1288,81,1369
14,2565,171,171,0,9,9,285,350,19,369
14,2574,26,26,0,2,1,2574,2744,39,2783
14,2575,2575,2575,0,5,5,515,1694,515,2209
14,2596,4,10,0,4,2,1298,1568,5,1573
14,2598,2598,2598,0,6,6,433,350,433,783
14,2604,756,2268,0,28,28,93,280,81,361
14,2608,48,144,0,16,16,163,616,9,625
14,2608,2608,2608,0,16,16,163,462,163,625
14,2613,2613,2613,0,39,39,67,14,67,81
14,2622,722,722,0,2,2,1311,2366,361,2727
14,2625,15,45,0,5,5,525,952,9,961
14,2625,273,91,0,7,7,375,686,39,725
14,2645,69,69,0,23,23,115,322,3,325
14,2645,345,1725,0,23,23,115,224,75,299
14,2655,405,135,0,5,5,531,686,81,767
14,2666,10,10,0,2,2,1333,2744,15,2759
14,2666,54,486,0,2,2,1333,3584,243,3827
14,2667,2667,2667,0,21,21,127,602,127,729
14,2680,2680,2680,0,40,40,67,14,67,81
14,2685,3,3,0,3,3,895,1610,1,1611
14,2691,2691,2691,0,13,13,207,154,207,361
14,2695,21,63,0,7,7,385,616,9,625
14,2695,125,625,0,1,1,2695,6944,625,7569
14,2697,783,2349,0,29,29,93,280,81,361
14,2700,12,12,0,12,12,225,1134,1,1135
14,2702,2702,2702,0,14,14,193,182,193,375
14,2706,6,4,0,4,2,1353,1372,3,1375
14,2715,715,715,0,1,1,2715,2534,715,3249
14,2715,1331,1331,0,1,1,2715,21294,1331,22625
14,2730,14,14,0,14,14,195,350,1,351
14,2730,30,90,0,10,10,273,616,9,625
14,2745,2187,2187,0,1,1,2745,938,2187,3125
14,2747,2747,2747,0,41,41,67,14,67,81
14,2748,2748,2748,0,12,12,229,14,229,243
14,2760,72,72,0,24,24,115,322,3,325
14,2760,360,1800,0,24,24,115,224,75,299
14,2771,51,153,0,17,17,163,616,9,625
14,2771,2771,2771,0,17,17,163,462,163,625
14,2772,12,8,0,8,4,693,1372,3,1375
14,2775,185,185,0,10,5,555,588,37,625
14,2790,810,2430,0,30,30,93,280,81,361
14,2794,2794,2794,0,22,22,127,602,127,729
14,2795,215,215,0,5,5,559,2744,129,2873
14,2799,9,6,0,6,3,933,1372,3,1375
14,2803,1377,1377,0,1,1,2803,2744,4131,6875
14,2803,2803,2803,0,1,1,2803,1190,2803,3993
14,2805,1377,1377,0,1,1,2805,2744,4131,6875
14,2812,76,76,0,8,4,703,980,19,999
14,2812,900,2700,0,4,4,703,1064,675,1739
14,2814,2814,2814,0,42,42,67,14,67,81
14,2821,189,189,0,7,7,403,2170,27,2197
14,2844,108,324,0,4,4,711,1736,81,1817
14,2850,10,15,0,2,1,2850,12152,15,12167
14,2850,10,25,0,10,5,570,1568,5,1573
14,2850,10,50,0,2,2,1425,4256,25,4281
14,2850,190,190,0,10,10,285,350,19,369
14,2860,956,956,0,4,4,715,1386,239,1625
14,2860,2860,2860,0,4,4,715,14,715,729
14,2875,75,75,0,25,25,115,322,3,325
14,2875,375,1875,0,25,25,115,224,75,299
14,2881,2881,2881,0,43,43,67,14,67,81
14,2882,726,726,0,2,2,1441,1834,363,2197
14,2883,837,2511,0,31,31,93,280,81,361
14,2886,34,170,0,2,2,1443,2912,85,2997
14,2886,702,2106,0,2,2,1443,2072,1053,3125
14,2895,2895,2895,0,15,15,193,182,193,375
14,2898,2898,2898,0,14,14,207,154,207,361
14,2910,486,1458,0,2,2,1455,8680,729,9409
14,2913,1431,1431,0,1,1,2913,1694,1431,3125
14,2915,15,45,0,5,5,583,616,9,625
14,2915,795,265,0,5,5,583,686,159,845
