r,a,b,n,s,c,d,m,D,k_lo,k_hi,radprod1,radprod2,support1,support2
2,1,4374,4375,107,1,4374,4375,468125,16,20,210,210,35,35
2,1,31212,31213,15,1,31212,31213,468195,112,803,9282,9282,1547,1547
1,1,156249,156250,3,1,156249,156250,468750,1117,8045,19290,19290,3215,3215
1,36864,41261,78125,6,36864,41261,78125,468750,559,4022,10230,10230,1705,1705
3,8192,8575,16767,28,8192,8575,16767,469476,40,97,4830,4830,805,805
1,28561,89088,117649,4,28561,89088,117649,470596,841,6050,15834,15834,2639,2639
4,1,4374,4375,109,1,4374,4375,476875,8,10,210,210,35,35
3,1,28125,28126,17,1,28125,28126,478142,67,479,8610,8610,1435,1435
1,1,37179,37180,13,1,37179,37180,483340,266,1895,72930,72930,12155,12155
4,1,25920,25921,19,1,25920,25921,492499,47,328,4830,4830,805,805
1,1,83520,83521,6,1,83520,83521,501126,597,4206,14790,14790,2465,2465
1,1,71874,71875,7,1,71874,71875,503125,514,3614,7590,7590,1265,1265
1,28561,98415,126976,4,28561,98415,126976,507904,907,6365,12090,12090,2015,2015
1,7168,78125,85293,6,7168,78125,85293,511758,610,1194,2730,2730,455,455
1,12672,117649,130321,4,12672,117649,130321,521284,931,3168,8778,8778,1463,1463
1,1,59048,59049,9,1,59048,59049,531441,422,2915,4026,4026,671,671
7,1,24299,24300,22,1,24299,24300,534600,25,157,15510,15510,2585,2585
1,15625,20096,35721,15,15625,20096,35721,535815,256,1041,32970,32970,5495,5495
1,1,25920,25921,21,1,25920,25921,544341,186,1234,4830,4830,805,805
2,1,25920,25921,21,1,25920,25921,544341,93,617,4830,4830,805,805
1,1,10647,10648,52,1,10647,10648,553696,77,204,6006,6006,1001,1001
7,8019,8788,16807,33,8019,8788,16807,554631,18,34,6006,6006,1001,1001
1,14297,16807,31104,18,14297,16807,31104,559872,223,794,20706,20706,3451,3451
1,1,25920,25921,22,1,25920,25921,570262,186,1178,4830,4830,805,805
3,1,71874,71875,8,1,71874,71875,575000,172,1152,7590,7590,1265,1265
5,1,71874,71875,8,1,71874,71875,575000,103,691,7590,7590,1265,1265
1,8192,8575,16767,35,8192,8575,16767,586845,120,234,4830,4830,805,805
1,1,59048,59049,10,1,59048,59049,590490,422,2815,4026,4026,671,671
1,1,28125,28126,21,1,28125,28126,590646,201,1339,8610,8610,1435,1435
6,1,31212,31213,19,1,31212,31213,593047,38,247,9282,9282,1547,1547
1,1,59535,59536,10,1,59535,59536,595360,426,2830,12810,12810,2135,2135
2,1,25920,25921,23,1,25920,25921,596183,93,563,4830,4830,805,805
1,7168,78125,85293,7,7168,78125,85293,597051,610,1024,2730,2730,455,455
1,8192,8575,16767,36,8192,8575,16767,603612,120,227,4830,4830,805,805
2,7857,32768,40625,15,7857,32768,40625,609375,146,261,37830,37830,6305,6305
1,19683,68125,87808,7,19683,68125,87808,614656,628,2811,22890,22890,3815,3815
1,1,28125,28126,22,1,28125,28126,618772,201,1278,8610,8610,1435,1435
1,1,156249,156250,4,1,156249,156250,625000,1117,7310,19290,19290,3215,3215
1,28561,98415,126976,5,28561,98415,126976,634880,907,5712,12090,12090,2015,2015
3,28561,98415,126976,5,28561,98415,126976,634880,303,1904,12090,12090,2015,2015
1,12288,16807,29095,22,12288,16807,29095,640090,208,558,53130,53130,8855,8855
1,1,71874,71875,9,1,71874,71875,646875,514,3324,7590,7590,1265,1265
1,1,59048,59049,11,1,59048,59049,649539,422,2727,4026,4026,671,671
2,1,59048,59049,11,1,59048,59049,649539,211,1363,4026,4026,671,671
3,1,59048,59049,11,1,59048,59049,649539,141,909,4026,4026,671,671
5,1,59048,59049,11,1,59048,59049,649539,85,545,4026,4026,671,671
9,1,59048,59049,11,1,59048,59049,649539,47,303,4026,4026,671,671
1,8019,8788,16807,39,8019,8788,16807,655473,121,205,6006,6006,1001,1001
8,1,31212,31213,21,1,31212,31213,655473,28,179,9282,9282,1547,1547
1,19683,40817,60500,11,19683,40817,60500,665500,433,1789,39270,39270,6545,6545
1,1,16640,16641,40,1,16640,16641,665640,119,415,16770,16770,2795,2795
3,1,83520,83521,8,1,83520,83521,668168,199,1273,14790,14790,2465,2465
1,8019,8788,16807,40,8019,8788,16807,672280,121,200,6006,6006,1001,1001
1,11552,34375,45927,15,11552,34375,45927,688905,329,770,43890,43890,7315,7315
2,1,137780,137781,5,1,137780,137781,688905,493,3120,17430,17430,2905,2905
1,1,10647,10648,66,1,10647,10648,702768,77,161,6006,6006,1001,1001
4,36864,41261,78125,9,36864,41261,78125,703125,140,878,10230,10230,1705,1705
1,131072,221875,352947,2,131072,221875,352947,705894,2522,15855,14910,14910,2485,2485
1,1,59048,59049,12,1,59048,59049,708588,422,2649,4026,4026,671,671
1,1,71874,71875,10,1,71874,71875,718750,514,3209,7590,7590,1265,1265
1,1,25920,25921,28,1,25920,25921,725788,186,925,4830,4830,805,805
1,1,57121,57122,13,1,57121,57122,742586,409,2523,6214,6214,3107,3107
5,1,57121,57122,13,1,57121,57122,742586,82,504,6214,6214,3107,3107
1,15625,20096,35721,21,15625,20096,35721,750141,256,744,32970,32970,5495,5495
1,1,68607,68608,11,1,68607,68608,754688,491,3014,30954,30954,5159,5159
3,1,68607,68608,11,1,68607,68608,754688,164,1004,30954,30954,5159,5159
7,1,68607,68608,11,1,68607,68608,754688,71,430,30954,30954,5159,5159
1,28561,98415,126976,6,28561,98415,126976,761856,907,4760,12090,12090,2015,2015
1,1,59048,59049,13,1,59048,59049,767637,422,2579,4026,4026,671,671
1,51529,78125,129654,6,51529,78125,129654,777924,927,5638,47670,47670,7945,7945
1,1,156249,156250,5,1,156249,156250,781250,1117,6786,19290,19290,3215,3215
1,36864,41261,78125,10,36864,41261,78125,781250,559,3393,10230,10230,1705,1705
3,1,156249,156250,5,1,156249,156250,781250,373,2262,19290,19290,3215,3215
1,71875,190269,262144,3,71875,190269,262144,786432,1873,11360,20010,20010,3335,3335
1,25947,105125,131072,6,25947,105125,131072,786432,937,4324,26970,26970,4495,4495
1,1,263168,263169,3,1,263168,263169,789507,1880,11389,29298,29298,4883,4883
1,1,71874,71875,11,1,71874,71875,790625,514,3109,7590,7590,1265,1265
1,1,57121,57122,14,1,57121,57122,799708,409,2461,6214,6214,3107,3107
9,1,31212,31213,26,1,31212,31213,811538,25,133,9282,9282,1547,1547
1,1,68607,68608,12,1,68607,68608,823296,491,2928,30954,30954,5159,5159
1,34128,83521,117649,7,34128,83521,117649,823543,841,4875,56406,56406,9401,9401
1,1,137780,137781,6,1,137780,137781,826686,985,5872,17430,17430,2905,2905
3,1,59048,59049,14,1,59048,59049,826686,141,838,4026,4026,671,671
1,1,83520,83521,10,1,83520,83521,835210,597,3547,14790,14790,2465,2465
1,8192,8575,16767,50,8192,8575,16767,838350,120,163,4830,4830,805,805
1,29791,48334,78125,11,29791,48334,78125,859375,559,2708,44330,44330,22165,22165
1,36864,41261,78125,11,36864,41261,78125,859375,559,3286,10230,10230,1705,1705
2,36864,41261,78125,11,36864,41261,78125,859375,280,1643,10230,10230,1705,1705
5,36864,41261,78125,11,36864,41261,78125,859375,112,657,10230,10230,1705,1705
1,1,71874,71875,12,1,71874,71875,862500,514,3020,7590,7590,1265,1265
1,8019,8788,16807,52,8019,8788,16807,873964,121,154,6006,6006,1001,1001
1,1,59048,59049,15,1,59048,59049,885735,422,2459,4026,4026,671,671
4,1,59048,59049,15,1,59048,59049,885735,106,614,4026,4026,671,671
1,28561,98415,126976,7,28561,98415,126976,888832,907,4080,12090,12090,2015,2015
1,1,59535,59536,15,1,59535,59536,893040,426,2472,12810,12810,2135,2135
2,1,59535,59536,15,1,59535,59536,893040,213,1236,12810,12810,2135,2135
2,1,25920,25921,35,1,25920,25921,907235,93,370,4830,4830,805,805
1,31104,44521,75625,12,31104,44521,75625,907500,541,2592,69630,69630,11605,11605
1,18225,112847,131072,7,18225,112847,131072,917504,937,2603,9870,9870,1645,1645
1,1,83520,83521,11,1,83520,83521,918731,597,3436,14790,14790,2465,2465
1,1,25920,25921,36,1,25920,25921,933156,186,719,4830,4830,805,805
1,1,71874,71875,13,1,71874,71875,934375,514,2940,7590,7590,1265,1265
1,1,156249,156250,6,1,156249,156250,937500,1117,6385,19290,19290,3215,3215
1,8192,8575,16767,56,8192,8575,16767,938952,120,146,4830,4830,805,805
1,1,59048,59049,16,1,59048,59049,944784,422,2407,4026,4026,671,671
1,1,59535,59536,16,1,59535,59536,952576,426,2420,12810,12810,2135,2135
1,1,137780,137781,7,1,137780,137781,964467,985,5578,17430,17430,2905,2905
1,11552,34375,45927,21,11552,34375,45927,964467,329,550,43890,43890,7315,7315
1,48000,117649,165649,6,48000,117649,165649,993894,1184,6639,85470,85470,14245,14245
2,1,59535,59536,17,1,59535,59536,1012112,213,1185,12810,12810,2135,2135
3,28561,98415,126976,8,28561,98415,126976,1015808,303,1190,12090,12090,2015,2015
1,1,512000,512001,2,1,512000,512001,1024002,3658,20318,9030,9030,1505,1505
1,71875,190269,262144,4,71875,190269,262144,1048576,1873,10321,20010,20010,3335,3335
1,1,263168,263169,4,1,263168,263169,1052676,1880,10348,29298,29298,4883,4883
1,32768,117649,150417,7,32768,117649,150417,1052919,1075,4681,25998,25998,4333,4333
1,14297,16807,31104,34,14297,16807,31104,1057536,223,420,20706,20706,3451,3451
7,14297,16807,31104,34,14297,16807,31104,1057536,32,60,20706,20706,3451,3451
1,131072,221875,352947,3,131072,221875,352947,1058841,2522,13851,14910,14910,2485,2485
2,131072,221875,352947,3,131072,221875,352947,1058841,1261,6925,14910,14910,2485,2485
21,1,31212,31213,34,1,31212,31213,1061242,11,43,9282,9282,1547,1547
1,1,59048,59049,18,1,59048,59049,1062882,422,2314,4026,4026,671,671
1,1,71874,71875,15,1,71874,71875,1078125,514,2803,7590,7590,1265,1265
2,98415,117649,216064,5,98415,117649,216064,1080320,772,4211,44310,44310,7385,7385
1,29791,125000,154791,7,29791,125000,154791,1083537,1106,4255,84630,84630,14105,14105
1,1,25920,25921,42,1,25920,25921,1088682,186,617,4830,4830,805,805
1,78125,141376,219501,5,78125,141376,219501,1097505,1568,8511,40890,40890,6815,6815
3,78125,141376,219501,5,78125,141376,219501,1097505,523,2837,40890,40890,6815,6815
1,1,137780,137781,8,1,137780,137781,1102248,985,5335,17430,17430,2905,2905
2,1,65024,65025,17,1,65024,65025,1105425,233,1257,64770,64770,10795,10795
1,31250,54043,85293,13,31250,54043,85293,1108809,610,2403,72930,72930,12155,12155
1,1,25920,25921,43,1,25920,25921,1114603,186,602,4830,4830,805,805
1,1,59048,59049,19,1,59048,59049,1121931,422,2273,4026,4026,671,671
1,1,229375,229376,5,1,229375,229376,1146880,1639,8765,25690,25690,12845,12845
1,1,71874,71875,16,1,71874,71875,1150000,514,2744,7590,7590,1265,1265
5,1,28125,28126,41,1,28125,28126,1153166,41,137,8610,8610,1435,1435
1,21875,30613,52488,22,21875,30613,52488,1154736,375,994,53130,53130,8855,8855
1,105875,130321,236196,5,105875,130321,236196,1180980,1688,8938,43890,43890,7315,7315
9,1,59048,59049,20,1,59048,59049,1180980,47,248,4026,4026,671,671
11,1,59048,59049,20,1,59048,59049,1180980,39,203,4026,4026,671,671
1,1,28125,28126,42,1,28125,28126,1181292,201,669,8610,8610,1435,1435
5,1,10647,10648,77,1936,13689,15625,1203125,23,27,6006,4290,1001,715
65,1,10647,10648,77,1936,13689,15625,1203125,2,2,6006,4290,1001,715
4,1,31212,31213,39,1,31212,31213,1217307,56,200,9282,9282,1547,1547
1,1,59048,59049,21,1,59048,59049,1240029,422,2198,4026,4026,671,671
4,1,137780,137781,9,1,137780,137781,1240029,247,1282,17430,17430,2905,2905
3,1,156249,156250,8,1,156249,156250,1250000,373,1933,19290,19290,3215,3215
1,1,59535,59536,21,1,59535,59536,1250256,426,2210,12810,12810,2135,2135
1,24389,393216,417605,3,24389,393216,417605,1252815,2983,8129,14790,14790,2465,2465
1,1,83520,83521,15,1,83520,83521,1252815,597,3099,14790,14790,2465,2465
1,28561,98415,126976,10,28561,98415,126976,1269760,907,2856,12090,12090,2015,2015
1,1,25920,25921,49,1,25920,25921,1270129,186,528,4830,4830,805,805
1,1,71874,71875,18,1,71874,71875,1293750,514,2638,7590,7590,1265,1265
5,1,71874,71875,18,1,71874,71875,1293750,103,527,7590,7590,1265,1265
1,98415,117649,216064,6,98415,117649,216064,1296384,1544,7926,44310,44310,7385,7385
1,51529,78125,129654,10,51529,78125,129654,1296540,927,4756,47670,47670,7945,7945
1,1,59048,59049,22,1,59048,59049,1299078,422,2164,4026,4026,671,671
3,1,59048,59049,22,1,59048,59049,1299078,141,721,4026,4026,671,671
1,25947,105125,131072,10,25947,105125,131072,1310720,937,2594,26970,26970,4495,4495
2,71875,190269,262144,5,71875,190269,262144,1310720,937,4790,20010,20010,3335,3335
1,19683,68125,87808,15,19683,68125,87808,1317120,628,1312,22890,22890,3815,3815
2,1,25920,25921,51,1,25920,25921,1321971,93,254,4830,4830,805,805
1,1,83520,83521,16,1,83520,83521,1336336,597,3033,14790,14790,2465,2465
7,1,28125,28126,48,1,28125,28126,1350048,29,83,8610,8610,1435,1435
2,32768,117649,150417,9,32768,117649,150417,1353753,538,1820,25998,25998,4333,4333
1,1,59048,59049,23,1,59048,59049,1358127,422,2132,4026,4026,671,671
1,1,71874,71875,19,1,71874,71875,1365625,514,2591,7590,7590,1265,1265
1,1,688127,688128,2,1,688127,688128,1376256,4916,24745,21714,21714,3619,3619
1,1,229375,229376,6,1,229375,229376,1376256,1639,8248,25690,25690,12845,12845
1,1,137780,137781,10,1,137780,137781,1377810,985,4952,17430,17430,2905,2905
1,28561,98415,126976,11,28561,98415,126976,1396736,907,2596,12090,12090,2015,2015
5,1,25920,25921,54,1,25920,25921,1399734,38,95,4830,4830,805,805
1,15625,48384,64009,22,15625,48384,64009,1408198,458,710,53130,53130,8855,8855
2,1,201600,201601,7,1,201600,201601,1411207,721,3594,94290,94290,15715,15715
1,131072,221875,352947,4,131072,221875,352947,1411788,2522,12584,14910,14910,2485,2485
1,1,59048,59049,24,1,59048,59049,1417176,422,2102,4026,4026,671,671
1,1,71874,71875,20,1,71874,71875,1437500,514,2547,7590,7590,1265,1265
3,1,71874,71875,20,1,71874,71875,1437500,172,849,7590,7590,1265,1265
1,55447,75625,131072,11,55447,75625,131072,1441792,937,4640,68530,68530,34265,34265
1,1,59048,59049,25,1,59048,59049,1476225,422,2074,4026,4026,671,671
3,1,59048,59049,25,1,59048,59049,1476225,141,691,4026,4026,671,671
1,1,59535,59536,25,1,59535,59536,1488400,426,2085,12810,12810,2135,2135
1,1,71874,71875,21,1,71874,71875,1509375,514,2506,7590,7590,1265,1265
1,1,512000,512001,3,1,512000,512001,1536003,3658,17750,9030,9030,1505,1505
2,1,512000,512001,3,1,512000,512001,1536003,1829,8875,9030,9030,1505,1505
1,1,156249,156250,10,1,156249,156250,1562500,1117,5386,19290,19290,3215,3215
1,71875,190269,262144,6,71875,190269,262144,1572864,1873,9016,20010,20010,3335,3335
1,1,59048,59049,27,1,59048,59049,1594323,422,2021,4026,4026,671,671
1,1,228095,228096,7,1,228095,228096,1596672,1630,7806,43890,43890,7315,7315
5,1,228095,228096,7,1,228095,228096,1596672,326,1561,43890,43890,7315,7315
3,1,123200,123201,13,1,123200,123201,1601613,294,1403,30030,30030,5005,5005
2,1,59535,59536,27,1,59535,59536,1607472,213,1016,12810,12810,2135,2135
1,63423,171875,235298,7,63423,171875,235298,1647086,1681,7969,66990,66990,11165,11165
3,1,71874,71875,23,1,71874,71875,1653125,172,810,7590,7590,1265,1265
5,1,71874,71875,23,1,71874,71875,1653125,103,486,7590,7590,1265,1265
1,105875,130321,236196,7,105875,130321,236196,1653372,1688,7989,43890,43890,7315,7315
1,1,59048,59049,28,1,59048,59049,1653372,422,1997,4026,4026,671,671
5,105875,130321,236196,7,105875,130321,236196,1653372,338,1597,43890,43890,7315,7315
1,24389,393216,417605,4,24389,393216,417605,1670420,2983,6097,14790,14790,2465,2465
1,1,156249,156250,11,1,156249,156250,1718750,1117,5217,19290,19290,3215,3215
1,1,71874,71875,24,1,71874,71875,1725000,514,2397,7590,7590,1265,1265
2,131072,221875,352947,5,131072,221875,352947,1764735,1261,5841,14910,14910,2485,2485
1,1,59048,59049,30,1,59048,59049,1771470,422,1952,4026,4026,671,671
1,1,59535,59536,30,1,59535,59536,1786080,426,1962,12810,12810,2135,2135
7,1,59535,59536,30,1,59535,59536,1786080,61,280,12810,12810,2135,2135
1,1,71874,71875,25,1,71874,71875,1796875,514,2364,7590,7590,1265,1265
1,1,228095,228096,8,1,228095,228096,1824768,1630,7466,43890,43890,7315,7315
1,1,59048,59049,31,1,59048,59049,1830519,422,1904,4026,4026,671,671
1,71875,190269,262144,7,71875,190269,262144,1835008,1873,8564,20010,20010,3335,3335
1,1,59535,59536,31,1,59535,59536,1845616,426,1920,12810,12810,2135,2135
1,1,71874,71875,26,1,71874,71875,1868750,514,2334,7590,7590,1265,1265
1,105875,130321,236196,8,105875,130321,236196,1889568,1688,7642,43890,43890,7315,7315
1,1,137780,137781,14,1,137780,137781,1928934,985,4427,17430,17430,2905,2905
3,1,137780,137781,14,1,137780,137781,1928934,329,1475,17430,17430,2905,2905
1,51529,78125,129654,15,51529,78125,129654,1944810,927,3435,47670,47670,7945,7945
1,1,59048,59049,33,1,59048,59049,1948617,422,1789,4026,4026,671,671
3,59049,137200,196249,10,59049,137200,196249,1962490,468,1968,93030,93030,15505,15505
1,55447,75625,131072,15,55447,75625,131072,1966080,937,3696,68530,68530,34265,34265
1,1,180224,180225,11,1,180224,180225,1982475,1288,5738,29370,29370,4895,4895
2,1,180224,180225,11,1,180224,180225,1982475,644,2869,29370,29370,4895,4895
1,1,59048,59049,34,1,59048,59049,2007666,422,1736,4026,4026,671,671
1,56250,279841,336091,6,56250,279841,336091,2016546,2401,9375,91770,91770,15295,15295
1,1,512000,512001,4,1,512000,512001,2048004,3658,16127,9030,9030,1505,1505
3,1,512000,512001,4,1,512000,512001,2048004,1220,5375,9030,9030,1505,1505
1,1,688127,688128,3,1,688127,688128,2064384,4916,21617,21714,21714,3619,3619
2,1,688127,688128,3,1,688127,688128,2064384,2458,10808,21714,21714,3619,3619
1,1,137780,137781,15,1,137780,137781,2066715,985,4326,17430,17430,2905,2905
1,51529,78125,129654,16,51529,78125,129654,2074464,927,3220,47670,47670,7945,7945
1,1,1050624,1050625,2,1,1050624,1050625,2101250,7505,32810,23370,23370,3895,3895
1,117649,304175,421824,5,117649,304175,421824,2109120,3014,13157,62790,62790,10465,10465
1,131072,221875,352947,6,131072,221875,352947,2117682,2522,10993,14910,14910,2485,2485
5,131072,221875,352947,6,131072,221875,352947,2117682,505,2198,14910,14910,2485,2485
1,1,59048,59049,36,1,59048,59049,2125764,422,1640,4026,4026,671,671
1,1,71874,71875,30,1,71874,71875,2156250,514,2225,7590,7590,1265,1265
1,98415,117649,216064,10,98415,117649,216064,2160640,1544,6685,44310,44310,7385,7385
7,98415,117649,216064,10,98415,117649,216064,2160640,221,955,44310,44310,7385,7385
1,132651,588245,720896,3,132651,588245,720896,2162688,5150,22298,39270,39270,6545,6545
1,1,180224,180225,12,1,180224,180225,2162700,1288,5574,29370,29370,4895,4895
1,1,59048,59049,37,1,59048,59049,2184813,422,1595,4026,4026,671,671
1,1,71874,71875,31,1,71874,71875,2228125,514,2201,7590,7590,1265,1265
1,158949,161051,320000,7,158949,161051,320000,2240000,2286,9782,66990,66990,11165,11165
1,131072,1003833,1134905,2,131072,1003833,1134905,2269810,8107,34542,31110,31110,5185,5185
1,1,229375,229376,10,1,229375,229376,2293760,1639,6957,25690,25690,12845,12845
1,1,59048,59049,39,1,59048,59049,2302911,422,1513,4026,4026,671,671
3,1,137780,137781,17,1,137780,137781,2342277,329,1383,17430,17430,2905,2905
1,112896,277729,390625,6,112896,277729,390625,2343750,2791,11762,110670,110670,18445,18445
1,1,156249,156250,15,1,156249,156250,2343750,1117,4705,19290,19290,3215,3215
1,28561,152064,180625,13,28561,152064,180625,2348125,1291,2197,72930,72930,12155,12155
1,71875,190269,262144,9,71875,190269,262144,2359296,1873,7876,20010,20010,3335,3335
1,1,59048,59049,40,1,59048,59049,2361960,422,1476,4026,4026,671,671
1,36864,41261,78125,31,36864,41261,78125,2421875,559,1189,10230,10230,1705,1705
3,36864,41261,78125,31,36864,41261,78125,2421875,187,396,10230,10230,1705,1705
5,36864,41261,78125,31,36864,41261,78125,2421875,112,237,10230,10230,1705,1705
1,38307,371293,409600,6,38307,371293,409600,2457600,2926,6384,44070,44070,7345,7345
1,131072,221875,352947,7,131072,221875,352947,2470629,2522,10443,14910,14910,2485,2485
1,42050,371293,413343,6,42050,371293,413343,2480058,2953,7008,79170,79170,13195,13195
1,1,59048,59049,42,1,59048,59049,2480058,422,1405,4026,4026,671,671
11,1,59048,59049,42,1,59048,59049,2480058,39,127,4026,4026,671,671
1,1,156249,156250,16,1,156249,156250,2500000,1117,4605,19290,19290,3215,3215
1,36864,41261,78125,32,36864,41261,78125,2500000,559,1152,10230,10230,1705,1705
1,1,71874,71875,35,1,71874,71875,2515625,514,2053,7590,7590,1265,1265
3,1,71874,71875,35,1,71874,71875,2515625,172,684,7590,7590,1265,1265
1,1,229375,229376,11,1,229375,229376,2523136,1639,6739,25690,25690,12845,12845
1,1,59048,59049,43,1,59048,59049,2539107,422,1373,4026,4026,671,671
1,1,512000,512001,5,1,512000,512001,2560005,3658,14970,9030,9030,1505,1505
2,1,512000,512001,5,1,512000,512001,2560005,1829,7485,9030,9030,1505,1505
3,1,512000,512001,5,1,512000,512001,2560005,1220,4990,9030,9030,1505,1505
4,1,512000,512001,5,1,512000,512001,2560005,915,3742,9030,9030,1505,1505
1,1,71874,71875,36,1,71874,71875,2587500,514,1996,7590,7590,1265,1265
1,1,59048,59049,44,1,59048,59049,2598156,422,1341,4026,4026,671,671
3,1,59048,59049,44,1,59048,59049,2598156,141,447,4026,4026,671,671
9,1,59048,59049,44,1,59048,59049,2598156,47,149,4026,4026,671,671
2,177147,344605,521752,5,177147,344605,521752,2608760,1864,7580,94710,94710,15785,15785
1,117649,256328,373977,7,117649,256328,373977,2617839,2672,10854,142842,142842,23807,23807
1,71875,190269,262144,10,71875,190269,262144,2621440,1873,7187,20010,20010,3335,3335
3,36864,41261,78125,34,36864,41261,78125,2656250,187,361,10230,10230,1705,1705
1,1,59048,59049,45,1,59048,59049,2657205,422,1312,4026,4026,671,671
1,83349,96875,180224,15,83349,96875,180224,2703360,1288,5174,71610,71610,11935,11935
3,1,71874,71875,38,1,71874,71875,2731250,172,630,7590,7590,1265,1265
1,112896,277729,390625,7,112896,277729,390625,2734375,2791,11173,110670,110670,18445,18445
5,1,228095,228096,12,1,228095,228096,2737152,326,1304,43890,43890,7315,7315
1,1,688127,688128,4,1,688127,688128,2752512,4916,19640,21714,21714,3619,3619
1,55447,75625,131072,21,55447,75625,131072,2752512,937,2640,68530,68530,34265,34265
11,55447,75625,131072,21,55447,75625,131072,2752512,86,240,68530,68530,34265,34265
3,1,59048,59049,47,1,59048,59049,2775303,141,418,4026,4026,671,671
5,36864,41261,78125,36,36864,41261,78125,2812500,112,204,10230,10230,1705,1705
5,105875,130321,236196,12,105875,130321,236196,2834352,338,1335,43890,43890,7315,7315
1,1,71874,71875,40,1,71874,71875,2875000,514,1796,7590,7590,1265,1265
11,1,71874,71875,40,1,71874,71875,2875000,47,163,7590,7590,1265,1265
1,132651,588245,720896,4,132651,588245,720896,2883584,5150,20259,39270,39270,6545,6545
1,1,137780,137781,21,1,137780,137781,2893401,985,3867,17430,17430,2905,2905
5,1,137780,137781,21,1,137780,137781,2893401,197,773,17430,17430,2905,2905
1,59049,137200,196249,15,59049,137200,196249,2943735,1402,3936,93030,93030,15505,15505
1,1,71874,71875,41,1,71874,71875,2946875,514,1752,7590,7590,1265,1265
1,1,201600,201601,15,1,201600,201601,3024015,1441,5576,94290,94290,15715,15715
1,1,137780,137781,22,1,137780,137781,3031182,985,3808,17430,17430,2905,2905
1,1,512000,512001,6,1,512000,512001,3072006,3658,14088,9030,9030,1505,1505
5,1,512000,512001,6,1,512000,512001,3072006,732,2817,9030,9030,1505,1505
33,1,71874,71875,43,1,71874,71875,3090625,16,50,7590,7590,1265,1265
1,1,156249,156250,20,1,156249,156250,3125000,1117,4274,19290,19290,3215,3215
3,1,156249,156250,20,1,156249,156250,3125000,373,1424,19290,19290,3215,3215
9,1,59048,59049,53,1,59048,59049,3129597,47,123,4026,4026,671,671
1,177147,344605,521752,6,177147,344605,521752,3130512,3727,14266,94710,94710,15785,15785
1,1,165375,165376,19,1,165375,165376,3142144,1182,4516,67830,67830,11305,11305
1,1,1050624,1050625,3,1,1050624,1050625,3151875,7505,28662,23370,23370,3895,3895
2,1,1050624,1050625,3,1,1050624,1050625,3151875,3753,14331,23370,23370,3895,3895
1,1,71874,71875,45,1,71874,71875,3234375,514,1597,7590,7590,1265,1265
1,1,156249,156250,21,1,156249,156250,3281250,1117,4205,19290,19290,3215,3215
1,1,71874,71875,46,1,71874,71875,3306250,514,1562,7590,7590,1265,1265
1,105875,130321,236196,14,105875,130321,236196,3306744,1688,6341,43890,43890,7315,7315
3,105875,130321,236196,14,105875,130321,236196,3306744,563,2113,43890,43890,7315,7315
1,1,165375,165376,20,1,165375,165376,3307520,1182,4439,67830,67830,11305,11305
1,296875,371293,668168,5,296875,371293,668168,3340840,4773,17878,41990,41990,20995,20995
1,131072,1003833,1134905,3,131072,1003833,1134905,3404715,8107,30175,31110,31110,5185,5185
2,131072,1003833,1134905,3,131072,1003833,1134905,3404715,4054,15087,31110,31110,5185,5185
1,1,229375,229376,15,1,229375,229376,3440640,1639,6077,25690,25690,12845,12845
2,1,688127,688128,5,1,688127,688128,3440640,2458,9116,21714,21714,3619,3619
1,177147,524288,701435,5,177147,524288,701435,3507175,5011,18466,85890,85890,14315,14315
3,177147,524288,701435,5,177147,524288,701435,3507175,1671,6155,85890,85890,14315,14315
1,131072,221875,352947,10,131072,221875,352947,3529470,2522,9272,14910,14910,2485,2485
1,63423,171875,235298,15,63423,171875,235298,3529470,1681,4228,66990,66990,11165,11165
7,131072,221875,352947,10,131072,221875,352947,3529470,361,1324,14910,14910,2485,2485
5,1,137780,137781,26,1,137780,137781,3582306,197,720,17430,17430,2905,2905
1,1,512000,512001,7,1,512000,512001,3584007,3658,13382,9030,9030,1505,1505
2,1,512000,512001,7,1,512000,512001,3584007,1829,6691,9030,9030,1505,1505
3,1,512000,512001,7,1,512000,512001,3584007,1220,4460,9030,9030,1505,1505
4,1,512000,512001,7,1,512000,512001,3584007,915,3345,9030,9030,1505,1505
6,1,512000,512001,7,1,512000,512001,3584007,610,2230,9030,9030,1505,1505
3,1,156249,156250,23,1,156249,156250,3593750,373,1360,19290,19290,3215,3215
1,132651,588245,720896,5,132651,588245,720896,3604480,5150,18806,39270,39270,6545,6545
2,132651,588245,720896,5,132651,588245,720896,3604480,2575,9403,39270,39270,6545,6545
5,1,71874,71875,51,1,71874,71875,3665625,103,281,7590,7590,1265,1265
1,1,229375,229376,16,1,229375,229376,3670016,1639,5948,25690,25690,12845,12845
1,1,531440,531441,7,1,531440,531441,3720087,3797,13719,199290,199290,33215,33215
1,240625,290816,531441,7,240625,290816,531441,3720087,3797,13719,164010,164010,27335,27335
1,83349,96875,180224,21,83349,96875,180224,3784704,1288,3969,71610,71610,11935,11935
10,1,180224,180225,21,1,180224,180225,3784725,129,462,29370,29370,4895,4895
1,1,137780,137781,28,1,137780,137781,3857868,985,3513,17430,17430,2905,2905
15,1,137780,137781,28,1,137780,137781,3857868,66,234,17430,17430,2905,2905
1,112896,277729,390625,10,112896,277729,390625,3906250,2791,9921,110670,110670,18445,18445
