r,a,b,n,s,c,d,m,D,k_lo,k_hi,radprod1,radprod2,support1,support2
6,1,1050624,1050625,25,1,1050624,1050625,26265625,1251,2356,23370,23370,3895,3895
7,1,512000,512001,52,1,512000,512001,26624052,523,979,9030,9030,1505,1505
3,1244485,2097152,3341637,8,1244485,2097152,3341637,26733096,7957,14900,72930,72930,12155,12155
4,1,688127,688128,39,1,688127,688128,26836992,1229,2298,21714,21714,3619,3619
3,1,512000,512001,53,1,512000,512001,27136053,1220,2271,9030,9030,1505,1505
1,524288,1569375,2093663,13,524288,1569375,2093663,27217619,14955,27840,132990,132990,22165,22165
2,524288,1569375,2093663,13,524288,1569375,2093663,27217619,7478,13920,132990,132990,22165,22165
3,524288,1569375,2093663,13,524288,1569375,2093663,27217619,4985,9280,132990,132990,22165,22165
10,524288,1569375,2093663,13,524288,1569375,2093663,27217619,1496,2784,132990,132990,22165,22165
1,1127357,5688387,6815744,4,1127357,5688387,6815744,27262976,48684,90583,102102,102102,17017,17017
1,1,1050624,1050625,26,1,1050624,1050625,27316250,7505,13954,23370,23370,3895,3895
1,912247,2994003,3906250,7,912247,2994003,3906250,27343750,27902,51864,147630,147630,24605,24605
2,912247,2994003,3906250,7,912247,2994003,3906250,27343750,13951,25932,147630,147630,24605,24605
6,912247,2994003,3906250,7,912247,2994003,3906250,27343750,4651,8644,147630,147630,24605,24605
7,1,688127,688128,40,1,688127,688128,27525120,703,1302,21714,21714,3619,3619
2,874577,2250423,3125000,9,874577,2250423,3125000,28125000,11161,20551,99330,99330,16555,16555
4,874577,2250423,3125000,9,874577,2250423,3125000,28125000,5581,10275,99330,99330,16555,16555
1,1,512000,512001,55,1,512000,512001,28160055,3658,6731,9030,9030,1505,1505
3,1,512000,512001,55,1,512000,512001,28160055,1220,2243,9030,9030,1505,1505
6,1,512000,512001,55,1,512000,512001,28160055,610,1121,9030,9030,1505,1505
3,1,2825760,2825761,10,1,2825760,2825761,28257610,6729,12369,249690,249690,41615,41615
2,1,1050624,1050625,27,1,1050624,1050625,28366875,3753,6889,23370,23370,3895,3895
8,1,1050624,1050625,27,1,1050624,1050625,28366875,939,1722,23370,23370,3895,3895
1,1,336140,336141,85,1,336140,336141,28571985,2402,3954,46410,46410,7735,7735
7,1,336140,336141,85,1,336140,336141,28571985,344,564,46410,46410,7735,7735
1,1,512000,512001,56,1,512000,512001,28672056,3658,6691,9030,9030,1505,1505
1,1,688127,688128,42,1,688127,688128,28901376,4916,8969,21714,21714,3619,3619
14,1,512000,512001,57,1,512000,512001,29184057,262,475,9030,9030,1505,1505
2,1,336140,336141,87,1,336140,336141,29244267,1201,1931,46410,46410,7735,7735
1,524288,1569375,2093663,14,524288,1569375,2093663,29311282,14955,27161,132990,132990,22165,22165
1,1722368,2476099,4198467,7,1722368,2476099,4198467,29389269,29990,54419,300846,300846,50141,50141
3,1722368,2476099,4198467,7,1722368,2476099,4198467,29389269,9997,18139,300846,300846,50141,50141
1,1,688127,688128,43,1,688127,688128,29589504,4916,8899,21714,21714,3619,3619
21,1,688127,688128,43,1,688127,688128,29589504,235,423,21714,21714,3619,3619
22,1,688127,688128,43,1,688127,688128,29589504,224,404,21714,21714,3619,3619
3,1,512000,512001,58,1,512000,512001,29696058,1220,2204,9030,9030,1505,1505
43,1,512000,512001,58,1,512000,512001,29696058,86,153,9030,9030,1505,1505
1,1244485,2097152,3341637,9,1244485,2097152,3341637,30074733,23869,42981,72930,72930,12155,12155
5,1244485,2097152,3341637,9,1244485,2097152,3341637,30074733,4774,8596,72930,72930,12155,12155
1,912673,2097152,3009825,10,912673,2097152,3009825,30098250,21499,38703,264810,264810,44135,44135
7,912673,2097152,3009825,10,912673,2097152,3009825,30098250,3072,5529,264810,264810,44135,44135
7,714025,1057536,1771561,17,714025,1057536,1771561,30116537,1808,3253,72930,72930,12155,12155
9,1,512000,512001,59,1,512000,512001,30208059,407,730,9030,9030,1505,1505
1,1,688127,688128,44,1,688127,688128,30277632,4916,8831,21714,21714,3619,3619
1,1,512000,512001,60,1,512000,512001,30720060,3658,6539,9030,9030,1505,1505
1,507904,2910897,3418801,9,507904,2910897,3418801,30769209,24421,43641,87978,87978,14663,14663
1,1,688127,688128,45,1,688127,688128,30965760,4916,8765,21714,21714,3619,3619
1,1,512000,512001,61,1,512000,512001,31232061,3658,6503,9030,9030,1505,1505
1,912247,2994003,3906250,8,912247,2994003,3906250,31250000,27902,49606,147630,147630,24605,24605
1,874577,2250423,3125000,10,874577,2250423,3125000,31250000,22322,39685,99330,99330,16555,16555
7,874577,2250423,3125000,10,874577,2250423,3125000,31250000,3189,5669,99330,99330,16555,16555
2,524288,1569375,2093663,15,524288,1569375,2093663,31404945,7478,13272,132990,132990,22165,22165
1,1,3499199,3499200,9,1,3499199,3499200,31492800,24995,44322,78870,78870,13145,13145
1,1,1050624,1050625,30,1,1050624,1050625,31518750,7505,13304,23370,23370,3895,3895
1,2476099,5451776,7927875,4,2476099,5451776,7927875,31711500,56628,100186,181830,181830,30305,30305
10,847553,1048576,1896129,17,847553,1048576,1896129,32234193,1355,2383,252042,252042,42007,42007
8,1,512000,512001,63,1,512000,512001,32256063,458,804,9030,9030,1505,1505
1,1,688127,688128,47,1,688127,688128,32342016,4916,8639,21714,21714,3619,3619
2,1,688127,688128,47,1,688127,688128,32342016,2458,4319,21714,21714,3619,3619
3,1,688127,688128,47,1,688127,688128,32342016,1639,2879,21714,21714,3619,3619
4,1,688127,688128,47,1,688127,688128,32342016,1229,2159,21714,21714,3619,3619
6,1,688127,688128,47,1,688127,688128,32342016,820,1439,21714,21714,3619,3619
7,1,688127,688128,47,1,688127,688128,32342016,703,1234,21714,21714,3619,3619
12,1,688127,688128,47,1,688127,688128,32342016,410,719,21714,21714,3619,3619
18,1,688127,688128,47,1,688127,688128,32342016,274,479,21714,21714,3619,3619
33,1,688127,688128,47,1,688127,688128,32342016,149,261,21714,21714,3619,3619
1,1,1050624,1050625,31,1,1050624,1050625,32569375,7505,13159,23370,23370,3895,3895
6,1,1050624,1050625,31,1,1050624,1050625,32569375,1251,2193,23370,23370,3895,3895
12,1,1050624,1050625,31,1,1050624,1050625,32569375,626,1096,23370,23370,3895,3895
3,1,3301375,3301376,10,1,3301375,3301376,33013760,7861,13721,310310,310310,155155,155155
1,1,688127,688128,48,1,688127,688128,33030144,4916,8578,21714,21714,3619,3619
1,1,512000,512001,65,1,512000,512001,33280065,3658,6367,9030,9030,1505,1505
2,1,512000,512001,65,1,512000,512001,33280065,1829,3183,9030,9030,1505,1505
3,1,512000,512001,65,1,512000,512001,33280065,1220,2122,9030,9030,1505,1505
9,1,512000,512001,65,1,512000,512001,33280065,407,707,9030,9030,1505,1505
16,1,512000,512001,65,1,512000,512001,33280065,229,397,9030,9030,1505,1505
21,1,512000,512001,65,1,512000,512001,33280065,175,303,9030,9030,1505,1505
1,1244485,2097152,3341637,10,1244485,2097152,3341637,33416370,23869,41498,72930,72930,12155,12155
3,524288,1569375,2093663,16,524288,1569375,2093663,33498608,4985,8659,132990,132990,22165,22165
1,1722368,2476099,4198467,8,1722368,2476099,4198467,33587736,29990,52050,300846,300846,50141,50141
1,1,688127,688128,49,1,688127,688128,33718272,4916,8520,21714,21714,3619,3619
2,1,688127,688128,49,1,688127,688128,33718272,2458,4260,21714,21714,3619,3619
4,1,688127,688128,49,1,688127,688128,33718272,1229,2130,21714,21714,3619,3619
2,437500,4389309,4826809,7,437500,4389309,4826809,33787663,17239,29860,608790,608790,101465,101465
1,1,512000,512001,66,1,512000,512001,33792066,3658,6334,9030,9030,1505,1505
2,1127357,5688387,6815744,5,1127357,5688387,6815744,34078720,24342,42045,102102,102102,17017,17017
1,507904,2910897,3418801,10,507904,2910897,3418801,34188010,24421,42134,87978,87978,14663,14663
3,1,688127,688128,50,1,688127,688128,34406400,1639,2820,21714,21714,3619,3619
3,1,512000,512001,68,1,512000,512001,34816068,1220,2090,9030,9030,1505,1505
1,1,3499199,3499200,10,1,3499199,3499200,34992000,24995,42792,78870,78870,13145,13145
3,1,3499199,3499200,10,1,3499199,3499200,34992000,8332,14264,78870,78870,13145,13145
2,1,688127,688128,51,1,688127,688128,35094528,2458,4203,21714,21714,3619,3619
4,1,688127,688128,51,1,688127,688128,35094528,1229,2101,21714,21714,3619,3619
2,912247,2994003,3906250,9,912247,2994003,3906250,35156250,13951,23848,147630,147630,24605,24605
3,714025,1057536,1771561,20,714025,1057536,1771561,35431220,4219,7191,72930,72930,12155,12155
1,1,512000,512001,70,1,512000,512001,35840070,3658,6211,9030,9030,1505,1505
3,1,512000,512001,70,1,512000,512001,35840070,1220,2070,9030,9030,1505,1505
1,1,512000,512001,71,1,512000,512001,36352071,3658,6182,9030,9030,1505,1505
6,1,688127,688128,53,1,688127,688128,36470784,820,1383,21714,21714,3619,3619
1,1,1050624,1050625,35,1,1050624,1050625,36771875,7505,12637,23370,23370,3895,3895
2,1,1050624,1050625,35,1,1050624,1050625,36771875,3753,6318,23370,23370,3895,3895
3,1,1050624,1050625,35,1,1050624,1050625,36771875,2502,4212,23370,23370,3895,3895
7,1,688127,688128,54,1,688127,688128,37158912,703,1178,21714,21714,3619,3619
3,1,512000,512001,73,1,512000,512001,37376073,1220,2041,9030,9030,1505,1505
1,1,1050624,1050625,36,1,1050624,1050625,37822500,7505,12519,23370,23370,3895,3895
1,1,688127,688128,55,1,688127,688128,37847040,4916,8198,21714,21714,3619,3619
2,1,688127,688128,55,1,688127,688128,37847040,2458,4099,21714,21714,3619,3619
3,1,688127,688128,55,1,688127,688128,37847040,1639,2732,21714,21714,3619,3619
4,1,688127,688128,55,1,688127,688128,37847040,1229,2049,21714,21714,3619,3619
12,1,688127,688128,55,1,688127,688128,37847040,410,683,21714,21714,3619,3619
28,1,688127,688128,55,1,688127,688128,37847040,176,292,21714,21714,3619,3619
9,1,512000,512001,74,1,512000,512001,37888074,407,677,9030,9030,1505,1505
1,2000033,10754551,12754584,3,2000033,10754551,12754584,38263752,91105,151401,420546,420546,70091,70091
1,1,512000,512001,75,1,512000,512001,38400075,3658,6070,9030,9030,1505,1505
1,1,3499199,3499200,11,1,3499199,3499200,38491200,24995,41454,78870,78870,13145,13145
2,1,3499199,3499200,11,1,3499199,3499200,38491200,12498,20727,78870,78870,13145,13145
5,1,3499199,3499200,11,1,3499199,3499200,38491200,4999,8290,78870,78870,13145,13145
6,1,3499199,3499200,11,1,3499199,3499200,38491200,4166,6909,78870,78870,13145,13145
1,1,688127,688128,56,1,688127,688128,38535168,4916,8149,21714,21714,3619,3619
1,1,1756160,1756161,22,1,1756160,1756161,38635542,12545,20779,168630,168630,28105,28105
15,1,1756160,1756161,22,1,1756160,1756161,38635542,837,1385,168630,168630,28105,28105
2,1,1050624,1050625,37,1,1050624,1050625,38873125,3753,6202,23370,23370,3895,3895
1,1,512000,512001,76,1,512000,512001,38912076,3658,6043,9030,9030,1505,1505
1,1489347,17997824,19487171,2,1489347,17997824,19487171,38974342,139195,229905,194766,194766,32461,32461
2,1,688127,688128,57,1,688127,688128,39223296,2458,4050,21714,21714,3619,3619
2,1,512000,512001,77,1,512000,512001,39424077,1829,3008,9030,9030,1505,1505
12,1,512000,512001,77,1,512000,512001,39424077,305,501,9030,9030,1505,1505
3,1,688127,688128,58,1,688127,688128,39911424,1639,2684,21714,21714,3619,3619
1,1,1050624,1050625,38,1,1050624,1050625,39923750,7505,12296,23370,23370,3895,3895
3,1,1050624,1050625,38,1,1050624,1050625,39923750,2502,4098,23370,23370,3895,3895
15,1,1050624,1050625,38,1,1050624,1050625,39923750,501,819,23370,23370,3895,3895
35,1,512000,512001,78,1,512000,512001,39936078,105,171,9030,9030,1505,1505
1,1244485,2097152,3341637,12,1244485,2097152,3341637,40099644,23869,39051,72930,72930,12155,12155
4,1,688127,688128,59,1,688127,688128,40599552,1229,2002,21714,21714,3619,3619
12,1,688127,688128,59,1,688127,688128,40599552,410,667,21714,21714,3619,3619
1,1127357,5688387,6815744,6,1127357,5688387,6815744,40894464,48684,79131,102102,102102,17017,17017
1,1,512000,512001,80,1,512000,512001,40960080,3658,5941,9030,9030,1505,1505
3,1,512000,512001,80,1,512000,512001,40960080,1220,1980,9030,9030,1505,1505
7,1,512000,512001,80,1,512000,512001,40960080,523,848,9030,9030,1505,1505
9,1,512000,512001,80,1,512000,512001,40960080,407,660,9030,9030,1505,1505
1,1,1050624,1050625,39,1,1050624,1050625,40974375,7505,12189,23370,23370,3895,3895
19,1,1050624,1050625,39,1,1050624,1050625,40974375,395,641,23370,23370,3895,3895
20,1,1050624,1050625,39,1,1050624,1050625,40974375,376,609,23370,23370,3895,3895
1,507904,2910897,3418801,12,507904,2910897,3418801,41025612,24421,39650,87978,87978,14663,14663
1,1,20709375,20709376,2,1,20709375,20709376,41418752,147925,239420,111390,111390,18565,18565
1,1,512000,512001,81,1,512000,512001,41472081,3658,5916,9030,9030,1505,1505
3,1722368,2476099,4198467,10,1722368,2476099,4198467,41984670,9997,16106,300846,300846,50141,50141
1,1,3499199,3499200,12,1,3499199,3499200,41990400,24995,40269,78870,78870,13145,13145
1,1,1050624,1050625,40,1,1050624,1050625,42025000,7505,12087,23370,23370,3895,3895
3,1,512000,512001,83,1,512000,512001,42496083,1220,1956,9030,9030,1505,1505
48,1,512000,512001,83,1,512000,512001,42496083,77,122,9030,9030,1505,1505
63,1,512000,512001,83,1,512000,512001,42496083,59,93,9030,9030,1505,1505
1,1,1050624,1050625,41,1,1050624,1050625,43075625,7505,11988,23370,23370,3895,3895
3,1,1050624,1050625,41,1,1050624,1050625,43075625,2502,3996,23370,23370,3895,3895
7,1,1050624,1050625,41,1,1050624,1050625,43075625,1073,1712,23370,23370,3895,3895
15,1,1050624,1050625,41,1,1050624,1050625,43075625,501,799,23370,23370,3895,3895
21,1,1050624,1050625,41,1,1050624,1050625,43075625,358,570,23370,23370,3895,3895
1,1244485,2097152,3341637,13,1244485,2097152,3341637,43441281,23869,38023,72930,72930,12155,12155
2,1244485,2097152,3341637,13,1244485,2097152,3341637,43441281,11935,19011,72930,72930,12155,12155
1,1,512000,512001,85,1,512000,512001,43520085,3658,5822,9030,9030,1505,1505
3,1,512000,512001,85,1,512000,512001,43520085,1220,1940,9030,9030,1505,1505
8,1,512000,512001,85,1,512000,512001,43520085,458,727,9030,9030,1505,1505
1,1,512000,512001,86,1,512000,512001,44032086,3658,5799,9030,9030,1505,1505
5,1,512000,512001,86,1,512000,512001,44032086,732,1159,9030,9030,1505,1505
21,1,512000,512001,86,1,512000,512001,44032086,175,276,9030,9030,1505,1505
35,1,512000,512001,86,1,512000,512001,44032086,105,165,9030,9030,1505,1505
1,507904,2910897,3418801,13,507904,2910897,3418801,44444413,24421,38606,87978,87978,14663,14663
1,1,512000,512001,87,1,512000,512001,44544087,3658,5777,9030,9030,1505,1505
7,1,512000,512001,87,1,512000,512001,44544087,523,825,9030,9030,1505,1505
18,1,688127,688128,65,1,688127,688128,44728320,274,430,21714,21714,3619,3619
1,2890625,6067327,8957952,5,2890625,6067327,8957952,44789760,63986,100896,147630,147630,24605,24605
3,2890625,6067327,8957952,5,2890625,6067327,8957952,44789760,21329,33632,147630,147630,24605,24605
3,1,512000,512001,88,1,512000,512001,45056088,1220,1918,9030,9030,1505,1505
1,1,15039999,15040000,3,1,15039999,15040000,45120000,107429,168986,421590,421590,70265,70265
1,1,3499199,3499200,13,1,3499199,3499200,45489600,24995,39209,78870,78870,13145,13145
3,1,3499199,3499200,13,1,3499199,3499200,45489600,8332,13069,78870,78870,13145,13145
9,1,512000,512001,89,1,512000,512001,45568089,407,637,9030,9030,1505,1505
1,1,512000,512001,90,1,512000,512001,46080090,3658,5688,9030,9030,1505,1505
1,1,512000,512001,91,1,512000,512001,46592091,3658,5626,9030,9030,1505,1505
6,1,512000,512001,91,1,512000,512001,46592091,610,937,9030,9030,1505,1505
16,1,512000,512001,91,1,512000,512001,46592091,229,351,9030,9030,1505,1505
5,1244485,2097152,3341637,14,1244485,2097152,3341637,46782918,4774,7419,72930,72930,12155,12155
1,874577,2250423,3125000,15,874577,2250423,3125000,46875000,22322,34668,99330,99330,16555,16555
2,874577,2250423,3125000,15,874577,2250423,3125000,46875000,11161,17334,99330,99330,16555,16555
4,874577,2250423,3125000,15,874577,2250423,3125000,46875000,5581,8667,99330,99330,16555,16555
1,1,1050624,1050625,45,1,1050624,1050625,47278125,7505,11622,23370,23370,3895,3895
2,1,1050624,1050625,45,1,1050624,1050625,47278125,3753,5811,23370,23370,3895,3895
1,2476099,5451776,7927875,6,2476099,5451776,7927875,47567250,56628,87521,181830,181830,30305,30305
7,1,512000,512001,93,1,512000,512001,47616093,523,786,9030,9030,1505,1505
1,1127357,5688387,6815744,7,1127357,5688387,6815744,47710208,48684,75168,102102,102102,17017,17017
10,524288,1569375,2093663,23,524288,1569375,2093663,48154249,1496,2279,132990,132990,22165,22165
1,1,1050624,1050625,46,1,1050624,1050625,48328750,7505,11537,23370,23370,3895,3895
4,1,512000,512001,95,1,512000,512001,48640095,915,1347,9030,9030,1505,1505
1,1953125,14299803,16252928,3,1953125,14299803,16252928,48758784,116093,177953,397110,397110,66185,66185
11,1,3499199,3499200,14,1,3499199,3499200,48988800,2273,3477,78870,78870,13145,13145
2,1,1050624,1050625,47,1,1050624,1050625,49379375,3753,5727,23370,23370,3895,3895
1,874577,2250423,3125000,16,874577,2250423,3125000,50000000,22322,33930,99330,99330,16555,16555
1,1244485,2097152,3341637,15,1244485,2097152,3341637,50124555,23869,36252,72930,72930,12155,12155
3,1,512000,512001,98,1,512000,512001,50176098,1220,1741,9030,9030,1505,1505
6,912247,2994003,3906250,13,912247,2994003,3906250,50781250,4651,7032,147630,147630,24605,24605
1,507904,2910897,3418801,15,507904,2910897,3418801,51282015,24421,33860,87978,87978,14663,14663
1,3906250,4782969,8689219,6,3906250,4782969,8689219,52135314,62066,93038,108570,108570,18095,18095
1,1,3499199,3499200,15,1,3499199,3499200,52488000,24995,37383,78870,78870,13145,13145
2,1,3499199,3499200,15,1,3499199,3499200,52488000,12498,18691,78870,78870,13145,13145
1,1,1050624,1050625,50,1,1050624,1050625,52531250,7505,11221,23370,23370,3895,3895
3,1,1050624,1050625,50,1,1050624,1050625,52531250,2502,3740,23370,23370,3895,3895
2,874577,2250423,3125000,17,874577,2250423,3125000,53125000,11161,16625,99330,99330,16555,16555
1,1244485,2097152,3341637,16,1244485,2097152,3341637,53466192,23869,35480,72930,72930,12155,12155
1,1,1050624,1050625,51,1,1050624,1050625,53581875,7505,11147,23370,23370,3895,3895
1,2890625,6067327,8957952,6,2890625,6067327,8957952,53747712,63986,94947,147630,147630,24605,24605
1,1,512000,512001,105,1,512000,512001,53760105,3658,4876,9030,9030,1505,1505
2,1,512000,512001,105,1,512000,512001,53760105,1829,2438,9030,9030,1505,1505
4,1,512000,512001,105,1,512000,512001,53760105,915,1219,9030,9030,1505,1505
8,1,512000,512001,105,1,512000,512001,53760105,458,609,9030,9030,1505,1505
16,1,512000,512001,105,1,512000,512001,53760105,229,304,9030,9030,1505,1505
1,1,512000,512001,106,1,512000,512001,54272106,3658,4830,9030,9030,1505,1505
1,507904,2910897,3418801,16,507904,2910897,3418801,54700816,24421,31744,87978,87978,14663,14663
2,1,512000,512001,107,1,512000,512001,54784107,1829,2392,9030,9030,1505,1505
33,1,688127,688128,80,1,688127,688128,55050240,149,219,21714,21714,3619,3619
1,2476099,5451776,7927875,7,2476099,5451776,7927875,55495125,56628,83137,181830,181830,30305,30305
3,1,1050624,1050625,53,1,1050624,1050625,55683125,2502,3668,23370,23370,3895,3895
15,1,1050624,1050625,53,1,1050624,1050625,55683125,501,733,23370,23370,3895,3895
4,1,512000,512001,109,1,512000,512001,55808109,915,1174,9030,9030,1505,1505
1,1,3499199,3499200,16,1,3499199,3499200,55987200,24995,36587,78870,78870,13145,13145
6,1244485,2097152,3341637,17,1244485,2097152,3341637,56807829,3979,5795,72930,72930,12155,12155
1,1,19140624,19140625,3,1,19140624,19140625,57421875,136719,198452,114870,114870,19145,19145
2,1,19140624,19140625,3,1,19140624,19140625,57421875,68360,99226,114870,114870,19145,19145
1,1,1050624,1050625,55,1,1050624,1050625,57784375,7505,10870,23370,23370,3895,3895
2,1,1050624,1050625,55,1,1050624,1050625,57784375,3753,5435,23370,23370,3895,3895
6,1,1050624,1050625,55,1,1050624,1050625,57784375,1251,1811,23370,23370,3895,3895
8,1,512000,512001,113,1,512000,512001,57856113,458,566,9030,9030,1505,1505
1,1489347,17997824,19487171,3,1489347,17997824,19487171,58461513,139195,200840,194766,194766,32461,32461
1,912247,2994003,3906250,15,912247,2994003,3906250,58593750,27902,40228,147630,147630,24605,24605
1,1896129,9834496,11730625,5,1896129,9834496,11730625,58653125,83791,120767,489090,489090,81515,81515
3,1896129,9834496,11730625,5,1896129,9834496,11730625,58653125,27931,40255,489090,489090,81515,81515
1,1722368,2476099,4198467,14,1722368,2476099,4198467,58778538,29990,43192,300846,300846,50141,50141
1,1,1050624,1050625,56,1,1050624,1050625,58835000,7505,10805,23370,23370,3895,3895
24,1,512000,512001,115,1,512000,512001,58880115,153,185,9030,9030,1505,1505
4,874577,2250423,3125000,19,874577,2250423,3125000,59375000,5581,8010,99330,99330,16555,16555
2,1,3499199,3499200,17,1,3499199,3499200,59486400,12498,17927,78870,78870,13145,13145
1,1,1050624,1050625,57,1,1050624,1050625,59885625,7505,10741,23370,23370,3895,3895
2,1,1050624,1050625,57,1,1050624,1050625,59885625,3753,5370,23370,23370,3895,3895
4,1,1050624,1050625,57,1,1050624,1050625,59885625,1877,2685,23370,23370,3895,3895
8,1,1050624,1050625,57,1,1050624,1050625,59885625,939,1342,23370,23370,3895,3895
10,1,1050624,1050625,57,1,1050624,1050625,59885625,751,1074,23370,23370,3895,3895
1,1244485,2097152,3341637,18,1244485,2097152,3341637,60149466,23869,34114,72930,72930,12155,12155
1,1,15039999,15040000,4,1,15039999,15040000,60160000,107429,153534,421590,421590,70265,70265
9,714025,1057536,1771561,34,714025,1057536,1771561,60233074,1407,2008,72930,72930,12155,12155
4,1,512000,512001,119,1,512000,512001,60928119,915,1075,9030,9030,1505,1505
1,1,1050624,1050625,58,1,1050624,1050625,60936250,7505,10679,23370,23370,3895,3895
1,1127357,5688387,6815744,9,1127357,5688387,6815744,61341696,48684,69128,102102,102102,17017,17017
2,1127357,5688387,6815744,9,1127357,5688387,6815744,61341696,24342,34564,102102,102102,17017,17017
1,1,512000,512001,120,1,512000,512001,61440120,3658,4266,9030,9030,1505,1505
1,1953125,10367643,12320768,5,1953125,10367643,12320768,61603840,88006,124784,201630,201630,33605,33605
3,1953125,10367643,12320768,5,1953125,10367643,12320768,61603840,29336,41594,201630,201630,33605,33605
16,1,512000,512001,121,1,512000,512001,61952121,229,264,9030,9030,1505,1505
2,1,1050624,1050625,59,1,1050624,1050625,61986875,3753,5309,23370,23370,3895,3895
1,1,20709375,20709376,3,1,20709375,20709376,62128128,147925,209153,111390,111390,18565,18565
1,1,3499199,3499200,18,1,3499199,3499200,62985600,24995,35178,78870,78870,13145,13145
7,1,3499199,3499200,18,1,3499199,3499200,62985600,3571,5025,78870,78870,13145,13145
1,1,1050624,1050625,60,1,1050624,1050625,63037500,7505,10559,23370,23370,3895,3895
1,1244485,2097152,3341637,19,1244485,2097152,3341637,63491103,23869,33505,72930,72930,12155,12155
1,1,1050624,1050625,61,1,1050624,1050625,64088125,7505,10501,23370,23370,3895,3895
4,1,1050624,1050625,61,1,1050624,1050625,64088125,1877,2625,23370,23370,3895,3895
6,1,1050624,1050625,61,1,1050624,1050625,64088125,1251,1750,23370,23370,3895,3895
1,1,688127,688128,94,1,688127,688128,64684032,4916,6856,21714,21714,3619,3619
3,1,688127,688128,94,1,688127,688128,64684032,1639,2285,21714,21714,3619,3619
9,1,688127,688128,94,1,688127,688128,64684032,547,761,21714,21714,3619,3619
63,1,688127,688128,94,1,688127,688128,64684032,79,108,21714,21714,3619,3619
1,1953125,14299803,16252928,4,1953125,14299803,16252928,65011712,116093,161681,397110,397110,66185,66185
1,1,688127,688128,95,1,688127,688128,65372160,4916,6832,21714,21714,3619,3619
1,874577,2250423,3125000,21,874577,2250423,3125000,65625000,22322,30989,99330,99330,16555,16555
1,1,3499199,3499200,19,1,3499199,3499200,66484800,24995,34550,78870,78870,13145,13145
3,1,688127,688128,97,1,688127,688128,66748416,1639,2261,21714,21714,3619,3619
1,1,1050624,1050625,65,1,1050624,1050625,68290625,7505,10281,23370,23370,3895,3895
2,1,1050624,1050625,65,1,1050624,1050625,68290625,3753,5140,23370,23370,3895,3895
3,1,1050624,1050625,65,1,1050624,1050625,68290625,2502,3427,23370,23370,3895,3895
8,1,1050624,1050625,65,1,1050624,1050625,68290625,939,1285,23370,23370,3895,3895
1,1,1050624,1050625,66,1,1050624,1050625,69341250,7505,10229,23370,23370,3895,3895
1,1,3499199,3499200,20,1,3499199,3499200,69984000,24995,33964,78870,78870,13145,13145
1,1244485,2097152,3341637,21,1244485,2097152,3341637,70174377,23869,32406,72930,72930,12155,12155
1,1896129,9834496,11730625,6,1896129,9834496,11730625,70383750,83791,113646,489090,489090,81515,81515
2,1,1050624,1050625,67,1,1050624,1050625,70391875,3753,5089,23370,23370,3895,3895
10,1,1050624,1050625,67,1,1050624,1050625,70391875,751,1017,23370,23370,3895,3895
9,1,688127,688128,103,1,688127,688128,70877184,547,739,21714,21714,3619,3619
1,2476099,5451776,7927875,9,2476099,5451776,7927875,71350875,56628,76456,181830,181830,30305,30305
5,2476099,5451776,7927875,9,2476099,5451776,7927875,71350875,11326,15291,181830,181830,30305,30305
3,1,1050624,1050625,68,1,1050624,1050625,71442500,2502,3375,23370,23370,3895,3895
1,1,3499199,3499200,21,1,3499199,3499200,73483200,24995,33416,78870,78870,13145,13145
5,1,3499199,3499200,21,1,3499199,3499200,73483200,4999,6683,78870,78870,13145,13145
1,1244485,2097152,3341637,22,1244485,2097152,3341637,73516014,23869,31907,72930,72930,12155,12155
5,1244485,2097152,3341637,22,1244485,2097152,3341637,73516014,4774,6381,72930,72930,12155,12155
9,1244485,2097152,3341637,22,1244485,2097152,3341637,73516014,2653,3545,72930,72930,12155,12155
1,1,1050624,1050625,70,1,1050624,1050625,73543750,7505,10030,23370,23370,3895,3895
1,1,1050624,1050625,71,1,1050624,1050625,74594375,7505,9983,23370,23370,3895,3895
1,1,19140624,19140625,4,1,19140624,19140625,76562500,136719,180306,114870,114870,19145,19145
1,1,3499199,3499200,22,1,3499199,3499200,76982400,24995,32902,78870,78870,13145,13145
1,874577,2250423,3125000,25,874577,2250423,3125000,78125000,22322,29240,99330,99330,16555,16555
4,874577,2250423,3125000,25,874577,2250423,3125000,78125000,5581,7310,99330,99330,16555,16555
1,1,1050624,1050625,75,1,1050624,1050625,78796875,7505,9802,23370,23370,3895,3895
2,1,1050624,1050625,75,1,1050624,1050625,78796875,3753,4901,23370,23370,3895,3895
1,2476099,5451776,7927875,10,2476099,5451776,7927875,79278750,56628,73818,181830,181830,30305,30305
1,1,1050624,1050625,76,1,1050624,1050625,79847500,7505,9759,23370,23370,3895,3895
1,1244485,2097152,3341637,24,1244485,2097152,3341637,80199288,23869,30995,72930,72930,12155,12155
5,1244485,2097152,3341637,24,1244485,2097152,3341637,80199288,4774,6199,72930,72930,12155,12155
11,1244485,2097152,3341637,24,1244485,2097152,3341637,80199288,2170,2817,72930,72930,12155,12155
2,1,1050624,1050625,77,1,1050624,1050625,80898125,3753,4858,23370,23370,3895,3895
1,912247,2994003,3906250,21,912247,2994003,3906250,82031250,27902,35960,147630,147630,24605,24605
1,1,20709375,20709376,4,1,20709375,20709376,82837504,147925,190028,111390,111390,18565,18565
