U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
2,135507,70713,0,0,1,1,135507,90338,70713,161051
2,135525,65,0,0,1,1,135525,367794,65,367859
2,135525,139,0,0,2,1,135525,2249728,695,2250423
2,135525,14595,0,0,1,1,135525,32768,218925,251693
2,135553,2187,0,0,1,1,135553,1660120,6561,1666681
2,135553,36969,0,0,1,1,135553,32,184845,184877
2,135583,13225,0,0,1,1,135583,296352,66125,362477
2,135583,59049,0,0,1,1,135583,168728,177147,345875
2,135595,1,0,0,4,1,135595,1380624,1,1380625
2,135595,47,0,0,1,1,135595,781250,47,781297
2,135595,47,0,0,4,1,135595,250000,47,250047
2,135595,17061,0,0,1,1,135595,10240,187671,197911
2,135595,107163,0,0,1,1,135595,23080,321489,344569
2,135603,5,0,0,1,1,135603,658464,25,658489
2,135603,1159,0,0,2,1,135603,1000000,3477,1003477
2,135603,11163,0,0,1,1,135603,625000,33489,658489
2,135603,27121,0,0,1,1,135603,168750,27121,195871
2,135603,34225,0,0,1,1,135603,3484442,34225,3518667
2,135625,15,0,0,1,1,135625,148862,15,148877
2,135625,23625,0,0,1,1,135625,30752,118125,148877
2,135641,6137,0,0,1,1,135641,268862,6137,274999
2,135675,3125,0,0,1,1,135675,143648,15625,159273
2,135679,2197,0,0,1,1,135679,485514,2197,487711
2,135705,1,0,0,2,1,135705,160380,1,160381
2,135705,25,0,0,1,1,135705,320762,25,320787
2,135723,1,0,0,1,1,135723,175616,9,175625
2,135723,6561,0,0,1,1,135723,89600,59049,148649
2,135723,128547,0,0,1,1,135723,4984,385641,390625
2,135751,1223,0,0,1,1,135751,215168,8561,223729
2,135751,14063,0,0,1,1,135751,88064,154693,242757
2,135751,56129,0,0,1,1,135751,91854,56129,147983
2,135751,75809,0,0,1,1,135751,3644278,75809,3720087
2,135765,991,0,0,1,1,135765,150152,2973,153125
2,135793,5,0,0,1,1,135793,184832,45,184877
2,135793,3773,0,0,1,1,135793,658464,18865,677329
2,135793,5761,0,0,1,1,135793,1874048,40327,1914375
2,135793,15435,0,0,1,1,135793,105344,108045,213389
2,135793,82701,0,0,1,1,135793,49000,248103,297103
2,135805,21025,0,0,1,1,135805,3764768,105125,3869893
2,135805,132037,0,0,1,1,135805,17150,132037,149187
2,135813,36501,0,0,1,1,135813,12800,328509,341309
2,135835,24037,0,0,1,1,135835,69984,120185,190169
2,135861,9,0,0,1,1,135861,512072,27,512099
2,135861,121121,0,0,1,1,135861,1557376,847847,2405223
2,135903,1,0,0,1,1,135903,1303040,9,1303049
2,135903,2187,0,0,1,1,135903,1765000,6561,1771561
2,135905,50071,0,0,1,1,135905,219488,250355,469843
2,135915,28577,0,0,1,1,135915,3906250,28577,3934827
2,135993,1,0,0,4,1,135993,421200,1,421201
2,135993,121,0,0,1,1,135993,467454,121,467575
2,135993,143,0,0,1,1,135993,3209482,143,3209625
2,135993,317,0,0,2,1,135993,1012500,317,1012817
2,135993,8559,0,0,1,1,135993,117128,25677,142805
2,135993,20709,0,0,1,1,135993,42592,103545,146137
2,135993,41067,0,0,1,1,135993,157058,41067,198125
2,135993,93515,0,0,1,1,135993,146016,467575,613591
2,135994,1402,0,0,2,1,135994,207232,4907,212139
2,135994,2804,0,0,4,1,135994,207232,4907,212139
