U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
2,137527,65709,0,0,1,1,137527,50024,197127,247151
2,137553,3,0,0,4,1,137553,495616,9,495625
2,137553,43923,0,0,1,1,137553,1156856,131769,1288625
2,137553,93025,0,0,1,1,137553,289214,93025,382239
2,137655,50625,0,0,1,1,137655,1536416,253125,1789541
2,137683,1,0,0,2,1,137683,336140,1,336141
2,137683,9,0,0,1,1,137683,152626,9,152635
2,137683,1875,0,0,1,1,137683,175616,16875,192491
2,137683,2197,0,0,1,1,137683,139264,28561,167825
2,137683,2975,0,0,1,1,137683,148096,20825,168921
2,137683,17125,0,0,1,1,137683,574592,119875,694467
2,137683,21125,0,0,1,1,137683,105056,105625,210681
2,137683,21609,0,0,1,1,137683,12800,194481,207281
2,137683,21805,0,0,1,1,137683,21632,152635,174267
2,137683,31423,0,0,1,1,137683,84864,219961,304825
2,137683,48841,0,0,1,1,137683,8192,634933,643125
2,137683,55447,0,0,1,1,137683,80000,388129,468129
2,137683,58357,0,0,1,1,137683,39304,175071,214375
2,137683,59319,0,0,1,1,137683,574592,415233,989825
2,137683,60025,0,0,1,1,137683,864,300125,300989
2,137683,78125,0,0,1,1,137683,303264,390625,693889
2,137683,85293,0,0,1,1,137683,655360,1449981,2105341
2,137683,91125,0,0,1,1,137683,1177592,273375,1450967
2,137683,108875,0,0,1,1,137683,2312,326625,328937
2,137683,111537,0,0,1,1,137683,37538,111537,149075
2,137683,115765,0,0,1,1,137683,167042,115765,282807
2,137688,2,0,0,2,1,137688,175616,9,175625
2,137688,4,0,0,4,1,137688,175616,9,175625
2,137688,8,0,0,8,1,137688,175616,9,175625
2,137695,1,0,0,2,1,137695,137780,1,137781
2,137709,11449,0,0,1,1,137709,100352,125939,226291
2,137751,5367,0,0,1,1,137751,168776,16101,184877
2,137751,40817,0,0,1,1,137751,1150848,285719,1436567
2,137793,6727,0,0,1,1,137793,6193536,47089,6240625
2,137863,1,0,0,2,1,137863,530452,1,530453
2,137863,1,0,0,4,1,137863,1164240,1,1164241
2,137863,243,0,0,1,1,137863,819896,729,820625
2,137863,275,0,0,1,1,137863,1161216,3025,1164241
2,137863,1323,0,0,1,1,137863,364702,1323,366025
2,137863,3025,0,0,1,1,137863,1537326,3025,1540351
2,137863,5625,0,0,1,1,137863,182408,16875,199283
2,137863,12005,0,0,1,1,137863,2414304,60025,2474329
2,137863,14027,0,0,1,1,137863,279936,98189,378125
2,137863,14641,0,0,1,1,137863,203850,14641,218491
2,137863,28125,0,0,1,1,137863,955864,84375,1040239
2,137863,33275,0,0,1,1,137863,129654,33275,162929
2,137863,35721,0,0,1,1,137863,125330,35721,161051
2,137863,35937,0,0,1,1,137863,62816,179685,242501
2,137863,70135,0,0,1,1,137863,819896,210405,1030301
2,137863,98415,0,0,1,1,137863,32,492075,492107
2,137863,103929,0,0,1,1,137863,57122,103929,161051
2,137863,117649,0,0,1,1,137863,1299078,117649,1416727
2,137883,3481,0,0,1,1,137883,320000,31329,351329
2,137883,3481,0,0,1,1,137883,744150,3481,747631
2,137883,6561,0,0,1,1,137883,156250,6561,162811
2,137883,9963,0,0,1,1,137883,55808,89667,145475
2,137883,12375,0,0,1,1,137883,47104,136125,183229
2,137883,25625,0,0,1,1,137883,38912,281875,320787
2,137883,45375,0,0,1,1,137883,95048,136125,231173
2,137883,45387,0,0,1,1,137883,118810,45387,164197
2,137883,68921,0,0,1,1,137883,3558054,68921,3626975
2,137883,78529,0,0,1,1,137883,680846,78529,759375
2,137883,87025,0,0,1,1,137883,63878,87025,150903
2,137883,109503,0,0,1,1,137883,325622,109503,435125
2,137883,111725,0,0,1,1,137883,32,558625,558657
2,137883,130321,0,0,1,1,137883,312110,130321,442431
2,137883,130321,0,0,1,1,137883,595074,130321,725395
2,137895,29565,0,0,1,1,137895,512,266085,266597
2,137953,73695,0,0,1,1,137953,72494,73695,146189
