U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
2,40003,7203,0,0,1,1,40003,25000,21609,46609
2,40003,40003,0,0,2,1,40003,72900,40003,112903
2,40005,6223,0,0,1,1,40005,15488,43561,59049
2,40005,32733,0,0,1,1,40005,11176,98199,109375
2,40018,2,0,0,2,1,40018,64000,9,64009
2,40018,4,0,0,4,1,40018,64000,9,64009
2,40018,8,0,0,8,1,40018,64000,9,64009
2,40033,1,0,0,4,1,40033,117648,1,117649
2,40033,81,0,0,1,1,40033,418304,729,419033
2,40033,361,0,0,1,1,40033,159014,361,159375
2,40033,625,0,0,1,1,40033,49298,625,49923
2,40033,6859,0,0,1,1,40033,39366,6859,46225
2,40033,14161,0,0,1,1,40033,219488,70805,290293
2,40033,31347,0,0,1,1,40033,35378,31347,66725
2,40075,81,0,0,1,1,40075,42632,243,42875
2,40089,441,0,0,1,1,40089,67712,3087,70799
2,40115,38759,0,0,1,1,40115,128,271313,271441
2,40137,9,0,0,1,1,40137,61952,81,62033
2,40170,13390,0,0,2,1,40170,90112,87035,177147
2,40170,26780,0,0,4,1,40170,90112,87035,177147
2,40183,243,0,0,1,1,40183,202882,243,203125
2,40183,6345,0,0,1,1,40183,73216,57105,130321
2,40183,6655,0,0,1,1,40183,69984,33275,103259
2,40183,11875,0,0,1,1,40183,59488,59375,118863
2,40183,19683,0,0,1,1,40183,5408,98415,103823
2,40183,20691,0,0,1,1,40183,57434,20691,78125
2,40183,35739,0,0,1,1,40183,11750,35739,47489
2,40185,35721,0,0,1,1,40185,6250,35721,41971
2,40203,3,0,0,1,1,40203,64000,27,64027
2,40203,13401,0,0,1,1,40203,39304,40203,79507
2,40203,15895,0,0,1,1,40203,32,79475,79507
2,40205,15895,0,0,1,1,40205,32,79475,79507
2,40225,1,0,0,1,1,40225,64000,9,64009
2,40225,1,0,0,1,1,40225,71874,1,71875
2,40255,1,0,0,2,1,40255,137780,1,137781
2,40255,5893,0,0,1,1,40255,25088,53037,78125
2,40257,1,0,0,8,1,40257,81152,1,81153
2,40285,25,0,0,1,1,40285,354294,25,354319
2,40291,11,0,0,1,1,40291,75776,121,75897
2,40335,8067,0,0,8,1,40335,49408,8067,57475
2,40335,14641,0,0,1,1,40335,36450,14641,51091
2,40339,27,0,0,1,1,40339,331994,27,332021
2,40339,19683,0,0,1,1,40339,49946,19683,69629
2,40375,361,0,0,1,1,40375,159014,361,159375
