U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
2,3505,1,0,0,1,1,3505,4374,1,4375
2,3513,1539,0,0,1,1,3513,8,4617,4625
2,3535,1,0,0,1,1,3535,4374,1,4375
2,3540,2,0,0,2,1,3540,64000,9,64009
2,3540,6,0,0,2,1,3540,6776,9,6785
2,3549,507,0,0,1,1,3549,2968,1521,4489
2,3549,2809,0,0,1,1,3549,4394,2809,7203
2,3553,95,0,0,1,1,3553,8704,855,9559
2,3553,625,0,0,1,1,3553,512,5625,6137
2,3553,675,0,0,1,1,3553,2888,2025,4913
2,3553,2187,0,0,1,1,3553,3950,2187,6137
2,3565,1271,0,0,1,1,3565,5290,1271,6561
2,3573,397,0,0,1,1,3573,4576,1985,6561
2,3585,1,0,0,4,1,3585,3824,1,3825
2,3595,81,0,0,1,1,3595,5752,243,5995
2,3603,1,0,0,1,1,3603,4374,1,4375
2,3619,243,0,0,1,1,3619,4312,729,5041
2,3619,539,0,0,1,1,3619,4374,539,4913
2,3625,841,0,0,1,1,3625,1352,2523,3875
2,3633,1,0,0,1,1,3633,4374,1,4375
2,3640,182,0,0,2,1,3640,8192,1183,9375
2,3640,364,0,0,4,1,3640,8192,1183,9375
2,3640,728,0,0,8,1,3640,8192,1183,9375
2,3645,1,0,0,1,1,3645,4374,1,4375
2,3655,1215,0,0,1,1,3655,3698,1215,4913
2,3655,2809,0,0,1,1,3655,6966,2809,9775
2,3655,3375,0,0,1,1,3655,5618,3375,8993
2,3673,1,0,0,1,1,3673,4374,1,4375
2,3675,1,0,0,1,1,3675,4374,1,4375
2,3684,1842,0,0,8,1,3684,4096,2763,6859
2,3693,81,0,0,1,1,3693,5912,243,6155
2,3703,1,0,0,1,1,3703,4374,1,4375
2,3703,1,0,0,1,1,3703,6174,1,6175
2,3703,3,0,0,1,1,3703,9016,9,9025
2,3703,5,0,0,1,1,3703,89376,25,89401
2,3703,9,0,0,1,1,3703,7448,27,7475
2,3703,91,0,0,1,1,3703,8192,1183,9375
2,3703,243,0,0,1,1,3703,3496,729,4225
2,3703,375,0,0,1,1,3703,512,3375,3887
2,3703,455,0,0,1,1,3703,7776,2275,10051
2,3703,575,0,0,1,1,3703,10976,2875,13851
2,3703,625,0,0,1,1,3703,1568,3125,4693
2,3703,729,0,0,1,1,3703,3200,5103,8303
2,3703,1323,0,0,1,1,3703,1664,9261,10925
2,3703,2025,0,0,1,1,3703,1862,2025,3887
2,3703,2197,0,0,1,1,3703,126350,2197,128547
2,3703,2375,0,0,1,1,3703,4186,2375,6561
2,3703,2375,0,0,1,1,3703,32,11875,11907
2,3703,2401,0,0,1,1,3703,3200,16807,20007
2,3703,3249,0,0,1,1,3703,8918,3249,12167
2,3703,3703,0,0,1,1,3703,6422,3703,10125
2,3705,65,0,0,1,1,3705,6144,715,6859
2,3705,729,0,0,1,1,3705,107008,6561,113569
2,3705,1805,0,0,1,1,3705,104544,9025,113569
2,3708,6,0,0,2,1,3708,10600,9,10609
2,3715,1,0,0,1,1,3715,4374,1,4375
2,3729,343,0,0,1,1,3729,10368,2401,12769
2,3729,567,0,0,1,1,3729,4394,567,4961
2,3729,1017,0,0,1,1,3729,73216,9153,82369
2,3745,1,0,0,1,1,3745,4374,1,4375
2,3745,81,0,0,1,1,3745,5000,243,5243
2,3757,1,0,0,2,1,3757,31212,1,31213
2,3781,199,0,0,4,1,3781,4096,597,4693
2,3783,1,0,0,1,1,3783,19682,1,19683
2,3783,125,0,0,1,1,3783,27936,625,28561
2,3783,625,0,0,1,1,3783,70304,3125,73429
2,3783,3159,0,0,1,1,3783,6250,3159,9409
2,3793,1,0,0,1,1,3793,64000,9,64009
2,3793,1,0,0,1,1,3793,71874,1,71875
2,3795,1,0,0,1,1,3795,64000,9,64009
2,3795,1,0,0,1,1,3795,71874,1,71875
2,3813,1,0,0,1,1,3813,4374,1,4375
2,3813,1,0,0,2,1,3813,10044,1,10045
2,3813,2511,0,0,1,1,3813,872,7533,8405
2,3813,2883,0,0,1,1,3813,109000,8649,117649
2,3813,3813,0,0,1,1,3813,25088,34317,59405
2,3825,1215,0,0,1,1,3825,3698,1215,4913
2,3825,1275,0,0,4,1,3825,4096,3825,7921
2,3841,1,0,0,2,1,3841,4508,1,4509
2,3843,1,0,0,1,1,3843,4374,1,4375
2,3843,9,0,0,8,1,3843,15616,9,15625
2,3843,3843,0,0,4,1,3843,4096,11529,15625
2,3855,1,0,0,1,1,3855,4374,1,4375
2,3855,81,0,0,1,1,3855,4802,81,4883
2,3855,609,0,0,1,1,3855,6250,609,6859
2,3855,729,0,0,1,1,3855,2888,2187,5075
2,3855,2375,0,0,1,1,3855,32,11875,11907
2,3855,3249,0,0,1,1,3855,200,9747,9947
2,3883,1,0,0,1,1,3883,4374,1,4375
2,3883,121,0,0,1,1,3883,6354,121,6475
2,3883,1059,0,0,1,1,3883,19208,3177,22385
2,3883,1225,0,0,1,1,3883,7766,1225,8991
2,3883,1369,0,0,1,1,3883,83006,1369,84375
2,3883,2471,0,0,1,1,3883,4374,2471,6845
2,3883,3177,0,0,1,1,3883,5632,28593,34225
2,3885,1,0,0,1,1,3885,4374,1,4375
2,3885,91,0,0,1,1,3885,8192,1183,9375
2,3885,351,0,0,1,1,3885,10952,1053,12005
2,3885,405,0,0,1,1,3885,10952,1215,12167
2,3885,625,0,0,1,1,3885,8192,8125,16317
2,3885,637,0,0,1,1,3885,3200,4459,7659
2,3885,729,0,0,1,1,3885,30758,729,31487
2,3885,875,0,0,1,1,3885,128,6125,6253
2,3885,1295,0,0,1,1,3885,512,11655,12167
2,3885,1369,0,0,1,1,3885,32,6845,6877
2,3885,1369,0,0,1,1,3885,7406,1369,8775
2,3885,1369,0,0,1,1,3885,33614,1369,34983
2,3885,2197,0,0,1,1,3885,2058,2197,4255
2,3885,3125,0,0,1,1,3885,7938,3125,11063
2,3895,9,0,0,1,1,3895,8200,27,8227
2,3903,1,0,0,2,1,3903,5324,1,5325
2,3903,1301,0,0,1,1,3903,7290,1301,8591
2,3913,1,0,0,1,1,3913,4374,1,4375
2,3913,1,0,0,2,1,3913,4900,1,4901
2,3913,1,0,0,8,1,3913,16640,1,16641
2,3913,9,0,0,1,1,3913,21866,9,21875
2,3913,27,0,0,1,1,3913,24010,27,24037
2,3913,81,0,0,1,1,3913,8192,1053,9245
2,3913,91,0,0,1,1,3913,8192,1183,9375
2,3913,135,0,0,1,1,3913,8192,1755,9947
2,3913,243,0,0,1,1,3913,3200,1701,4901
2,3913,507,0,0,1,1,3913,3698,507,4205
2,3913,507,0,0,1,1,3913,512,4563,5075
2,3913,783,0,0,1,1,3913,5504,5481,10985
2,3913,841,0,0,1,1,3913,110080,7569,117649
2,3913,1849,0,0,1,1,3913,2610,1849,4459
2,3913,2187,0,0,1,1,3913,1720,6561,8281
2,3913,2197,0,0,1,1,3913,42050,2197,44247
2,3913,2401,0,0,1,1,3913,12384,12005,24389
2,3913,3087,0,0,1,1,3913,1118,3087,4205
2,3913,3625,0,0,1,1,3913,13182,3625,16807
2,3925,1,0,0,1,1,3925,4374,1,4375
2,3925,1,0,0,2,1,3925,12716,1,12717
2,3925,5,0,0,1,1,3925,5024,25,5049
2,3925,125,0,0,1,1,3925,4114,125,4239
2,3925,157,0,0,1,1,3925,10880,1099,11979
2,3925,539,0,0,1,1,3925,4374,539,4913
2,3925,1377,0,0,1,1,3925,2744,4131,6875
2,3925,1875,0,0,1,1,3925,5024,9375,14399
2,3925,2057,0,0,1,1,3925,5024,10285,15309
2,3925,3125,0,0,1,1,3925,5984,15625,21609
2,3927,539,0,0,1,1,3927,4374,539,4913
2,3937,2197,0,0,1,1,3937,20402,2197,22599
2,3955,1,0,0,1,1,3955,4374,1,4375
2,3955,343,0,0,1,1,3955,10368,2401,12769
2,3969,49,0,0,8,1,3969,14592,49,14641
2,3973,9,0,0,1,1,3973,70144,81,70225
2,3976,14,0,0,2,1,3976,4992,49,5041
2,3976,28,0,0,4,1,3976,4992,49,5041
2,3993,27,0,0,1,1,3993,5632,243,5875
2,3993,495,0,0,1,1,3993,4418,495,4913
2,3993,1125,0,0,1,1,3993,2312,3375,5687
2,7010,2,0,0,2,2,3505,4374,1,4375
2,7026,3078,0,0,2,2,3513,8,4617,4625
2,7070,2,0,0,2,2,3535,4374,1,4375
2,7080,4,0,0,4,2,3540,64000,9,64009
2,7080,12,0,0,4,2,3540,6776,9,6785
2,7098,1014,0,0,2,2,3549,2968,1521,4489
2,7098,5618,0,0,2,2,3549,4394,2809,7203
2,7106,190,0,0,2,2,3553,8704,855,9559
2,7106,1250,0,0,2,2,3553,512,5625,6137
2,7106,1350,0,0,2,2,3553,2888,2025,4913
