U,d,sigma1,sigma2,sigma3,r,t,e,a,b,n
9,2002,1,0,0,1,1,2002,10647,1,10648
9,2028,128,0,0,1,1,2028,3969,256,4225
9,2028,896,0,0,1,1,2028,405,1792,2197
9,2028,1160,0,0,1,1,2028,81,2320,2401
9,2028,1280,0,0,1,1,2028,1701,3200,4901
9,2030,1,0,0,1,1,2030,16128,1,16129
9,2030,625,0,0,1,1,2030,3087,625,3712
9,2030,1160,0,0,1,1,2030,81,2320,2401
9,2030,1778,0,0,1,1,2030,2187,6223,8410
9,2044,121,0,0,1,1,2044,10512,121,10633
9,2068,1,0,0,1,1,2068,2115,1,2116
9,2068,625,0,0,1,1,2068,1584,625,2209
9,2070,512,0,0,1,1,2070,11655,512,12167
9,2070,518,0,0,1,1,2070,2187,1813,4000
9,2072,512,0,0,1,1,2072,1377,1024,2401
9,2072,1088,0,0,1,1,2072,81,2176,2257
9,2078,1039,0,0,1,1,2078,1521,1039,2560
9,2088,1331,0,0,1,1,2088,1044,1331,2375
9,2088,2048,0,0,1,1,2088,16929,4096,21025
9,2090,128,0,0,1,1,2090,5625,128,5753
9,2098,2098,0,0,1,1,2098,243,5245,5488
9,2108,775,0,0,1,1,2108,2601,775,3376
9,2120,16,0,0,1,1,2120,6561,64,6625
9,2128,1,0,0,1,1,2128,5040,1,5041
9,2128,70,0,0,1,1,2128,2187,245,2432
9,2128,1792,0,0,1,1,2128,3249,1792,5041
9,2132,451,0,0,1,1,2132,1746,451,2197
9,2134,712,0,0,1,1,2134,6561,2848,9409
9,2140,535,0,0,1,1,2140,2601,535,3136
9,2142,512,0,0,1,1,2142,1377,1024,2401
9,2156,1,0,0,1,1,2156,10647,1,10648
9,2156,64,0,0,1,1,2156,8217,64,8281
9,2156,2048,0,0,1,1,2156,11979,2048,14027
9,2160,92,0,0,1,1,2160,2025,184,2209
9,2168,1,0,0,1,1,2168,15624,1,15625
9,2168,250,0,0,1,1,2168,7776,625,8401
9,2168,686,0,0,1,1,2168,2439,686,3125
9,2168,686,0,0,1,1,2168,4374,2401,6775
9,2168,961,0,0,1,1,2168,1440,961,2401
9,2168,1897,0,0,1,1,2168,81,3794,3875
9,2170,1,0,0,1,1,2170,15624,1,15625
9,2170,961,0,0,1,1,2170,1440,961,2401
9,2198,785,0,0,1,1,2198,3087,785,3872
9,2198,1331,0,0,1,1,2198,1413,1331,2744
9,2210,1,0,0,1,1,2210,4095,1,4096
9,2210,128,0,0,1,1,2210,3969,256,4225
9,2210,169,0,0,1,1,2210,7056,169,7225
9,2210,170,0,0,1,1,2210,3159,425,3584
9,2210,196,0,0,1,1,2210,2187,686,2873
9,2210,442,0,0,1,1,2210,10935,1547,12482
9,2210,512,0,0,1,1,2210,1377,1024,2401
9,2210,650,0,0,1,1,2210,7776,1625,9401
9,2210,910,0,0,1,1,2210,2187,3185,5372
9,2210,1088,0,0,1,1,2210,6399,2176,8575
9,2210,1106,0,0,1,1,2210,6561,4424,10985
9,2210,1225,0,0,1,1,2210,12087,1225,13312
9,2210,1690,0,0,1,1,2210,711,1690,2401
9,2210,2048,0,0,1,1,2210,3087,2048,5135
9,2210,2054,0,0,1,1,2210,1071,2054,3125
9,2210,2176,0,0,1,1,2210,225,2176,2401
9,2218,64,0,0,1,1,2218,2997,128,3125
9,2220,200,0,0,1,1,2220,9801,400,10201
9,2240,70,0,0,1,1,2240,2187,245,2432
9,2240,1805,0,0,1,1,2240,18432,1805,20237
9,2278,1444,0,0,1,1,2278,2025,2888,4913
9,2288,16,0,0,1,1,2288,14625,16,14641
9,2288,229,0,0,1,1,2288,2475,229,2704
9,2288,968,0,0,1,1,2288,13689,1936,15625
9,2294,686,0,0,1,1,2294,2187,2401,4588
9,2310,462,0,0,3,1,2310,4374,539,4913
9,2310,512,0,0,1,1,2310,1377,1024,2401
9,2310,875,0,0,1,1,2310,2304,875,3179
9,2310,896,0,0,1,1,2310,2673,2240,4913
9,2310,1331,0,0,1,1,2310,4500,1331,5831
9,2310,1331,0,0,1,1,2310,13005,1331,14336
9,2318,10,0,0,1,1,2318,14823,25,14848
9,2318,841,0,0,1,1,2318,2880,841,3721
9,2330,16,0,0,1,1,2330,6561,64,6625
9,2338,1,0,0,1,1,2338,4095,1,4096
9,2368,64,0,0,1,1,2368,2997,128,3125
9,2378,250,0,0,1,1,2378,4131,625,4756
9,2378,410,0,0,1,1,2378,3888,1025,4913
9,2378,512,0,0,1,1,2378,1377,1024,2401
9,2378,578,0,0,1,1,2378,3969,1156,5125
9,2378,625,0,0,1,1,2378,3087,625,3712
9,2378,841,0,0,1,1,2378,4284,841,5125
9,2378,1024,0,0,1,1,2378,2601,1024,3625
9,2378,1160,0,0,1,1,2378,81,2320,2401
9,2378,1681,0,0,1,1,2378,720,1681,2401
9,2378,2176,0,0,1,1,2378,225,2176,2401
9,2380,2176,0,0,1,1,2380,225,2176,2401
9,2390,250,0,0,1,1,2390,5589,625,6214
